id,date,input,output
235,2014,"In 2014, Sandra Schmid works for <extra_id_0>.",<extra_id_0> University of Texas Southwestern Medical Center <extra_id_1>
236,2014,"In 2014, Sandra Wolin works for <extra_id_0>.",<extra_id_0> Yale School of Medicine <extra_id_1>
237,2014,"In 2014, Stephen Donnelly holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
238,2014,"In 2014, Miguel de Icaza works for <extra_id_0>.",<extra_id_0> Xamarin <extra_id_1>
239,2014,"In 2014, Dominique Bertinotti is a member of the <extra_id_0>.",<extra_id_0> Socialist Party <extra_id_1>
240,2014,"In 2014, <extra_id_0> is the chair of Toulouse FC.",<extra_id_0> Olivier Sadran <extra_id_1>
241,2014,"In 2014, Peter Odemwingie plays for <extra_id_0>.",<extra_id_0> Stoke City F.C. <extra_id_1>
242,2014,"In 2014, Wolfgang Wiehle is a member of the <extra_id_0>.",<extra_id_0> Alternative for Germany <extra_id_1>
243,2014,"In 2014, Angaston Power Station is owned by <extra_id_0>.",<extra_id_0> Infratil <extra_id_1>
244,2014,"In 2014, Will Smith attended <extra_id_0>.",<extra_id_0> University of Louisville <extra_id_1>
245,2014,"In 2014, Raúl Jiménez plays for <extra_id_0>.",<extra_id_0> Mexico national football team <extra_id_1>
246,2014,"In 2014, Sandy MacIver attended <extra_id_0>.",<extra_id_0> Sir John Deane's College <extra_id_1>
247,2014,"In 2014, Tom Frieden holds the position of <extra_id_0>.",<extra_id_0> director <extra_id_1>
248,2014,"In 2014, Francesc Homs Molist is a member of the <extra_id_0>.",<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
249,2014,"In 2014, Eric Chu holds the position of <extra_id_0>.",<extra_id_0> Mayor of New Taipei <extra_id_1>
250,2014,"In 2014, Teaira McCowan attended <extra_id_0>.",<extra_id_0> Brenham High School <extra_id_1>
251,2014,"In 2014, <extra_id_0> is the head coach of FC Academica Clinceni.",<extra_id_0> Valentin Bădoi <extra_id_1>
252,2014,"In 2014, Ubaldo Jiménez plays for <extra_id_0>.",<extra_id_0> Baltimore Orioles <extra_id_1>
253,2014,"In 2014, Barry O'Farrell holds the position of <extra_id_0>.",<extra_id_0> Premier of New South Wales <extra_id_1>
254,2014,"In 2014, Trevor Lawrence attended <extra_id_0>.",<extra_id_0> Cartersville High School <extra_id_1>
255,2014,"In 2014, Anders Brännström holds the position of <extra_id_0>.",<extra_id_0> Chief of Army <extra_id_1>
256,2014,"In 2014, <extra_id_0> is the head of the government of Delaware.",<extra_id_0> Jack Markell <extra_id_1>
257,2014,"In 2014, The Onion is owned by <extra_id_0>.",<extra_id_0> Fusion Media Group <extra_id_1>
258,2014,"In 2014, Kris Boyd plays for <extra_id_0>.",<extra_id_0> Kilmarnock F.C. <extra_id_1>
259,2014,"In 2014, Willie O'Dea holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
260,2014,"In 2014, Joaquim Forn is a member of the <extra_id_0>.",<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
261,2014,"In 2014, David Trezeguet plays for <extra_id_0>.",<extra_id_0> Newell's Old Boys <extra_id_1>
262,2014,"In 2014, Douglas Carswell is a member of the <extra_id_0>.",<extra_id_0> Conservative Party <extra_id_1>
263,2014,"In 2014, Belinda Johnson works for <extra_id_0>.",<extra_id_0> Airbnb <extra_id_1>
264,2014,"In 2014, <extra_id_0> is the chair of Parliamentary Assembly of the Organization for Security and Co-operation in Europe.",<extra_id_0> Ranko Krivokapić <extra_id_1>
265,2014,"In 2014, České aerolinie is owned by <extra_id_0>.",<extra_id_0> Korean Air <extra_id_1>
266,2014,"In 2014, Loizza Aquino attended <extra_id_0>.",<extra_id_0> Institut collegial Vincent Massey Collegiate <extra_id_1>
267,2014,"In 2014, James Marape is a member of the <extra_id_0>.",<extra_id_0> People's National Congress Party <extra_id_1>
268,2014,"In 2014, Tim Burgess holds the position of <extra_id_0>.",<extra_id_0> councillor <extra_id_1>
269,2014,"In 2014, Teresa Rakowska-Harmstone works for <extra_id_0>.",<extra_id_0> Harvard University <extra_id_1>
270,2014,"In 2014, Alexander De Croo holds the position of <extra_id_0>.",<extra_id_0> Minister of Development Cooperation <extra_id_1>
271,2014,"In 2014, <extra_id_0> is the head of the government of United States of America.",<extra_id_0> Barack Obama <extra_id_1>
272,2014,"In 2014, Curt Rice works for <extra_id_0>.",<extra_id_0> University of Tromsø – The Arctic University of Norway <extra_id_1>
273,2014,"In 2014, <extra_id_0> is the head coach of F.C. Copenhagen.",<extra_id_0> Ståle Solbakken <extra_id_1>
274,2014,"In 2014, Joshua Greenberg works for <extra_id_0>.",<extra_id_0> Alfred P. Sloan Foundation <extra_id_1>
275,2014,"In 2014, Yukio Edano is a member of the <extra_id_0>.",<extra_id_0> Democratic Party of Japan <extra_id_1>
276,2014,"In 2014, Mathieu Valbuena plays for <extra_id_0>.",<extra_id_0> France national association football team <extra_id_1>
277,2014,"In 2014, Joseph William Tobin holds the position of <extra_id_0>.",<extra_id_0> Catholic bishop <extra_id_1>
278,2014,"In 2014, Rauff Hakeem holds the position of <extra_id_0>.",<extra_id_0> Minister of Justice <extra_id_1>
279,2014,"In 2014, Michael Bostwick plays for <extra_id_0>.",<extra_id_0> Peterborough United F.C. <extra_id_1>
280,2014,"In 2014, Renate Weber holds the position of <extra_id_0>.",<extra_id_0> member of the European Parliament <extra_id_1>
281,2014,"In 2014, <extra_id_0> is the head coach of Olympique de Marseille.",<extra_id_0> Marcelo Alberto Bielsa Calderon <extra_id_1>
282,2014,"In 2014, Martin Heinrich holds the position of <extra_id_0>.",<extra_id_0> United States senator <extra_id_1>
283,2014,"In 2014, Deborah Orr works for <extra_id_0>.",<extra_id_0> The Guardian <extra_id_1>
284,2014,"In 2014, Graham Watson holds the position of <extra_id_0>.",<extra_id_0> member of the European Parliament <extra_id_1>
285,2014,"In 2014, Mo'ne Davis attended <extra_id_0>.",<extra_id_0> Springside Chestnut Hill Academy <extra_id_1>
286,2014,"In 2014, Tom Cairney plays for <extra_id_0>.",<extra_id_0> Blackburn Rovers F.C. <extra_id_1>
287,2014,"In 2014, Tammam Salam holds the position of <extra_id_0>.",<extra_id_0> President of Lebanon <extra_id_1>
288,2014,"In 2014, Felix Finkbeiner attended <extra_id_0>.","<extra_id_0> School of Oriental and African Studies, University of London <extra_id_1>"
289,2014,"In 2014, Thiago Silva plays for <extra_id_0>.",<extra_id_0> Brazil national football team <extra_id_1>
290,2014,"In 2014, Younis Mahmoud plays for <extra_id_0>.",<extra_id_0> Iraq national under-23 football team <extra_id_1>
291,2014,"In 2014, Bernhard Schölkopf works for <extra_id_0>.",<extra_id_0> Max Planck Institute for Intelligent Systems <extra_id_1>
292,2014,"In 2014, <extra_id_0> is the chair of Hungarian Academy of Sciences.",<extra_id_0> József Pálinkás <extra_id_1>
293,2014,"In 2014, Tim Cahill plays for <extra_id_0>.",<extra_id_0> New York Red Bulls <extra_id_1>
294,2014,"In 2014, Pranab Mukherjee holds the position of <extra_id_0>.",<extra_id_0> President of India <extra_id_1>
295,2014,"In 2014, Brandi M. Cossairt works for <extra_id_0>.",<extra_id_0> University of Washington <extra_id_1>
296,2014,"In 2014, <extra_id_0> is the chair of Hungarian Socialist Party.",<extra_id_0> Attila Mesterházy <extra_id_1>
297,2014,"In 2014, Manuel Neuer plays for <extra_id_0>.",<extra_id_0> FC Bayern Munich <extra_id_1>
298,2014,"In 2014, Glenn Maxwell plays for <extra_id_0>.",<extra_id_0> Australia national cricket team <extra_id_1>
299,2014,"In 2014, Steve Jones plays for <extra_id_0>.",<extra_id_0> Airbus UK Broughton F.C. <extra_id_1>
300,2014,"In 2014, Brandon Clarke attended <extra_id_0>.",<extra_id_0> Desert Vista High School <extra_id_1>
301,2014,"In 2014, <extra_id_0> is the head of the government of Manitoba.",<extra_id_0> Greg Selinger <extra_id_1>
302,2014,"In 2014, Álvaro Uribe Vélez is a member of the <extra_id_0>.",<extra_id_0> Democratic Center <extra_id_1>
303,2014,"In 2014, <extra_id_0> is the chair of Mejlis of the Crimean Tatar People.",<extra_id_0> Refat Chubarov <extra_id_1>
304,2014,"In 2014, Alyssa Healy plays for <extra_id_0>.",<extra_id_0> Australia national cricket team <extra_id_1>
305,2014,"In 2014, <extra_id_0> is the head of the government of Montgomery County.",<extra_id_0> Isiah Leggett <extra_id_1>
306,2014,"In 2014, Andrea Dutton works for <extra_id_0>.",<extra_id_0> University of Florida <extra_id_1>
307,2014,"In 2014, Brian Schatz holds the position of <extra_id_0>.",<extra_id_0> United States senator <extra_id_1>
308,2014,"In 2014, J. J. Watt plays for <extra_id_0>.",<extra_id_0> Houston Texans <extra_id_1>
309,2014,"In 2014, Gail Koziara Boudreaux works for <extra_id_0>.",<extra_id_0> UnitedHealth Group <extra_id_1>
310,2014,"In 2014, <extra_id_0> is the chair of Rijksmuseum.",<extra_id_0> Jaap de Hoop Scheffer <extra_id_1>
311,2014,"In 2014, Elissa Slotkin holds the position of <extra_id_0>.",<extra_id_0> Assistant Secretary of Defense for International Security Affairs <extra_id_1>
312,2014,"In 2014, <extra_id_0> is the head of the government of Niigata Prefecture.",<extra_id_0> Hirohiko Izumida <extra_id_1>
313,2014,"In 2014, Chesley ""Sully"" Sullenberger works for <extra_id_0>.",<extra_id_0> CBS News <extra_id_1>
314,2014,"In 2014, SourceForge is owned by <extra_id_0>.",<extra_id_0> Dice.com <extra_id_1>
315,2014,"In 2014, Peter Dutton holds the position of <extra_id_0>.",<extra_id_0> Minister for Health <extra_id_1>
316,2014,"In 2014, Merete Riisager is a member of the <extra_id_0>.",<extra_id_0> Liberal Alliance <extra_id_1>
317,2014,"In 2014, <extra_id_0> is the chair of Verein für Socialpolitik.",<extra_id_0> Michael C. Burda <extra_id_1>
318,2014,"In 2014, Doug Shane works for <extra_id_0>.",<extra_id_0> The Spaceship Company <extra_id_1>
319,2014,"In 2014, Giuseppe Veltri works for <extra_id_0>.",<extra_id_0> University of Hamburg <extra_id_1>
320,2014,"In 2014, <extra_id_0> is the head coach of FC Prishtina.",<extra_id_0> Afrim Tovërlani <extra_id_1>
321,2014,"In 2014, Glider Ushñahua is a member of the <extra_id_0>.",<extra_id_0> Popular Action <extra_id_1>
322,2014,"In 2014, Vincent Chauvet works for <extra_id_0>.",<extra_id_0> New York University <extra_id_1>
323,2014,"In 2014, <extra_id_0> is the chair of Myanmar Dental Association.",<extra_id_0> Pwint Hpoo <extra_id_1>
324,2014,"In 2014, <extra_id_0> is the head coach of Shonan Bellmare.",<extra_id_0> Cho Kwi-jae <extra_id_1>
325,2014,"In 2014, Edinson Cavani plays for <extra_id_0>.",<extra_id_0> Paris Saint-Germain <extra_id_1>
326,2014,"In 2014, Danny White works for <extra_id_0>.",<extra_id_0> University at Buffalo <extra_id_1>
327,2014,"In 2014, <extra_id_0> is the head coach of FC Astra Giurgiu.",<extra_id_0> Marius Șumudică <extra_id_1>
328,2014,"In 2014, Douglas Alexander holds the position of <extra_id_0>.",<extra_id_0> Shadow Foreign Secretary <extra_id_1>
329,2014,"In 2014, <extra_id_0> is the head of the government of Catalonia.",<extra_id_0> Artur Mas <extra_id_1>
330,2014,"In 2014, Andy Lonergan plays for <extra_id_0>.",<extra_id_0> Bolton Wanderers F.C. <extra_id_1>
331,2014,"In 2014, Mindy Grossman works for <extra_id_0>.",<extra_id_0> Home Shopping Network <extra_id_1>
332,2014,"In 2014, <extra_id_0> is the head of the government of Transnistria.",<extra_id_0> Tatiana Turanskaya <extra_id_1>
333,2014,"In 2014, Chris Finlayson holds the position of <extra_id_0>.",<extra_id_0> Minister of Justice <extra_id_1>
334,2014,"In 2014, Gianni Pittella holds the position of <extra_id_0>.",<extra_id_0> parliamentary group leader <extra_id_1>
335,2014,"In 2014, John Guidetti plays for <extra_id_0>.",<extra_id_0> Sweden national association football team <extra_id_1>
336,2014,"In 2014, Meritxell Budó i Pla is a member of the <extra_id_0>.",<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
337,2014,"In 2014, Brian Hayes holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
338,2014,"In 2014, Miguel Díaz-Canel holds the position of <extra_id_0>.",<extra_id_0> Vice President of Cuba <extra_id_1>
339,2014,"In 2014, Yoh Iwasa works for <extra_id_0>.",<extra_id_0> Kyushu University <extra_id_1>
340,2014,"In 2014, <extra_id_0> is the chair of University of Richmond.",<extra_id_0> Edward L. Ayers <extra_id_1>
341,2014,"In 2014, Didier Fassin works for <extra_id_0>.",<extra_id_0> Institute for Advanced Study <extra_id_1>
342,2014,"In 2014, Leonore Gewessler works for <extra_id_0>.",<extra_id_0> Green European Foundation <extra_id_1>
343,2014,"In 2014, Jos Buttler plays for <extra_id_0>.",<extra_id_0> Lancashire County Cricket Club <extra_id_1>
344,2014,"In 2014, Sintra Line is owned by <extra_id_0>.",<extra_id_0> REFER <extra_id_1>
345,2014,"In 2014, <extra_id_0> is the head coach of Hallescher FC.",<extra_id_0> Sven Köhler <extra_id_1>
346,2014,"In 2014, <extra_id_0> is the head of the government of Istanbul.",<extra_id_0> Kadir Topbaş <extra_id_1>
347,2014,"In 2014, Alexander Hamilton is owned by <extra_id_0>.",<extra_id_0> Crystal Bridges Museum of American Art <extra_id_1>
348,2014,"In 2014, Lin Jianhua works for <extra_id_0>.",<extra_id_0> Zhejiang University <extra_id_1>
349,2014,"In 2014, Laura Borràs is a member of the <extra_id_0>.",<extra_id_0> independent politician <extra_id_1>
350,2014,"In 2014, Laura Borràs works for <extra_id_0>.",<extra_id_0> Institució de les Lletres Catalanes <extra_id_1>
351,2014,"In 2014, Dan Koehl works for <extra_id_0>.",<extra_id_0> Karlsruhe Zoo <extra_id_1>
352,2014,"In 2014, Chelsea Walton works for <extra_id_0>.",<extra_id_0> Massachusetts Institute of Technology <extra_id_1>
353,2014,"In 2014, Steven Salaita works for <extra_id_0>.",<extra_id_0> Virginia Tech <extra_id_1>
354,2014,"In 2014, Lucía Sosa is a member of the <extra_id_0>.",<extra_id_0> Democratic People's Movement <extra_id_1>
355,2014,"In 2014, <extra_id_0> is the head coach of Movistar Team.",<extra_id_0> José Vicente García <extra_id_1>
356,2014,"In 2014, Zoran Milanović holds the position of <extra_id_0>.",<extra_id_0> Prime Minister of Croatia <extra_id_1>
357,2014,"In 2014, Artur Lompart works for <extra_id_0>.",<extra_id_0> University of Warsaw <extra_id_1>
358,2014,"In 2014, Cole Hamels plays for <extra_id_0>.",<extra_id_0> Philadelphia Phillies <extra_id_1>
359,2014,"In 2014, Eric Abetz holds the position of <extra_id_0>.",<extra_id_0> Minister for Employment and Workplace Relations <extra_id_1>
360,2014,"In 2014, <extra_id_0> is the chair of Bank of Finland.",<extra_id_0> Erkki Liikanen <extra_id_1>
361,2014,"In 2014, Don Farrell holds the position of <extra_id_0>.",<extra_id_0> Member of the Australian Senate <extra_id_1>
362,2014,"In 2014, William Kamkwamba attended <extra_id_0>.",<extra_id_0> Dartmouth College <extra_id_1>
363,2014,"In 2014, Cristian Popescu Piedone is a member of the <extra_id_0>.",<extra_id_0> National Union for the Progress of Romania <extra_id_1>
364,2014,"In 2014, Elina Netšajeva attended <extra_id_0>.",<extra_id_0> Estonian Academy of Music and Theatre <extra_id_1>
365,2014,"In 2014, Brenda Hale, Baroness Hale of Richmond holds the position of <extra_id_0>.",<extra_id_0> Deputy President of the Supreme Court of the United Kingdom <extra_id_1>
366,2014,"In 2014, <extra_id_0> is the chair of National Society of Film Critics.",<extra_id_0> David Sterritt <extra_id_1>
367,2014,"In 2014, Sam Lantinga works for <extra_id_0>.",<extra_id_0> Valve Corporation <extra_id_1>
368,2014,"In 2014, Phil Hudson works for <extra_id_0>.","<extra_id_0> Dakota Collegiate, Winnipeg <extra_id_1>"
369,2014,"In 2014, Neymar plays for <extra_id_0>.",<extra_id_0> FC Barcelona <extra_id_1>
370,2014,"In 2014, John Longworth is a member of the <extra_id_0>.",<extra_id_0> Brexit Party <extra_id_1>
371,2014,"In 2014, <extra_id_0> is the head of the government of Albany.",<extra_id_0> Kathy Sheehan <extra_id_1>
372,2014,"In 2014, Mark Harper holds the position of <extra_id_0>.",<extra_id_0> Minister of State for Immigration <extra_id_1>
373,2014,"In 2014, Zoi Konstantopoulou is a member of the <extra_id_0>.",<extra_id_0> SYRIZA <extra_id_1>
374,2014,"In 2014, Mario Mandžukić plays for <extra_id_0>.",<extra_id_0> Croatia national association football team <extra_id_1>
375,2014,"In 2014, Mirela Holy is a member of the <extra_id_0>.",<extra_id_0> Croatian Sustainable Development <extra_id_1>
376,2014,"In 2014, Marcin Kubiak works for <extra_id_0>.",<extra_id_0> Ministry of Infrastructure and Development <extra_id_1>
377,2014,"In 2014, Pau Gasol plays for <extra_id_0>.",<extra_id_0> Los Angeles Lakers <extra_id_1>
378,2014,"In 2014, <extra_id_0> is the chair of State Ethnic Affairs Commission.",<extra_id_0> Wang Zhengwei <extra_id_1>
379,2014,"In 2014, Westfield Wheaton is owned by <extra_id_0>.",<extra_id_0> Westfield Group <extra_id_1>
380,2014,"In 2014, Nicola Sturgeon holds the position of <extra_id_0>.",<extra_id_0> Deputy First Minister of Scotland <extra_id_1>
381,2014,"In 2014, Bryan Alberts attended <extra_id_0>.",<extra_id_0> Village Christian Schools <extra_id_1>
382,2014,"In 2014, Yoann Gourcuff plays for <extra_id_0>.",<extra_id_0> Olympique Lyonnais <extra_id_1>
383,2014,"In 2014, Kåre Schultz works for <extra_id_0>.",<extra_id_0> Novo Nordisk <extra_id_1>
384,2014,"In 2014, George van Kooten works for <extra_id_0>.",<extra_id_0> University of Groningen <extra_id_1>
385,2014,"In 2014, Dario Hunter is a member of the <extra_id_0>.",<extra_id_0> Democratic Party <extra_id_1>
386,2014,"In 2014, Thorbjørn Jagland holds the position of <extra_id_0>.",<extra_id_0> Secretary General of the Council of Europe <extra_id_1>
387,2014,"In 2014, Arancha González works for <extra_id_0>.",<extra_id_0> International Trade Centre <extra_id_1>
388,2014,"In 2014, Ricardo Clark plays for <extra_id_0>.",<extra_id_0> Houston Dynamo <extra_id_1>
389,2014,"In 2014, Selkent is owned by <extra_id_0>.",<extra_id_0> Stagecoach Group <extra_id_1>
390,2014,"In 2014, Tulsi Gabbard holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
391,2014,"In 2014, Alexander Stubb holds the position of <extra_id_0>.",<extra_id_0> Minister for European Affairs and Foreign Trade <extra_id_1>
392,2014,"In 2014, <extra_id_0> is the head coach of Hapoel Holon.",<extra_id_0> Dan Shamir <extra_id_1>
393,2014,"In 2014, François-Michel Lambert is a member of the <extra_id_0>.",<extra_id_0> Europe Ecology – The Greens <extra_id_1>
394,2014,"In 2014, Romain Grau is a member of the <extra_id_0>.",<extra_id_0> The Republicans <extra_id_1>
395,2014,"In 2014, Rémi Anicotte works for <extra_id_0>.",<extra_id_0> Lycée Louis-le-Grand <extra_id_1>
396,2014,"In 2014, Brittany Kaiser attended <extra_id_0>.",<extra_id_0> Middlesex University <extra_id_1>
397,2014,"In 2014, Deborah L. Birx works for <extra_id_0>.",<extra_id_0> President's Emergency Plan for AIDS Relief <extra_id_1>
398,2014,"In 2014, Zhang Dejiang holds the position of <extra_id_0>.",<extra_id_0> Chairman of the Standing Committee of the National People's Congress <extra_id_1>
399,2014,"In 2014, Tim Scott holds the position of <extra_id_0>.",<extra_id_0> United States senator <extra_id_1>
400,2014,"In 2014, Kenneth Vermeer plays for <extra_id_0>.",<extra_id_0> Jong Ajax <extra_id_1>
401,2014,"In 2014, Laurent Lamothe holds the position of <extra_id_0>.",<extra_id_0> Prime Minister of Haiti <extra_id_1>
402,2014,"In 2014, Anna Rosling Rönnlund works for <extra_id_0>.",<extra_id_0> Uppsala University <extra_id_1>
403,2014,"In 2014, Fernando Torres plays for <extra_id_0>.",<extra_id_0> Chelsea F.C. <extra_id_1>
404,2014,"In 2014, Muttah Suresh plays for <extra_id_0>.",<extra_id_0> United Sikkim F.C. <extra_id_1>
405,2014,"In 2014, The Frisky is owned by <extra_id_0>.",<extra_id_0> Buzz Media <extra_id_1>
406,2014,"In 2014, Sabine Hossenfelder works for <extra_id_0>.",<extra_id_0> Nordic Institute for Theoretical Physics <extra_id_1>
407,2014,"In 2014, Meir Cohen is a member of the <extra_id_0>.",<extra_id_0> Yesh Atid <extra_id_1>
408,2014,"In 2014, Rhana Devenport works for <extra_id_0>.",<extra_id_0> Auckland Art Gallery <extra_id_1>
409,2014,"In 2014, Jyrki Katainen holds the position of <extra_id_0>.",<extra_id_0> European Commissioner for Industry and Entrepreneurship <extra_id_1>
410,2014,"In 2014, Russell Crowe's jockstrap is owned by <extra_id_0>.",<extra_id_0> Russell Crowe <extra_id_1>
411,2014,"In 2014, Aurore Bergé is a member of the <extra_id_0>.",<extra_id_0> The Republicans <extra_id_1>
412,2014,"In 2014, Richard Keogh plays for <extra_id_0>.",<extra_id_0> Derby County F.C. <extra_id_1>
413,2014,"In 2014, Annastacia Palaszczuk holds the position of <extra_id_0>.",<extra_id_0> Leader of the Opposition <extra_id_1>
414,2014,"In 2014, <extra_id_0> is the chair of Société des océanistes.",<extra_id_0> Maurice Godelier <extra_id_1>
415,2014,"In 2014, <extra_id_0> is the chair of Ministry of Defence of Germany.",<extra_id_0> Ursula von der Leyen <extra_id_1>
416,2014,"In 2014, Wout Brama plays for <extra_id_0>.",<extra_id_0> PEC Zwolle <extra_id_1>
417,2014,"In 2014, Charlie Shrem holds the position of <extra_id_0>.",<extra_id_0> vice president <extra_id_1>
418,2014,"In 2014, Samuel Eto'o plays for <extra_id_0>.",<extra_id_0> Everton F.C. <extra_id_1>
419,2014,"In 2014, Jeffrey Mark Deskovic attended <extra_id_0>.",<extra_id_0> Pace University School of Law <extra_id_1>
420,2014,"In 2014, Mohammad Amir plays for <extra_id_0>.",<extra_id_0> Rawalpindi Rams <extra_id_1>
421,2014,"In 2014, <extra_id_0> is the chair of Post Office Ltd.",<extra_id_0> Alice Perkins <extra_id_1>
422,2014,"In 2014, Statue of Robert Milligan is owned by <extra_id_0>.",<extra_id_0> Canal & River Trust <extra_id_1>
423,2014,"In 2014, Marius Niculae plays for <extra_id_0>.",<extra_id_0> FC Hoverla Uzhhorod <extra_id_1>
424,2014,"In 2014, <extra_id_0> is the head coach of FC Astana.",<extra_id_0> Stanimir Stoilov <extra_id_1>
425,2014,"In 2014, Michel Barnier holds the position of <extra_id_0>.",<extra_id_0> European Commissioner for Internal Market and Services <extra_id_1>
426,2014,"In 2014, Jean-Martin Aussant is a member of the <extra_id_0>.",<extra_id_0> Option nationale <extra_id_1>
427,2014,"In 2014, Rickie Lambert plays for <extra_id_0>.",<extra_id_0> Southampton F.C. <extra_id_1>
428,2014,"In 2014, <extra_id_0> is the head of the government of Toronto.",<extra_id_0> Rob Ford <extra_id_1>
429,2014,"In 2014, <extra_id_0> is the chair of Caritas Italiana.",<extra_id_0> Giuseppe Merisi <extra_id_1>
430,2014,"In 2014, John Darley is a member of the <extra_id_0>.",<extra_id_0> No Pokies <extra_id_1>
431,2014,"In 2014, Ewa Paluch works for <extra_id_0>.",<extra_id_0> University College London <extra_id_1>
432,2014,"In 2014, Benjamin Fung works for <extra_id_0>.",<extra_id_0> McGill University <extra_id_1>
433,2014,"In 2014, Corrie Moreau works for <extra_id_0>.",<extra_id_0> Field Museum of Natural History <extra_id_1>
434,2014,"In 2014, Galina Timchenko works for <extra_id_0>.",<extra_id_0> Meduza <extra_id_1>
435,2014,"In 2014, Rob Pyne is a member of the <extra_id_0>.",<extra_id_0> Australian Labor Party <extra_id_1>
436,2014,"In 2014, <extra_id_0> is the head of the government of Key West.",<extra_id_0> Craig Cates <extra_id_1>
437,2014,"In 2014, Mourad Boudjellal works for <extra_id_0>.",<extra_id_0> RMC <extra_id_1>
438,2014,"In 2014, Charlie Adam plays for <extra_id_0>.",<extra_id_0> Scotland national football team <extra_id_1>
439,2014,"In 2014, Robert Gates holds the position of <extra_id_0>.",<extra_id_0> Chancellor of the College of William & Mary <extra_id_1>
440,2014,"In 2014, Penny James works for <extra_id_0>.",<extra_id_0> Prudential plc <extra_id_1>
441,2014,"In 2014, Andrew Rambaut works for <extra_id_0>.",<extra_id_0> John E. Fogarty International Center <extra_id_1>
442,2014,"In 2014, Seán Barrett holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
443,2014,"In 2014, Jennifer Westacott works for <extra_id_0>.",<extra_id_0> Business Council of Australia <extra_id_1>
444,2014,"In 2014, Andrea Bargnani plays for <extra_id_0>.",<extra_id_0> New York Knicks <extra_id_1>
445,2014,"In 2014, Nicolas Ghesquière works for <extra_id_0>.",<extra_id_0> Louis Vuitton <extra_id_1>
446,2014,"In 2014, Enda Kenny holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
447,2014,"In 2014, Abhilasha Kumari works for <extra_id_0>.",<extra_id_0> Gujarat High Court <extra_id_1>
448,2014,"In 2014, <extra_id_0> is the head coach of RoPS.",<extra_id_0> Juha Malinen <extra_id_1>
449,2014,"In 2014, Anne-Marie Slaughter holds the position of <extra_id_0>.",<extra_id_0> chief executive officer <extra_id_1>
450,2014,"In 2014, Anne-Marie Slaughter works for <extra_id_0>.",<extra_id_0> New America <extra_id_1>
451,2014,"In 2014, National Geographic Partners is owned by <extra_id_0>.",<extra_id_0> 21st Century Fox <extra_id_1>
452,2014,"In 2014, Andris Piebalgs holds the position of <extra_id_0>.","<extra_id_0> European Commissioner for International Cooperation, Humanitarian Aid and Crisis Response <extra_id_1>"
453,2014,"In 2014, Victoria M. Arbour works for <extra_id_0>.",<extra_id_0> North Carolina Museum of Natural Sciences <extra_id_1>
454,2014,"In 2014, Vernon Davis plays for <extra_id_0>.",<extra_id_0> San Francisco 49ers <extra_id_1>
455,2014,"In 2014, Numedal Line is owned by <extra_id_0>.",<extra_id_0> Norwegian National Rail Administration <extra_id_1>
456,2014,"In 2014, <extra_id_0> is the head coach of PFC CSKA Moscow.",<extra_id_0> Leonid Slutsky <extra_id_1>
457,2014,"In 2014, Seiji Maehara is a member of the <extra_id_0>.",<extra_id_0> Democratic Party <extra_id_1>
458,2014,"In 2014, Orrin Hatch holds the position of <extra_id_0>.",<extra_id_0> United States senator <extra_id_1>
459,2014,"In 2014, James A. Robinson works for <extra_id_0>.",<extra_id_0> John F. Kennedy School of Government <extra_id_1>
460,2014,"In 2014, Dr Ranga Dias works for <extra_id_0>.",<extra_id_0> Harvard University <extra_id_1>
461,2014,"In 2014, Rohit Sharma plays for <extra_id_0>.",<extra_id_0> Mumbai Indians <extra_id_1>
462,2014,"In 2014, Elizabeth Truss holds the position of <extra_id_0>.","<extra_id_0> Secretary of State for Environment, Food and Rural Affairs <extra_id_1>"
463,2014,"In 2014, Jock Landale attended <extra_id_0>.",<extra_id_0> Geelong Grammar School <extra_id_1>
464,2014,"In 2014, <extra_id_0> is the head coach of Turkey national association football team.",<extra_id_0> Fatih Terim <extra_id_1>
465,2014,"In 2014, <extra_id_0> is the head coach of Colorado Rapids.",<extra_id_0> Óscar Pareja <extra_id_1>
466,2014,"In 2014, Saleem Shahzad is a member of the <extra_id_0>.",<extra_id_0> Muttahida Qaumi Movement <extra_id_1>
467,2014,"In 2014, <extra_id_0> is the head coach of UTA Arad.",<extra_id_0> Cristian Todea <extra_id_1>
468,2014,"In 2014, Dwayne Haskins attended <extra_id_0>.",<extra_id_0> Bullis School <extra_id_1>
469,2014,"In 2014, The Gainesville Sun is owned by <extra_id_0>.",<extra_id_0> Halifax Media Group <extra_id_1>
470,2014,"In 2014, Juice Robinson works for <extra_id_0>.",<extra_id_0> WWE <extra_id_1>
471,2014,"In 2014, Navjot Singh Sidhu is a member of the <extra_id_0>.",<extra_id_0> Bharatiya Janata Party <extra_id_1>
