id,date,input,output
260,2016,Sylvain Maillard is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
261,2016,Raúl Jiménez plays for <extra_id_0>.,<extra_id_0> Mexico national football team <extra_id_1>
262,2016,Sandy MacIver attended <extra_id_0>.,<extra_id_0> Sir John Deane's College <extra_id_1>
263,2016,Tom Frieden holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
264,2016,Francesc Homs Molist is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
265,2016,Barnaby Joyce holds the position of <extra_id_0>.,<extra_id_0> Deputy Prime Minister of Australia <extra_id_1>
266,2016,Eric Chu holds the position of <extra_id_0>.,<extra_id_0> Mayor of New Taipei <extra_id_1>
267,2016,Teaira McCowan attended <extra_id_0>.,<extra_id_0> Mississippi State University <extra_id_1>
268,2016,Ubaldo Jiménez plays for <extra_id_0>.,<extra_id_0> Baltimore Orioles <extra_id_1>
269,2016,Trevor Lawrence attended <extra_id_0>.,<extra_id_0> Cartersville High School <extra_id_1>
270,2016,Anders Brännström holds the position of <extra_id_0>.,<extra_id_0> Chief of Army <extra_id_1>
271,2016,<extra_id_0> is the head of the government of Delaware.,<extra_id_0> Jack Markell <extra_id_1>
272,2016,The Onion is owned by <extra_id_0>.,<extra_id_0> Fusion Media Group <extra_id_1>
273,2016,Kris Boyd plays for <extra_id_0>.,<extra_id_0> Kilmarnock F.C. <extra_id_1>
274,2016,Willie O'Dea holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
275,2016,Joaquim Forn is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
276,2016,Douglas Carswell is a member of the <extra_id_0>.,<extra_id_0> UK Independence Party <extra_id_1>
277,2016,Belinda Johnson works for <extra_id_0>.,<extra_id_0> Airbnb <extra_id_1>
278,2016,<extra_id_0> is the chair of Parliamentary Assembly of the Organization for Security and Co-operation in Europe.,<extra_id_0> Ilkka Kanerva <extra_id_1>
279,2016,České aerolinie is owned by <extra_id_0>.,<extra_id_0> Korean Air <extra_id_1>
280,2016,Loizza Aquino attended <extra_id_0>.,<extra_id_0> Institut collegial Vincent Massey Collegiate <extra_id_1>
281,2016,John Ratcliffe holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
282,2016,James Marape is a member of the <extra_id_0>.,<extra_id_0> People's National Congress Party <extra_id_1>
283,2016,Tim Burgess holds the position of <extra_id_0>.,<extra_id_0> councillor <extra_id_1>
284,2016,Teresa Rakowska-Harmstone works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
285,2016,Alexander De Croo holds the position of <extra_id_0>.,<extra_id_0> Minister of Development Cooperation <extra_id_1>
286,2016,<extra_id_0> is the head of the government of United States of America.,<extra_id_0> Barack Obama <extra_id_1>
287,2016,Curt Rice works for <extra_id_0>.,<extra_id_0> Oslo and Akershus University College of Applied Sciences <extra_id_1>
288,2016,<extra_id_0> is the head coach of F.C. Copenhagen.,<extra_id_0> Ståle Solbakken <extra_id_1>
289,2016,Joshua Greenberg works for <extra_id_0>.,<extra_id_0> Alfred P. Sloan Foundation <extra_id_1>
290,2016,Yukio Edano is a member of the <extra_id_0>.,<extra_id_0> Democratic Party of Japan <extra_id_1>
291,2016,Mathieu Valbuena plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
292,2016,Joseph William Tobin holds the position of <extra_id_0>.,<extra_id_0> cardinal <extra_id_1>
293,2016,Rauff Hakeem holds the position of <extra_id_0>.,<extra_id_0> Ministry of Water Supply and Drainage <extra_id_1>
294,2016,Michael Bostwick plays for <extra_id_0>.,<extra_id_0> Peterborough United F.C. <extra_id_1>
295,2016,<extra_id_0> is the head coach of Silkeborg IF.,<extra_id_0> Peter Sørensen <extra_id_1>
296,2016,Renate Weber holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
297,2016,<extra_id_0> is the head coach of Olympique de Marseille.,<extra_id_0> Franck Passi <extra_id_1>
298,2016,Martin Heinrich holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
299,2016,Deborah Orr works for <extra_id_0>.,<extra_id_0> The Guardian <extra_id_1>
300,2016,Mo'ne Davis attended <extra_id_0>.,<extra_id_0> Springside Chestnut Hill Academy <extra_id_1>
301,2016,Tom Cairney plays for <extra_id_0>.,<extra_id_0> Fulham F.C. <extra_id_1>
302,2016,Tammam Salam holds the position of <extra_id_0>.,<extra_id_0> President of Lebanon <extra_id_1>
303,2016,Felix Finkbeiner attended <extra_id_0>.,"<extra_id_0> School of Oriental and African Studies, University of London <extra_id_1>"
304,2016,Thiago Silva plays for <extra_id_0>.,<extra_id_0> Paris Saint-Germain <extra_id_1>
305,2016,Younis Mahmoud plays for <extra_id_0>.,<extra_id_0> Talaba SC <extra_id_1>
306,2016,Bernhard Schölkopf works for <extra_id_0>.,<extra_id_0> Max Planck Institute for Intelligent Systems <extra_id_1>
307,2016,<extra_id_0> is the chair of Hungarian Academy of Sciences.,<extra_id_0> László Lovász <extra_id_1>
308,2016,Tim Cahill plays for <extra_id_0>.,<extra_id_0> Shanghai Shenhua F.C. <extra_id_1>
309,2016,Pranab Mukherjee holds the position of <extra_id_0>.,<extra_id_0> President of India <extra_id_1>
310,2016,Richard Burgon holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Justice <extra_id_1>
311,2016,Brandi M. Cossairt works for <extra_id_0>.,<extra_id_0> University of Washington <extra_id_1>
312,2016,<extra_id_0> is the chair of Hungarian Socialist Party.,<extra_id_0> Gyula Molnár <extra_id_1>
313,2016,Manuel Neuer plays for <extra_id_0>.,<extra_id_0> FC Bayern Munich <extra_id_1>
314,2016,Glenn Maxwell plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
315,2016,Steve Jones plays for <extra_id_0>.,<extra_id_0> Nantwich Town F.C. <extra_id_1>
316,2016,Brandon Clarke attended <extra_id_0>.,<extra_id_0> San José State University <extra_id_1>
317,2016,<extra_id_0> is the head of the government of Manitoba.,<extra_id_0> Brian Pallister <extra_id_1>
318,2016,Ravi Karunanayake holds the position of <extra_id_0>.,<extra_id_0> Minister of Finance of Sri Lanka <extra_id_1>
319,2016,Álvaro Uribe Vélez is a member of the <extra_id_0>.,<extra_id_0> Democratic Center <extra_id_1>
320,2016,<extra_id_0> is the chair of Mejlis of the Crimean Tatar People.,<extra_id_0> Refat Chubarov <extra_id_1>
321,2016,<extra_id_0> is the head coach of Olympiakos Nicosia FC.,<extra_id_0> Chrises Michael <extra_id_1>
322,2016,Alyssa Healy plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
323,2016,<extra_id_0> is the head of the government of Montgomery County.,<extra_id_0> Isiah Leggett <extra_id_1>
324,2016,Andrea Dutton works for <extra_id_0>.,<extra_id_0> University of Florida <extra_id_1>
325,2016,Brian Schatz holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
326,2016,J. J. Watt plays for <extra_id_0>.,<extra_id_0> Houston Texans <extra_id_1>
327,2016,<extra_id_0> is the chair of Social Democratic Party of Austria.,<extra_id_0> Christian Kern <extra_id_1>
328,2016,<extra_id_0> is the chair of Rijksmuseum.,<extra_id_0> Jaap de Hoop Scheffer <extra_id_1>
329,2016,Elissa Slotkin holds the position of <extra_id_0>.,<extra_id_0> Assistant Secretary of Defense for International Security Affairs <extra_id_1>
330,2016,<extra_id_0> is the head of the government of Niigata Prefecture.,<extra_id_0> Ryūichi Yoneyama <extra_id_1>
331,2016,"Chesley ""Sully"" Sullenberger works for <extra_id_0>.",<extra_id_0> CBS News <extra_id_1>
332,2016,SourceForge is owned by <extra_id_0>.,<extra_id_0> Dice.com <extra_id_1>
333,2016,Eli Cohen is a member of the <extra_id_0>.,<extra_id_0> Kulanu <extra_id_1>
334,2016,Peter Dutton holds the position of <extra_id_0>.,<extra_id_0> Minister for Immigration and Border Protection of Australia <extra_id_1>
335,2016,<extra_id_0> is the head coach of KS Vllaznia Shkodër.,<extra_id_0> Armando Cungu <extra_id_1>
336,2016,<extra_id_0> is the head coach of Watford F.C..,<extra_id_0> Quique Sánchez Flores <extra_id_1>
337,2016,Merete Riisager is a member of the <extra_id_0>.,<extra_id_0> Liberal Alliance <extra_id_1>
338,2016,Doug Shane works for <extra_id_0>.,<extra_id_0> The Spaceship Company <extra_id_1>
339,2016,Giuseppe Veltri works for <extra_id_0>.,<extra_id_0> University of Hamburg <extra_id_1>
340,2016,Glider Ushñahua is a member of the <extra_id_0>.,<extra_id_0> Popular Force <extra_id_1>
341,2016,Vincent Chauvet works for <extra_id_0>.,<extra_id_0> Edenred <extra_id_1>
342,2016,<extra_id_0> is the chair of Myanmar Dental Association.,<extra_id_0> Thein Kyu <extra_id_1>
343,2016,<extra_id_0> is the head coach of Shonan Bellmare.,<extra_id_0> Cho Kwi-jae <extra_id_1>
344,2016,Edinson Cavani plays for <extra_id_0>.,<extra_id_0> Paris Saint-Germain <extra_id_1>
345,2016,Danny White works for <extra_id_0>.,<extra_id_0> University of Central Florida <extra_id_1>
346,2016,<extra_id_0> is the head coach of FC Astra Giurgiu.,<extra_id_0> Marius Șumudică <extra_id_1>
347,2016,<extra_id_0> is the head of the government of Catalonia.,<extra_id_0> Carles Puigdemont <extra_id_1>
348,2016,Andy Lonergan plays for <extra_id_0>.,<extra_id_0> Fulham F.C. <extra_id_1>
349,2016,Mindy Grossman works for <extra_id_0>.,<extra_id_0> Home Shopping Network <extra_id_1>
350,2016,<extra_id_0> is the head of the government of Transnistria.,<extra_id_0> Alexander Wladimirowitsch Martynow <extra_id_1>
351,2016,Chris Finlayson holds the position of <extra_id_0>.,<extra_id_0> Attorney-General of New Zealand <extra_id_1>
352,2016,Gianni Pittella holds the position of <extra_id_0>.,<extra_id_0> parliamentary group leader <extra_id_1>
353,2016,John Guidetti plays for <extra_id_0>.,<extra_id_0> Sweden national association football team <extra_id_1>
354,2016,Meritxell Budó i Pla is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
355,2016,Brian Hayes holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
356,2016,<extra_id_0> is the head coach of KÍ Klaksvík.,<extra_id_0> Mikkjal Thomassen <extra_id_1>
357,2016,Miguel Díaz-Canel holds the position of <extra_id_0>.,<extra_id_0> Vice President of Cuba <extra_id_1>
358,2016,Yoh Iwasa works for <extra_id_0>.,<extra_id_0> Kyushu University <extra_id_1>
359,2016,<extra_id_0> is the chair of University of Richmond.,<extra_id_0> Ronald Crutcher <extra_id_1>
360,2016,Didier Fassin works for <extra_id_0>.,"<extra_id_0> University of California, Berkeley <extra_id_1>"
361,2016,Jos Buttler plays for <extra_id_0>.,<extra_id_0> Lancashire County Cricket Club <extra_id_1>
362,2016,Sintra Line is owned by <extra_id_0>.,<extra_id_0> Infrastructures of Portugal <extra_id_1>
363,2016,<extra_id_0> is the head of the government of Istanbul.,<extra_id_0> Kadir Topbaş <extra_id_1>
364,2016,Alexander Hamilton is owned by <extra_id_0>.,<extra_id_0> Crystal Bridges Museum of American Art <extra_id_1>
365,2016,Lin Jianhua works for <extra_id_0>.,<extra_id_0> Peking University <extra_id_1>
366,2016,Laura Borràs is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
367,2016,Laura Borràs works for <extra_id_0>.,<extra_id_0> Institució de les Lletres Catalanes <extra_id_1>
368,2016,Dan Koehl works for <extra_id_0>.,<extra_id_0> Karlsruhe Zoo <extra_id_1>
369,2016,Chelsea Walton works for <extra_id_0>.,<extra_id_0> Temple University <extra_id_1>
370,2016,<extra_id_0> is the chair of Liga Veneta.,<extra_id_0> Massimo Bitonci <extra_id_1>
371,2016,Steven Salaita works for <extra_id_0>.,<extra_id_0> American University of Beirut <extra_id_1>
372,2016,Lucía Sosa is a member of the <extra_id_0>.,<extra_id_0> Popular Unity <extra_id_1>
373,2016,<extra_id_0> is the head coach of Movistar Team.,<extra_id_0> José Vicente García <extra_id_1>
374,2016,Zoran Milanović holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Croatia <extra_id_1>
375,2016,Artur Lompart works for <extra_id_0>.,<extra_id_0> Ministry of Foreign Affairs of Poland <extra_id_1>
376,2016,Cole Hamels plays for <extra_id_0>.,<extra_id_0> Texas Rangers <extra_id_1>
377,2016,Eric Abetz holds the position of <extra_id_0>.,<extra_id_0> Leader of the Government in the Senate <extra_id_1>
378,2016,<extra_id_0> is the chair of Bank of Finland.,<extra_id_0> Erkki Liikanen <extra_id_1>
379,2016,Don Farrell holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
380,2016,<extra_id_0> is the head coach of Simona Halep.,<extra_id_0> Darren Cahill <extra_id_1>
381,2016,Cristian Popescu Piedone is a member of the <extra_id_0>.,<extra_id_0> National Union for the Progress of Romania <extra_id_1>
382,2016,Elina Netšajeva attended <extra_id_0>.,<extra_id_0> Estonian Academy of Music and Theatre <extra_id_1>
383,2016,<extra_id_0> is the head of the government of Bonn.,<extra_id_0> Ashok-Alexander Sridharan <extra_id_1>
384,2016,"Brenda Hale, Baroness Hale of Richmond holds the position of <extra_id_0>.",<extra_id_0> Deputy President of the Supreme Court of the United Kingdom <extra_id_1>
385,2016,<extra_id_0> is the chair of National Society of Film Critics.,<extra_id_0> Justin Chang <extra_id_1>
386,2016,Sam Lantinga works for <extra_id_0>.,<extra_id_0> Valve Corporation <extra_id_1>
387,2016,Phil Hudson works for <extra_id_0>.,"<extra_id_0> Dakota Collegiate, Winnipeg <extra_id_1>"
388,2016,Neymar plays for <extra_id_0>.,<extra_id_0> FC Barcelona <extra_id_1>
389,2016,John Longworth is a member of the <extra_id_0>.,<extra_id_0> Brexit Party <extra_id_1>
390,2016,<extra_id_0> is the head of the government of Albany.,<extra_id_0> Kathy Sheehan <extra_id_1>
391,2016,Mark Harper holds the position of <extra_id_0>.,<extra_id_0> Parliamentary Secretary to the Treasury <extra_id_1>
392,2016,Daniele Gatti works for <extra_id_0>.,<extra_id_0> Royal Concertgebouw Orchestra <extra_id_1>
393,2016,<extra_id_0> is the head coach of FK Austria Wien.,<extra_id_0> Thorsten Fink <extra_id_1>
394,2016,Zoi Konstantopoulou holds the position of <extra_id_0>.,<extra_id_0> chairperson <extra_id_1>
395,2016,Zoi Konstantopoulou is a member of the <extra_id_0>.,<extra_id_0> Course of Freedom <extra_id_1>
396,2016,Mario Mandžukić plays for <extra_id_0>.,<extra_id_0> Croatia national association football team <extra_id_1>
397,2016,Mirela Holy is a member of the <extra_id_0>.,<extra_id_0> Croatian Sustainable Development <extra_id_1>
398,2016,Pau Gasol plays for <extra_id_0>.,<extra_id_0> San Antonio Spurs <extra_id_1>
399,2016,<extra_id_0> is the chair of State Ethnic Affairs Commission.,<extra_id_0> Bagatur <extra_id_1>
400,2016,Westfield Wheaton is owned by <extra_id_0>.,<extra_id_0> Westfield Corporation <extra_id_1>
401,2016,<extra_id_0> is the head coach of Euskadi Basque Country-Murias.,<extra_id_0> Jon Odriozola <extra_id_1>
402,2016,Nicola Sturgeon holds the position of <extra_id_0>.,<extra_id_0> First Minister of Scotland <extra_id_1>
403,2016,Bryan Alberts attended <extra_id_0>.,<extra_id_0> Gonzaga University <extra_id_1>
404,2016,Yoann Gourcuff plays for <extra_id_0>.,<extra_id_0> Stade Rennais F.C. <extra_id_1>
405,2016,Kåre Schultz works for <extra_id_0>.,<extra_id_0> Lundbeck <extra_id_1>
406,2016,George van Kooten works for <extra_id_0>.,<extra_id_0> University of Groningen <extra_id_1>
407,2016,Dario Hunter is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
408,2016,Thorbjørn Jagland holds the position of <extra_id_0>.,<extra_id_0> Secretary General of the Council of Europe <extra_id_1>
409,2016,Arancha González works for <extra_id_0>.,<extra_id_0> International Trade Centre <extra_id_1>
410,2016,Ricardo Clark plays for <extra_id_0>.,<extra_id_0> Houston Dynamo <extra_id_1>
411,2016,Selkent is owned by <extra_id_0>.,<extra_id_0> Stagecoach Group <extra_id_1>
412,2016,Tulsi Gabbard holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
413,2016,Alexander Stubb holds the position of <extra_id_0>.,<extra_id_0> Minister of Finance <extra_id_1>
414,2016,<extra_id_0> is the head coach of Hapoel Holon.,<extra_id_0> Dan Shamir <extra_id_1>
415,2016,<extra_id_0> is the head of the government of Khyber Pakhtunkhwa.,<extra_id_0> Iqbal Zafar Jhagra <extra_id_1>
416,2016,Sergio Villalobos works for <extra_id_0>.,<extra_id_0> San Sebastián University <extra_id_1>
417,2016,Romain Grau is a member of the <extra_id_0>.,<extra_id_0> The Republicans <extra_id_1>
418,2016,Deborah L. Birx works for <extra_id_0>.,<extra_id_0> President's Emergency Plan for AIDS Relief <extra_id_1>
419,2016,Zhang Dejiang holds the position of <extra_id_0>.,<extra_id_0> Chairman of the Standing Committee of the National People's Congress <extra_id_1>
420,2016,Tim Scott holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
421,2016,Kenneth Vermeer plays for <extra_id_0>.,<extra_id_0> Feyenoord <extra_id_1>
422,2016,<extra_id_0> is the head of the government of Turkish Republic of Northern Cyprus.,<extra_id_0> Hüseyin Özgürgün <extra_id_1>
423,2016,Anna Rosling Rönnlund works for <extra_id_0>.,<extra_id_0> Uppsala University <extra_id_1>
424,2016,<extra_id_0> is the head coach of Feyenoord.,<extra_id_0> Giovanni van Bronckhorst <extra_id_1>
425,2016,Fernando Torres plays for <extra_id_0>.,<extra_id_0> Atlético Madrid <extra_id_1>
426,2016,Muttah Suresh plays for <extra_id_0>.,<extra_id_0> United Sikkim F.C. <extra_id_1>
427,2016,The Frisky is owned by <extra_id_0>.,<extra_id_0> CPX Interactive <extra_id_1>
428,2016,Sabine Hossenfelder works for <extra_id_0>.,<extra_id_0> Frankfurt Institute for Advanced Studies <extra_id_1>
429,2016,Meir Cohen is a member of the <extra_id_0>.,<extra_id_0> Yesh Atid <extra_id_1>
430,2016,Rhana Devenport works for <extra_id_0>.,<extra_id_0> Auckland Art Gallery <extra_id_1>
431,2016,Jyrki Katainen holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Industry and Entrepreneurship <extra_id_1>
432,2016,Russell Crowe's jockstrap is owned by <extra_id_0>.,<extra_id_0> Russell Crowe <extra_id_1>
433,2016,Aurore Bergé is a member of the <extra_id_0>.,<extra_id_0> The Republicans <extra_id_1>
434,2016,Richard Keogh plays for <extra_id_0>.,<extra_id_0> Derby County F.C. <extra_id_1>
435,2016,Annastacia Palaszczuk holds the position of <extra_id_0>.,<extra_id_0> Premier of Queensland <extra_id_1>
436,2016,<extra_id_0> is the chair of Société des océanistes.,<extra_id_0> Maurice Godelier <extra_id_1>
437,2016,Yannick Kerlogot is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
438,2016,<extra_id_0> is the chair of Ministry of Defence of Germany.,<extra_id_0> Ursula von der Leyen <extra_id_1>
439,2016,Wout Brama plays for <extra_id_0>.,<extra_id_0> PEC Zwolle <extra_id_1>
440,2016,Samuel Eto'o plays for <extra_id_0>.,<extra_id_0> Antalyaspor <extra_id_1>
441,2016,Jeffrey Mark Deskovic attended <extra_id_0>.,<extra_id_0> Pace University School of Law <extra_id_1>
442,2016,Mohammad Amir plays for <extra_id_0>.,<extra_id_0> Karachi Kings <extra_id_1>
443,2016,<extra_id_0> is the chair of Post Office Ltd.,<extra_id_0> Tim Parker <extra_id_1>
444,2016,Statue of Robert Milligan is owned by <extra_id_0>.,<extra_id_0> Canal & River Trust <extra_id_1>
445,2016,<extra_id_0> is the head coach of FC Astana.,<extra_id_0> Stanimir Stoilov <extra_id_1>
446,2016,Jean-Martin Aussant is a member of the <extra_id_0>.,<extra_id_0> Option nationale <extra_id_1>
447,2016,Rickie Lambert plays for <extra_id_0>.,<extra_id_0> West Bromwich Albion F.C. <extra_id_1>
448,2016,<extra_id_0> is the head of the government of Toronto.,<extra_id_0> John Tory <extra_id_1>
449,2016,<extra_id_0> is the chair of Caritas Italiana.,<extra_id_0> Francesco Montenegro <extra_id_1>
450,2016,John Darley is a member of the <extra_id_0>.,<extra_id_0> Centre Alliance <extra_id_1>
451,2016,Ewa Paluch works for <extra_id_0>.,<extra_id_0> University College London <extra_id_1>
452,2016,Benjamin Fung works for <extra_id_0>.,<extra_id_0> McGill University <extra_id_1>
453,2016,Corrie Moreau works for <extra_id_0>.,<extra_id_0> Field Museum of Natural History <extra_id_1>
454,2016,Galina Timchenko works for <extra_id_0>.,<extra_id_0> Meduza <extra_id_1>
455,2016,Rob Pyne is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
456,2016,<extra_id_0> is the head of the government of Key West.,<extra_id_0> Craig Cates <extra_id_1>
457,2016,Mourad Boudjellal works for <extra_id_0>.,<extra_id_0> RMC <extra_id_1>
458,2016,Charlie Adam plays for <extra_id_0>.,<extra_id_0> Stoke City F.C. <extra_id_1>
459,2016,Robert Gates holds the position of <extra_id_0>.,<extra_id_0> Chancellor of the College of William & Mary <extra_id_1>
460,2016,Penny James works for <extra_id_0>.,<extra_id_0> Prudential plc <extra_id_1>
461,2016,Andrew Rambaut works for <extra_id_0>.,<extra_id_0> University of Edinburgh <extra_id_1>
462,2016,Seán Barrett holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
463,2016,Jennifer Westacott works for <extra_id_0>.,<extra_id_0> Business Council of Australia <extra_id_1>
464,2016,Andrea Bargnani plays for <extra_id_0>.,<extra_id_0> Saski Baskonia <extra_id_1>
465,2016,Nicolas Ghesquière works for <extra_id_0>.,<extra_id_0> Louis Vuitton <extra_id_1>
466,2016,Enda Kenny holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
467,2016,Abhilasha Kumari works for <extra_id_0>.,<extra_id_0> Gujarat High Court <extra_id_1>
468,2016,<extra_id_0> is the head coach of RoPS.,<extra_id_0> Juha Malinen <extra_id_1>
469,2016,Anne-Marie Slaughter holds the position of <extra_id_0>.,<extra_id_0> chief executive officer <extra_id_1>
470,2016,Anne-Marie Slaughter works for <extra_id_0>.,<extra_id_0> New America <extra_id_1>
471,2016,National Geographic Partners is owned by <extra_id_0>.,<extra_id_0> 21st Century Fox <extra_id_1>
472,2016,Andris Piebalgs holds the position of <extra_id_0>.,"<extra_id_0> European Commissioner for International Cooperation, Humanitarian Aid and Crisis Response <extra_id_1>"
473,2016,Victoria M. Arbour works for <extra_id_0>.,<extra_id_0> North Carolina Museum of Natural Sciences <extra_id_1>
474,2016,Vernon Davis plays for <extra_id_0>.,<extra_id_0> Denver Broncos <extra_id_1>
475,2016,Numedal Line is owned by <extra_id_0>.,<extra_id_0> Norwegian National Rail Administration <extra_id_1>
476,2016,<extra_id_0> is the head coach of PFC CSKA Moscow.,<extra_id_0> Leonid Slutsky <extra_id_1>
477,2016,Seiji Maehara is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
478,2016,Orrin Hatch holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
479,2016,James A. Robinson works for <extra_id_0>.,<extra_id_0> Harris School of Public Policy Studies <extra_id_1>
480,2016,Filip Petrušev attended <extra_id_0>.,<extra_id_0> Avon Old Farms <extra_id_1>
481,2016,Dr Ranga Dias works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
482,2016,Rohit Sharma plays for <extra_id_0>.,<extra_id_0> Mumbai Indians <extra_id_1>
483,2016,Elizabeth Truss holds the position of <extra_id_0>.,<extra_id_0> Lord Chancellor <extra_id_1>
484,2016,Jock Landale attended <extra_id_0>.,<extra_id_0> Saint Mary's College of California <extra_id_1>
485,2016,<extra_id_0> is the head coach of Turkey national association football team.,<extra_id_0> Fatih Terim <extra_id_1>
486,2016,Saleem Shahzad is a member of the <extra_id_0>.,<extra_id_0> Muttahida Qaumi Movement <extra_id_1>
487,2016,<extra_id_0> is the head coach of UTA Arad.,<extra_id_0> Cristian Todea <extra_id_1>
488,2016,Dwayne Haskins attended <extra_id_0>.,<extra_id_0> Bullis School <extra_id_1>
489,2016,The Gainesville Sun is owned by <extra_id_0>.,<extra_id_0> Halifax Media Group <extra_id_1>
490,2016,Juice Robinson works for <extra_id_0>.,<extra_id_0> New Japan Pro-Wrestling <extra_id_1>
491,2016,Julian Smith holds the position of <extra_id_0>.,<extra_id_0> Vice-Chamberlain of the Household <extra_id_1>
492,2016,Navjot Singh Sidhu holds the position of <extra_id_0>.,<extra_id_0> Member of Rajya Sabha <extra_id_1>
493,2016,Navjot Singh Sidhu is a member of the <extra_id_0>.,<extra_id_0> Bharatiya Janata Party <extra_id_1>
494,2016,<extra_id_0> is the head of the government of Capital Region of Denmark.,<extra_id_0> Sophie Hæstorp Andersen <extra_id_1>
495,2016,<extra_id_0> is the chair of PAIS Alliance.,<extra_id_0> Rafael Correa Delgado <extra_id_1>
496,2016,Gilbert Arenas plays for <extra_id_0>.,<extra_id_0> Shanghai Sharks <extra_id_1>
497,2016,Simon Emil Ammitzbøll is a member of the <extra_id_0>.,<extra_id_0> Liberal Alliance <extra_id_1>
498,2016,Shahruddin bin Md. Salleh is a member of the <extra_id_0>.,<extra_id_0> Malaysian United Indigenous Party <extra_id_1>
499,2016,<extra_id_0> is the head of the government of Saxony-Anhalt.,<extra_id_0> Reiner Haseloff <extra_id_1>
500,2016,Jessica Ramos works for <extra_id_0>.,<extra_id_0> Government of New York City <extra_id_1>
501,2016,Christophe Steiner is a member of the <extra_id_0>.,<extra_id_0> Horizon Monaco <extra_id_1>
502,2016,<extra_id_0> is the head of the government of Seoul.,<extra_id_0> Park Won-soon <extra_id_1>
503,2016,<extra_id_0> is the head coach of FCU Craiova 1948.,<extra_id_0> Nicolò Napoli <extra_id_1>
504,2016,Robert Barron holds the position of <extra_id_0>.,<extra_id_0> auxiliary bishop <extra_id_1>
505,2016,Bernie Sanders is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
506,2016,<extra_id_0> is the chair of Indian National Congress.,<extra_id_0> Rahul Gandhi <extra_id_1>
507,2016,<extra_id_0> is the chair of Russian Olympic Committee.,<extra_id_0> Alexander Zhukov <extra_id_1>
508,2016,Thierry Breton holds the position of <extra_id_0>.,<extra_id_0> président-directeur général <extra_id_1>
509,2016,<extra_id_0> is the head of the government of Altai Republic.,<extra_id_0> Alexander Berdnikov <extra_id_1>
510,2016,Bella Alarie attended <extra_id_0>.,<extra_id_0> Princeton University <extra_id_1>
511,2016,Alan Smith plays for <extra_id_0>.,<extra_id_0> Notts County F.C. <extra_id_1>
512,2016,<extra_id_0> is the chair of FDP.The Liberals.,<extra_id_0> Petra Gössi <extra_id_1>
513,2016,<extra_id_0> is the head coach of FC Zhetysu.,<extra_id_0> Dmitriy Ogai <extra_id_1>
514,2016,Jordan Henderson plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
515,2016,Lucas Biglia plays for <extra_id_0>.,<extra_id_0> S.S. Lazio <extra_id_1>
516,2016,Ivan Štefanec is a member of the <extra_id_0>.,<extra_id_0> Christian Democratic Movement <extra_id_1>
517,2016,Sara Ganim works for <extra_id_0>.,<extra_id_0> CNN <extra_id_1>
518,2016,Dominique Kalifa works for <extra_id_0>.,<extra_id_0> University of Paris 1 Pantheon-Sorbonne <extra_id_1>
519,2016,Anna van der Breggen plays for <extra_id_0>.,<extra_id_0> CCC-Liv <extra_id_1>
520,2016,<extra_id_0> is the head of the government of Odder Municipality.,<extra_id_0> Uffe Jensen <extra_id_1>
521,2016,Christina Warinner works for <extra_id_0>.,<extra_id_0> University of Oklahoma <extra_id_1>
