index,original,date,input,output
253,2557,2012,Trey Gowdy holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
254,2572,2012,Joe Higgins holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
255,2579,2012,Lynne Featherstone holds the position of <extra_id_0>.,<extra_id_0> Department for International Development <extra_id_1>
256,2592,2012,"David Julian Richards, Baron Richards of Herstmonceux holds the position of <extra_id_0>.",<extra_id_0> Chief of the Defence Staff <extra_id_1>
257,2607,2012,Hubertus Leteng holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
258,2618,2012,Xavier Becerra holds the position of <extra_id_0>.,<extra_id_0> Democratic Caucus Vice Chairman of the United States House of Representatives <extra_id_1>
259,2629,2012,Phil Hogan holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
260,2640,2012,"Daniel M. Donovan, Jr. holds the position of <extra_id_0>.",<extra_id_0> New York County District Attorney <extra_id_1>
261,2649,2012,Knut Arild Hareide holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
262,2665,2012,Abdrabbuh Mansour Hadi holds the position of <extra_id_0>.,<extra_id_0> Vice President of Yemen <extra_id_1>
263,2684,2012,Tony Baldry holds the position of <extra_id_0>.,<extra_id_0> Church Commissioners <extra_id_1>
264,2690,2012,Gary Locke holds the position of <extra_id_0>.,<extra_id_0> United States Ambassador to China <extra_id_1>
265,2702,2012,Jeff Colyer holds the position of <extra_id_0>.,<extra_id_0> Lieutenant Governor of Kansas <extra_id_1>
266,2718,2012,Eric Chu holds the position of <extra_id_0>.,<extra_id_0> Mayor of New Taipei <extra_id_1>
267,2727,2012,Wang Qishan holds the position of <extra_id_0>.,<extra_id_0> Secretary of the Central Commission for Discipline Inspection <extra_id_1>
268,2753,2012,Rodney L. Davis holds the position of <extra_id_0>.,<extra_id_0> congressional staff <extra_id_1>
269,2764,2012,Ivan Lewis holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for International Development <extra_id_1>
270,2769,2012,Benny Gantz holds the position of <extra_id_0>.,<extra_id_0> Chief of the General Staff (Israel) <extra_id_1>
271,2775,2012,Margrethe Vestager holds the position of <extra_id_0>.,<extra_id_0> Deputy Prime Minister of Denmark <extra_id_1>
272,2799,2012,Virginia Foxx holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
273,2809,2012,Mette Frederiksen holds the position of <extra_id_0>.,<extra_id_0> Danish Minister for Labour <extra_id_1>
274,2817,2012,James Comer holds the position of <extra_id_0>.,<extra_id_0> commissioner <extra_id_1>
275,2832,2012,Édouard Philippe holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
276,2848,2012,Pál Schmitt holds the position of <extra_id_0>.,<extra_id_0> President of Hungary <extra_id_1>
277,2857,2012,Lawrence Thomas Persico holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
278,2870,2012,David Hurley holds the position of <extra_id_0>.,<extra_id_0> Chief of the Defence Force <extra_id_1>
279,2881,2012,David McAllister holds the position of <extra_id_0>.,<extra_id_0> Minister-President of Lower Saxony <extra_id_1>
280,2892,2012,Dacian Cioloș holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Agriculture and Rural Development <extra_id_1>
281,2902,2012,"Joseph F. Dunford, Jr. holds the position of <extra_id_0>.",<extra_id_0> Assistant Commandant of the Marine Corps <extra_id_1>
282,2912,2012,Dominique Mamberti holds the position of <extra_id_0>.,<extra_id_0> Secretary for Relations with States <extra_id_1>
283,2926,2012,Naledi Pandor holds the position of <extra_id_0>.,<extra_id_0> Minister of Home Affairs <extra_id_1>
284,2937,2012,Desmond Swayne holds the position of <extra_id_0>.,<extra_id_0> Lord of the Treasury <extra_id_1>
285,2944,2012,Mikie Sherrill holds the position of <extra_id_0>.,<extra_id_0> United States Attorney for the District of New Jersey <extra_id_1>
286,2966,2012,Karel De Gucht holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Trade <extra_id_1>
287,2970,2012,Maroš Šefčovič holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Health and Consumer Policy <extra_id_1>
288,2980,2012,Olav Fykse Tveit holds the position of <extra_id_0>.,<extra_id_0> general secretary <extra_id_1>
289,2991,2012,Volodymyr Lytvyn holds the position of <extra_id_0>.,<extra_id_0> People's Deputy of Ukraine <extra_id_1>
290,3001,2012,Caroline Spelman holds the position of <extra_id_0>.,"<extra_id_0> Secretary of State for Environment, Food and Rural Affairs <extra_id_1>"
291,3016,2012,Dawn Primarolo holds the position of <extra_id_0>.,<extra_id_0> Chairman of Ways and Means <extra_id_1>
292,3026,2012,Clare Daly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
293,3042,2012,Michael Spindelegger holds the position of <extra_id_0>.,<extra_id_0> Vice-Chancellor of Austria <extra_id_1>
294,3064,2012,Seán Barrett holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
295,3080,2012,Jon Trickett holds the position of <extra_id_0>.,<extra_id_0> Minister for the Cabinet Office <extra_id_1>
296,3086,2012,Maria Eagle holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Transport <extra_id_1>
297,3092,2012,Susanna Ceccardi holds the position of <extra_id_0>.,<extra_id_0> councillor <extra_id_1>
298,3111,2012,John L. Hennessy holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
299,3121,2012,Dražen Kutleša holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
300,3130,2012,Anders Brännström holds the position of <extra_id_0>.,<extra_id_0> Chief of Army <extra_id_1>
301,3137,2012,Paul Butler holds the position of <extra_id_0>.,<extra_id_0> Bishop of Southwell and Nottingham <extra_id_1>
302,3146,2012,Trent Kelly holds the position of <extra_id_0>.,<extra_id_0> district attorney <extra_id_1>
303,3162,2012,Dalo Bucaram holds the position of <extra_id_0>.,<extra_id_0> Supreme director <extra_id_1>
304,3180,2012,Antonino Raspanti holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
305,3191,2012,Craig Emerson holds the position of <extra_id_0>.,<extra_id_0> Minister for Trade <extra_id_1>
306,3194,2012,Amy Adams holds the position of <extra_id_0>.,<extra_id_0> Minister of Internal Affairs <extra_id_1>
307,3206,2012,Marisol Touraine holds the position of <extra_id_0>.,<extra_id_0> Minister of Labour <extra_id_1>
308,3214,2012,Jutta Urpilainen holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
309,3219,2012,Petr Nečas holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
310,3221,2012,Taur Matan Ruak holds the position of <extra_id_0>.,<extra_id_0> President of East Timor <extra_id_1>
311,3238,2012,Zsolt Borkai holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
312,3245,2012,Soraya Sáenz de Santamaría holds the position of <extra_id_0>.,<extra_id_0> Deputy Prime Minister of Spain <extra_id_1>
313,3256,2012,Raimonds Vējonis holds the position of <extra_id_0>.,<extra_id_0> Minister of Defence <extra_id_1>
314,3264,2012,Tim Davie holds the position of <extra_id_0>.,<extra_id_0> Director-General of the BBC <extra_id_1>
315,3274,2012,Stephen Donnelly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
316,3285,2012,Charles Shor holds the position of <extra_id_0>.,<extra_id_0> président-directeur général <extra_id_1>
317,3289,2012,Sampathawaduge Maxwell Grenville Silva holds the position of <extra_id_0>.,<extra_id_0> auxiliary bishop <extra_id_1>
318,3305,2012,Brendan Smith holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
319,3316,2012,David Dabede Mabuza holds the position of <extra_id_0>.,<extra_id_0> Premier of Mpumalanga <extra_id_1>
320,3331,2012,Donna Christian-Christensen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
321,3336,2012,Mary Mitchell O'Connor holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
322,3347,2012,Arayik Harutyunyan holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Artsakh <extra_id_1>
323,3364,2012,Nik Stauskas attended <extra_id_0>.,<extra_id_0> University of Michigan <extra_id_1>
324,3369,2012,Katie Ledecky attended <extra_id_0>.,<extra_id_0> Stone Ridge School of the Sacred Heart <extra_id_1>
325,3380,2012,Baker Mayfield attended <extra_id_0>.,<extra_id_0> Lake Travis High School <extra_id_1>
326,3391,2012,Jiankui He attended <extra_id_0>.,<extra_id_0> Stanford University <extra_id_1>
327,3394,2012,Jae Crowder attended <extra_id_0>.,<extra_id_0> Marquette University <extra_id_1>
328,3402,2012,Marco Gonzales attended <extra_id_0>.,<extra_id_0> Gonzaga University <extra_id_1>
329,3406,2012,Johnathan Williams attended <extra_id_0>.,<extra_id_0> Southwind High School <extra_id_1>
330,3415,2012,Frank Kaminsky attended <extra_id_0>.,<extra_id_0> University of Wisconsin–Madison <extra_id_1>
331,3426,2012,Jazmin Grace Grimaldi attended <extra_id_0>.,<extra_id_0> Fordham University <extra_id_1>
332,3431,2012,Mike Gallagher attended <extra_id_0>.,<extra_id_0> Georgetown University <extra_id_1>
333,3437,2012,Jevon Carter attended <extra_id_0>.,<extra_id_0> Proviso East High School <extra_id_1>
334,3448,2012,Jeffrey Mark Deskovic attended <extra_id_0>.,<extra_id_0> John Jay College of Criminal Justice <extra_id_1>
335,3462,2012,Thomas Walkup attended <extra_id_0>.,<extra_id_0> Stephen F. Austin State University <extra_id_1>
336,3469,2012,Killian Tillie attended <extra_id_0>.,<extra_id_0> INSEP <extra_id_1>
337,3485,2012,Luke Falk attended <extra_id_0>.,<extra_id_0> Logan High School <extra_id_1>
338,3494,2012,Robert Upshaw attended <extra_id_0>.,"<extra_id_0> California State University, Fresno <extra_id_1>"
339,3500,2012,Vianney attended <extra_id_0>.,<extra_id_0> Esmod <extra_id_1>
340,3505,2012,Tiffany Trump attended <extra_id_0>.,<extra_id_0> University of Pennsylvania <extra_id_1>
341,3524,2012,Fletcher Magee attended <extra_id_0>.,<extra_id_0> The First Academy <extra_id_1>
342,3535,2012,Grant Williams attended <extra_id_0>.,<extra_id_0> Providence Day School <extra_id_1>
343,3546,2012,Derek Willis attended <extra_id_0>.,<extra_id_0> Bullitt East High School <extra_id_1>
344,3554,2012,Andrew Donlin attended <extra_id_0>.,<extra_id_0> United States Air Force Academy <extra_id_1>
345,3560,2012,Kylie Moore-Gilbert attended <extra_id_0>.,<extra_id_0> University of Cambridge <extra_id_1>
346,3576,2012,Felix Finkbeiner attended <extra_id_0>.,"<extra_id_0> School of Oriental and African Studies, University of London <extra_id_1>"
347,3589,2012,Anna Júlia Donáth attended <extra_id_0>.,<extra_id_0> Eötvös Loránd University <extra_id_1>
348,3592,2012,Clayton Custer attended <extra_id_0>.,<extra_id_0> Blue Valley Northwest High School <extra_id_1>
349,3608,2012,S. Olvah Alhamid attended <extra_id_0>.,<extra_id_0> University of Groningen <extra_id_1>
350,3612,2012,Katalin Cseh attended <extra_id_0>.,<extra_id_0> Semmelweis University <extra_id_1>
351,3621,2012,Scotty Walden attended <extra_id_0>.,<extra_id_0> Sul Ross State University <extra_id_1>
352,3629,2012,Megan Walker attended <extra_id_0>.,<extra_id_0> Monacan High School <extra_id_1>
353,3642,2012,Elina Netšajeva attended <extra_id_0>.,<extra_id_0> Estonian Academy of Music and Theatre <extra_id_1>
354,3648,2012,Jessica Shepard attended <extra_id_0>.,<extra_id_0> Fremont Senior High School <extra_id_1>
355,3664,2012,Alexandra Mitroshina attended <extra_id_0>.,<extra_id_0> MSU Faculty of Journalism <extra_id_1>
356,3672,2012,Louise Coldefy attended <extra_id_0>.,<extra_id_0> Conservatoire national supérieur d'art dramatique <extra_id_1>
357,3683,2012,Alexandre Benalla attended <extra_id_0>.,<extra_id_0> University of Rouen <extra_id_1>
358,3688,2012,Brielle Biermann attended <extra_id_0>.,<extra_id_0> Cambridge High School <extra_id_1>
359,3699,2012,<extra_id_0> is the chair of bp.,<extra_id_0> Carl-Henric Svanberg <extra_id_1>
360,3710,2012,<extra_id_0> is the chair of Republican Party.,<extra_id_0> Reince Priebus <extra_id_1>
361,3729,2012,<extra_id_0> is the chair of Democratic Party.,<extra_id_0> Rosy Bindi <extra_id_1>
362,3740,2012,<extra_id_0> is the chair of Sainsbury's.,<extra_id_0> Justin King <extra_id_1>
363,3747,2012,<extra_id_0> is the chair of National Rally.,<extra_id_0> Marine Le Pen <extra_id_1>
364,3758,2012,<extra_id_0> is the chair of Swansea City A.F.C..,<extra_id_0> Huw Jenkins <extra_id_1>
365,3769,2012,<extra_id_0> is the chair of Libertarian Party.,<extra_id_0> Geoff Neale <extra_id_1>
366,3780,2012,<extra_id_0> is the chair of Anti-Defamation League.,<extra_id_0> Abraham Foxman <extra_id_1>
367,3791,2012,<extra_id_0> is the chair of International Olympic Committee.,<extra_id_0> Jacques Rogge <extra_id_1>
368,3802,2012,<extra_id_0> is the chair of HSBC.,<extra_id_0> Douglas Flint <extra_id_1>
369,3811,2012,<extra_id_0> is the chair of World Bank.,<extra_id_0> Jim Yong Kim <extra_id_1>
370,3830,2012,<extra_id_0> is the chair of Scottish Parliament.,<extra_id_0> Tricia Marwick <extra_id_1>
371,3841,2012,<extra_id_0> is the chair of Aston Villa F.C..,<extra_id_0> Xia Jiantong <extra_id_1>
372,3852,2012,<extra_id_0> is the chair of International Shooting Sport Federation.,<extra_id_0> Olegario Vázquez Raña <extra_id_1>
373,3863,2012,<extra_id_0> is the chair of Finns Party.,<extra_id_0> Timo Soini <extra_id_1>
374,3874,2012,<extra_id_0> is the chair of Unilever.,<extra_id_0> Michael Treschow <extra_id_1>
375,3884,2012,<extra_id_0> is the chair of Organisation of Islamic Cooperation.,<extra_id_0> Ekmeleddin İhsanoğlu <extra_id_1>
376,3895,2012,<extra_id_0> is the chair of NatWest Group.,<extra_id_0> Sir Philip Hampton <extra_id_1>
377,3905,2012,<extra_id_0> is the chair of Conseil national du numérique.,<extra_id_0> Gilles Babinet <extra_id_1>
378,3916,2012,<extra_id_0> is the chair of Lloyds Banking Group.,<extra_id_0> Winfried Bischoff <extra_id_1>
379,3933,2012,<extra_id_0> is the chair of Democratic Progressive Party.,<extra_id_0> Chen Chu <extra_id_1>
380,3957,2012,<extra_id_0> is the chair of Association for Computing Machinery.,<extra_id_0> Vint Cerf <extra_id_1>
381,3968,2012,<extra_id_0> is the chair of French National Assembly.,<extra_id_0> Claude Bartolone <extra_id_1>
382,3979,2012,<extra_id_0> is the chair of Knesset.,<extra_id_0> Reuven Rivlin <extra_id_1>
383,3994,2012,<extra_id_0> is the chair of Estonian Centre Party.,<extra_id_0> Edgar Savisaar <extra_id_1>
384,4005,2012,<extra_id_0> is the chair of Folketing.,<extra_id_0> Mogens Lykketoft <extra_id_1>
385,4016,2012,<extra_id_0> is the chair of Danish People's Party.,<extra_id_0> Kristian Thulesen Dahl <extra_id_1>
386,4025,2012,<extra_id_0> is the chair of Club of Rome.,<extra_id_0> Anders Wijkman <extra_id_1>
387,4043,2012,<extra_id_0> is the chair of International Bank for Reconstruction and Development.,<extra_id_0> Jim Yong Kim <extra_id_1>
388,4054,2012,<extra_id_0> is the chair of Federation of Expellees.,<extra_id_0> Erika Steinbach <extra_id_1>
389,4065,2012,<extra_id_0> is the chair of European Bank for Reconstruction and Development.,<extra_id_0> Suma Chakrabarti <extra_id_1>
390,4074,2012,<extra_id_0> is the chair of Assembly of Experts for Leadership.,<extra_id_0> Mahmoud Hashemi Shahroudi <extra_id_1>
391,4090,2012,<extra_id_0> is the chair of RCD Mallorca.,<extra_id_0> Lorenzo Serra Ferrer <extra_id_1>
392,4099,2012,<extra_id_0> is the chair of Brothers of Italy.,<extra_id_0> Ignazio La Russa <extra_id_1>
393,4117,2012,<extra_id_0> is the chair of Democratic Convergence of Catalonia.,<extra_id_0> Jordi Pujol <extra_id_1>
394,4122,2012,<extra_id_0> is the chair of Supreme Court of Spain.,<extra_id_0> Gonzalo Moliner Tamborero <extra_id_1>
395,4133,2012,<extra_id_0> is the chair of Y Combinator.,<extra_id_0> Paul Graham <extra_id_1>
396,4150,2012,<extra_id_0> is the chair of Kyoto University.,<extra_id_0> Hiroshi Matsumoto <extra_id_1>
397,4161,2012,<extra_id_0> is the chair of Economic Community of West African States.,<extra_id_0> Alassane Dramane Ouattara <extra_id_1>
398,4172,2012,<extra_id_0> is the chair of Christian Social People's Party.,<extra_id_0> Michel Wolter <extra_id_1>
399,4189,2012,<extra_id_0> is the chair of Chamber of Deputies.,<extra_id_0> Laurent Mosar <extra_id_1>
400,4205,2012,<extra_id_0> is the chair of Financial Stability Board.,<extra_id_0> Mark Carney <extra_id_1>
401,4216,2012,<extra_id_0> is the chair of Landtag of Bavaria.,<extra_id_0> Barbara Stamm <extra_id_1>
402,4235,2012,<extra_id_0> is the chair of Assemblea Nacional Catalana.,<extra_id_0> Carme Forcadell <extra_id_1>
403,4257,2012,<extra_id_0> is the chair of Toulouse FC.,<extra_id_0> Olivier Sadran <extra_id_1>
404,4268,2012,<extra_id_0> is the chair of Associated British Foods.,<extra_id_0> Charles Sinclair <extra_id_1>
405,4279,2012,<extra_id_0> is the chair of Lega Lombarda.,<extra_id_0> Roberto Castelli <extra_id_1>
406,4290,2012,<extra_id_0> is the chair of Protezione Civile.,<extra_id_0> Franco Gabrielli <extra_id_1>
407,4301,2012,<extra_id_0> is the chair of Party of Italian Communists.,<extra_id_0> Antonino Cuffaro <extra_id_1>
408,4306,2012,<extra_id_0> is the chair of European Movement International.,<extra_id_0> Jo Leinen <extra_id_1>
409,4317,2012,<extra_id_0> is the chair of Roman Catholic Archdiocese of Kingston.,<extra_id_0> Brendan O'Brien <extra_id_1>
410,4328,2012,<extra_id_0> is the chair of Alliance of Liberals and Democrats for Europe Party.,<extra_id_0> Graham Watson <extra_id_1>
411,4339,2012,"<extra_id_0> is the chair of Ministry of Culture, Sports and Tourism.",<extra_id_0> Choe Kwang-shik <extra_id_1>
412,4349,2012,<extra_id_0> is the chair of Òmnium Cultural.,<extra_id_0> Muriel Casals <extra_id_1>
413,4360,2012,<extra_id_0> is the chair of National Society of Film Critics.,<extra_id_0> David Sterritt <extra_id_1>
414,4377,2012,<extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.,<extra_id_0> Vitaliy Zakharchenko <extra_id_1>
415,4386,2012,<extra_id_0> is the chair of The Physiological Society.,<extra_id_0> Jonathan Ashmore <extra_id_1>
416,4396,2012,<extra_id_0> is the chair of Atlantik-Brücke.,<extra_id_0> Friedrich Merz <extra_id_1>
417,4414,2012,<extra_id_0> is the chair of Barcelona metropolitan area.,<extra_id_0> Xavier Trias <extra_id_1>
418,4428,2012,<extra_id_0> is the chair of Public Affairs.,<extra_id_0> Radek John <extra_id_1>
419,4432,2012,<extra_id_0> is the chair of Progressive Party of Maldives.,<extra_id_0> Maumoon Abdul Gayoom <extra_id_1>
420,4443,2012,<extra_id_0> is the chair of Saxon academy of arts.,<extra_id_0> Peter Gülke <extra_id_1>
421,4454,2012,<extra_id_0> is the chair of Drasi.,<extra_id_0> Stefanos Manos <extra_id_1>
422,4465,2012,<extra_id_0> is the chair of Association for Symbolic Logic.,<extra_id_0> Alec Wilkie <extra_id_1>
423,4472,2012,<extra_id_0> is the chair of Andrew W. Mellon Foundation.,<extra_id_0> Don Michael Randel <extra_id_1>
424,4481,2012,<extra_id_0> is the chair of Fare per Fermare il Declino.,<extra_id_0> Oscar Giannino <extra_id_1>
425,4487,2012,<extra_id_0> is the chair of CDU Baden-Württemberg.,<extra_id_0> Thomas Strobl <extra_id_1>
426,4498,2012,"<extra_id_0> is the chair of Embassy of Ukraine, London.",<extra_id_0> Volodymyr Khandohiy <extra_id_1>
427,4509,2012,<extra_id_0> is the chair of Russian Olympic Committee.,<extra_id_0> Alexander Zhukov <extra_id_1>
428,4518,2012,"<extra_id_0> is the chair of Embassy of Ukraine, Ottawa.",<extra_id_0> Vadym Prystaiko <extra_id_1>
429,4537,2012,<extra_id_0> is the chair of Verband der Reservisten der Deutschen Bundeswehr.,<extra_id_0> Roderich Kiesewetter <extra_id_1>
430,4548,2012,<extra_id_0> is the chair of Société des amis du Louvre.,<extra_id_0> Marc Fumaroli <extra_id_1>
431,4562,2012,<extra_id_0> is the chair of Bordeaux Montaigne University.,<extra_id_0> Patrice Brun <extra_id_1>
432,4570,2012,<extra_id_0> is the chair of Likud Central Committee.,<extra_id_0> Moshe Kahlon <extra_id_1>
433,4589,2012,Muhammadu Buhari is a member of the <extra_id_0>.,<extra_id_0> Congress for Progressive Change <extra_id_1>
434,4600,2012,Rocky Anderson is a member of the <extra_id_0>.,<extra_id_0> Justice Party <extra_id_1>
435,4611,2012,Kim Davis is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
436,4622,2012,Moshe Feiglin is a member of the <extra_id_0>.,<extra_id_0> Likud <extra_id_1>
437,4633,2012,Sarath Fonseka is a member of the <extra_id_0>.,<extra_id_0> Democratic National Alliance <extra_id_1>
438,4644,2012,Bill Weld is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
439,4655,2012,Jim Prentice is a member of the <extra_id_0>.,<extra_id_0> Conservative Party of Canada <extra_id_1>
440,4662,2012,Cory Bernardi is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
441,4672,2012,Louka Katseli is a member of the <extra_id_0>.,<extra_id_0> Social Agreement <extra_id_1>
442,4678,2012,Omarosa Manigault Newman is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
443,4689,2012,Dennis Hood is a member of the <extra_id_0>.,<extra_id_0> Family First Party <extra_id_1>
444,4710,2012,Richard Painter is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
445,4721,2012,Per Sandberg is a member of the <extra_id_0>.,<extra_id_0> Progress Party <extra_id_1>
446,4732,2012,Svitlana Zalishchuk is a member of the <extra_id_0>.,<extra_id_0> European Solidarity <extra_id_1>
447,4743,2012,Jim Justice is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
448,4754,2012,Adonis Georgiades is a member of the <extra_id_0>.,<extra_id_0> New Democracy <extra_id_1>
449,4765,2012,Jacques Boutault is a member of the <extra_id_0>.,<extra_id_0> Europe Ecology – The Greens <extra_id_1>
450,4776,2012,Sam Gyimah is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
451,4787,2012,Roberts Zīle is a member of the <extra_id_0>.,<extra_id_0> National Alliance <extra_id_1>
452,4798,2012,Benoît Hamon is a member of the <extra_id_0>.,<extra_id_0> Socialist Party <extra_id_1>
453,4809,2012,Sylvie Goulard is a member of the <extra_id_0>.,<extra_id_0> Democratic Movement <extra_id_1>
454,4820,2012,Craig Mackinlay is a member of the <extra_id_0>.,<extra_id_0> UK Independence Party <extra_id_1>
455,4831,2012,Alexandre del Valle is a member of the <extra_id_0>.,<extra_id_0> Union for a Popular Movement <extra_id_1>
456,4834,2012,Tendai Biti is a member of the <extra_id_0>.,<extra_id_0> Movement for Democratic Change – Tsvangirai <extra_id_1>
457,4842,2012,Édouard Philippe is a member of the <extra_id_0>.,<extra_id_0> Union for a Popular Movement <extra_id_1>
458,4851,2012,Mark Reckless is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
459,4861,2012,Terry Mills is a member of the <extra_id_0>.,<extra_id_0> Country Liberal Party <extra_id_1>
460,4870,2012,Carlo Giovanardi is a member of the <extra_id_0>.,<extra_id_0> The People of Freedom <extra_id_1>
461,4889,2012,Kushboo is a member of the <extra_id_0>.,<extra_id_0> Dravida Munnetra Kazhagam <extra_id_1>
462,4900,2012,Heidi Allen is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
463,4911,2012,Y. S. Jaganmohan Reddy is a member of the <extra_id_0>.,<extra_id_0> YSR Congress Party <extra_id_1>
464,4922,2012,Abdalá Bucaram Ortiz is a member of the <extra_id_0>.,<extra_id_0> Ecuadorian Roldosist Party <extra_id_1>
465,4937,2012,Laurențiu Rebega is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
466,4948,2012,Steve Dickson is a member of the <extra_id_0>.,<extra_id_0> Liberal National Party of Queensland <extra_id_1>
467,4959,2012,Ákos Hadházy is a member of the <extra_id_0>.,<extra_id_0> Fidesz <extra_id_1>
468,4968,2012,Gianni Alemanno is a member of the <extra_id_0>.,<extra_id_0> The People of Freedom <extra_id_1>
469,4979,2012,Zury Ríos is a member of the <extra_id_0>.,<extra_id_0> Institutional Republican Party <extra_id_1>
470,4986,2012,Tom O'Halleran is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
471,4997,2012,Gabriela Rivadeneira is a member of the <extra_id_0>.,<extra_id_0> PAIS Alliance <extra_id_1>
472,5008,2012,Andrew Leung is a member of the <extra_id_0>.,<extra_id_0> Economic Synergy <extra_id_1>
473,5019,2012,Hazel Poa is a member of the <extra_id_0>.,<extra_id_0> National Solidarity Party <extra_id_1>
474,5027,2012,Teodor Meleșcanu is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
475,5034,2012,James Marape is a member of the <extra_id_0>.,<extra_id_0> People's National Congress Party <extra_id_1>
476,5045,2012,Kristin Michelsen is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party of the Faroe Islands <extra_id_1>
477,5056,2012,Marta Andreasen is a member of the <extra_id_0>.,<extra_id_0> UK Independence Party <extra_id_1>
478,5067,2012,Aleksa Bečić is a member of the <extra_id_0>.,<extra_id_0> Socialist People's Party of Montenegro <extra_id_1>
479,5078,2012,Rebekha Sharkie is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
480,5081,2012,Banri Kaieda is a member of the <extra_id_0>.,<extra_id_0> Democratic Party of Japan <extra_id_1>
481,5097,2012,Uffe Elbæk is a member of the <extra_id_0>.,<extra_id_0> Radical Left <extra_id_1>
482,5108,2012,Karen Casey is a member of the <extra_id_0>.,<extra_id_0> Nova Scotia Liberal Party <extra_id_1>
483,5119,2012,Roberta Anastase is a member of the <extra_id_0>.,<extra_id_0> Democratic Liberal Party <extra_id_1>
484,5130,2012,Linda Collins-Smith is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
485,5141,2012,Marios Matsakis is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
486,5152,2012,Yvan Benedetti is a member of the <extra_id_0>.,<extra_id_0> L'Œuvre française <extra_id_1>
487,5162,2012,Gergely Karácsony is a member of the <extra_id_0>.,<extra_id_0> Politics Can Be Different <extra_id_1>
488,5173,2012,Miloud Chaabi is a member of the <extra_id_0>.,<extra_id_0> Environment and Sustainable Development Party <extra_id_1>
489,5189,2012,Antonio Razzi is a member of the <extra_id_0>.,<extra_id_0> People and Land <extra_id_1>
490,5200,2012,Duncan McFetridge is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
491,5208,2012,Teodor Baconschi is a member of the <extra_id_0>.,<extra_id_0> Democratic Liberal Party <extra_id_1>
492,5215,2012,Lluís Puig i Gordi is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
493,5226,2012,Joachim Starbatty is a member of the <extra_id_0>.,<extra_id_0> Alternative for Germany <extra_id_1>
494,5239,2012,John Finnie is a member of the <extra_id_0>.,<extra_id_0> Scottish National Party <extra_id_1>
495,5249,2012,Jaume Bartumeu is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party <extra_id_1>
496,5267,2012,Akram Hasson is a member of the <extra_id_0>.,<extra_id_0> Kadima <extra_id_1>
