index,original,date,input,output
250,2897,2017,Dacian Cioloș holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Romania <extra_id_1>
251,2906,2017,"Joseph F. Dunford, Jr. holds the position of <extra_id_0>.",<extra_id_0> Chairman of the Joint Chiefs of Staff <extra_id_1>
252,2917,2017,Dominique Mamberti holds the position of <extra_id_0>.,<extra_id_0> cardinal <extra_id_1>
253,2931,2017,Naledi Pandor holds the position of <extra_id_0>.,<extra_id_0> Minister of Science and Technology <extra_id_1>
254,2955,2017,Philippe Couillard holds the position of <extra_id_0>.,<extra_id_0> Member of the National Assembly of Quebec <extra_id_1>
255,2974,2017,Maroš Šefčovič holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Energy <extra_id_1>
256,2985,2017,Olav Fykse Tveit holds the position of <extra_id_0>.,<extra_id_0> general secretary <extra_id_1>
257,2996,2017,Volodymyr Lytvyn holds the position of <extra_id_0>.,<extra_id_0> People's Deputy of Ukraine <extra_id_1>
258,3004,2017,Caroline Spelman holds the position of <extra_id_0>.,<extra_id_0> Church Estates Commissioners <extra_id_1>
259,3012,2017,"Thomas A. Shannon, Jr. holds the position of <extra_id_0>.",<extra_id_0> United States Secretary of State <extra_id_1>
260,3022,2017,Hwang Kyo-ahn holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of South Korea <extra_id_1>
261,3031,2017,Clare Daly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
262,3036,2017,Clotilde Armand holds the position of <extra_id_0>.,<extra_id_0> councillor <extra_id_1>
263,3047,2017,Maimunah Mohd Sharif holds the position of <extra_id_0>.,<extra_id_0> Mayor of Penang Island <extra_id_1>
264,3053,2017,Ravi Karunanayake holds the position of <extra_id_0>.,<extra_id_0> Minister of Finance of Sri Lanka <extra_id_1>
265,3058,2017,Miguel Díaz-Canel holds the position of <extra_id_0>.,<extra_id_0> Vice President of Cuba <extra_id_1>
266,3069,2017,Seán Barrett holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
267,3105,2017,Xavier Bettel holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Luxembourg <extra_id_1>
268,3116,2017,John L. Hennessy holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
269,3126,2017,Dražen Kutleša holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
270,3142,2017,Paul Butler holds the position of <extra_id_0>.,<extra_id_0> Bishop of Durham <extra_id_1>
271,3151,2017,Trent Kelly holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
272,3156,2017,Mercedes Aráoz holds the position of <extra_id_0>.,<extra_id_0> President of the Council of Ministers of Peru <extra_id_1>
273,3167,2017,Dalo Bucaram holds the position of <extra_id_0>.,<extra_id_0> Supreme director <extra_id_1>
274,3175,2017,Nick Houghton holds the position of <extra_id_0>.,<extra_id_0> Constable of the Tower <extra_id_1>
275,3185,2017,Antonino Raspanti holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
276,3198,2017,Amy Adams holds the position of <extra_id_0>.,<extra_id_0> Minister of Justice <extra_id_1>
277,3202,2017,"Leonor, Princess of Asturias holds the position of <extra_id_0>.",<extra_id_0> Prince of Girona <extra_id_1>
278,3211,2017,Marisol Touraine holds the position of <extra_id_0>.,<extra_id_0> Minister of Labour <extra_id_1>
279,3226,2017,Taur Matan Ruak holds the position of <extra_id_0>.,<extra_id_0> President of East Timor <extra_id_1>
280,3232,2017,Mauricio Vila Dosal holds the position of <extra_id_0>.,<extra_id_0> municipal presidente <extra_id_1>
281,3243,2017,Zsolt Borkai holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
282,3250,2017,Soraya Sáenz de Santamaría holds the position of <extra_id_0>.,<extra_id_0> Deputy Prime Minister of Spain <extra_id_1>
283,3253,2017,Karen Bradley holds the position of <extra_id_0>.,"<extra_id_0> Secretary of State for Culture, Media and Sport <extra_id_1>"
284,3261,2017,Raimonds Vējonis holds the position of <extra_id_0>.,<extra_id_0> President of Latvia <extra_id_1>
285,3269,2017,Tim Davie holds the position of <extra_id_0>.,<extra_id_0> chief executive officer <extra_id_1>
286,3279,2017,Stephen Donnelly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
287,3294,2017,Sampathawaduge Maxwell Grenville Silva holds the position of <extra_id_0>.,<extra_id_0> auxiliary bishop <extra_id_1>
288,3299,2017,Michel Spiro holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
289,3310,2017,Brendan Smith holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
290,3321,2017,David Dabede Mabuza holds the position of <extra_id_0>.,<extra_id_0> Premier of Mpumalanga <extra_id_1>
291,3326,2017,Chung Sye-kyun holds the position of <extra_id_0>.,<extra_id_0> Speaker of the National Assembly of South Korea <extra_id_1>
292,3341,2017,Mary Mitchell O'Connor holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
293,3352,2017,Arayik Harutyunyan holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Artsakh <extra_id_1>
294,3358,2017,Malala Yousafzai attended <extra_id_0>.,<extra_id_0> Lady Margaret Hall <extra_id_1>
295,3374,2017,Katie Ledecky attended <extra_id_0>.,<extra_id_0> Stanford University <extra_id_1>
296,3385,2017,Baker Mayfield attended <extra_id_0>.,<extra_id_0> University of Oklahoma <extra_id_1>
297,3399,2017,Nigel Williams-Goss attended <extra_id_0>.,<extra_id_0> Gonzaga University <extra_id_1>
298,3411,2017,Johnathan Williams attended <extra_id_0>.,<extra_id_0> Gonzaga University <extra_id_1>
299,3420,2017,Paige Bueckers attended <extra_id_0>.,<extra_id_0> Hopkins High School <extra_id_1>
300,3442,2017,Jevon Carter attended <extra_id_0>.,<extra_id_0> West Virginia University <extra_id_1>
301,3453,2017,Jeffrey Mark Deskovic attended <extra_id_0>.,<extra_id_0> Pace University School of Law <extra_id_1>
302,3459,2017,Isaac Humphries attended <extra_id_0>.,<extra_id_0> University of Kentucky <extra_id_1>
303,3474,2017,Killian Tillie attended <extra_id_0>.,<extra_id_0> Gonzaga University <extra_id_1>
304,3479,2017,Tai Wynyard attended <extra_id_0>.,<extra_id_0> University of Kentucky <extra_id_1>
305,3490,2017,Luke Falk attended <extra_id_0>.,<extra_id_0> Washington State University <extra_id_1>
306,3510,2017,Tiffany Trump attended <extra_id_0>.,<extra_id_0> Georgetown University <extra_id_1>
307,3518,2017,Leticia Romero attended <extra_id_0>.,<extra_id_0> Florida State University <extra_id_1>
308,3529,2017,Fletcher Magee attended <extra_id_0>.,<extra_id_0> Wofford College <extra_id_1>
309,3540,2017,Grant Williams attended <extra_id_0>.,"<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
310,3551,2017,Derek Willis attended <extra_id_0>.,<extra_id_0> University of Kentucky <extra_id_1>
311,3565,2017,Kylie Moore-Gilbert attended <extra_id_0>.,<extra_id_0> University of Melbourne <extra_id_1>
312,3570,2017,Ayman Rashdan Wong attended <extra_id_0>.,<extra_id_0> University of Malaya <extra_id_1>
313,3581,2017,Felix Finkbeiner attended <extra_id_0>.,"<extra_id_0> School of Oriental and African Studies, University of London <extra_id_1>"
314,3597,2017,Clayton Custer attended <extra_id_0>.,<extra_id_0> Loyola University Chicago <extra_id_1>
315,3602,2017,Kiya Johnson attended <extra_id_0>.,<extra_id_0> Coppell High School <extra_id_1>
316,3626,2017,Evelyn Akhator attended <extra_id_0>.,<extra_id_0> University of Kentucky <extra_id_1>
317,3634,2017,Megan Walker attended <extra_id_0>.,<extra_id_0> University of Connecticut <extra_id_1>
318,3653,2017,Jessica Shepard attended <extra_id_0>.,<extra_id_0> University of Nebraska–Lincoln <extra_id_1>
319,3659,2017,Lee Hyun-joo attended <extra_id_0>.,<extra_id_0> School of Performing Arts Seoul <extra_id_1>
320,3669,2017,Alexandra Mitroshina attended <extra_id_0>.,<extra_id_0> National Research University – Higher School of Economics <extra_id_1>
321,3677,2017,Louise Coldefy attended <extra_id_0>.,<extra_id_0> Conservatoire national supérieur d'art dramatique <extra_id_1>
322,3693,2017,Brielle Biermann attended <extra_id_0>.,<extra_id_0> Georgia State University <extra_id_1>
323,3704,2017,<extra_id_0> is the chair of bp.,<extra_id_0> Carl-Henric Svanberg <extra_id_1>
324,3715,2017,<extra_id_0> is the chair of Republican Party.,<extra_id_0> Ronna Romney McDaniel <extra_id_1>
325,3723,2017,<extra_id_0> is the chair of Islamic State of Iraq and the Levant.,<extra_id_0> Abu Bakr al-Baghdadi <extra_id_1>
326,3734,2017,<extra_id_0> is the chair of Democratic Party.,<extra_id_0> Matteo Orfini <extra_id_1>
327,3752,2017,<extra_id_0> is the chair of National Rally.,<extra_id_0> Marine Le Pen <extra_id_1>
328,3763,2017,<extra_id_0> is the chair of Swansea City A.F.C..,<extra_id_0> Huw Jenkins <extra_id_1>
329,3774,2017,<extra_id_0> is the chair of Libertarian Party.,<extra_id_0> Nicholas Sarwark <extra_id_1>
330,3785,2017,<extra_id_0> is the chair of Anti-Defamation League.,<extra_id_0> Jonathan Greenblatt <extra_id_1>
331,3796,2017,<extra_id_0> is the chair of International Olympic Committee.,<extra_id_0> Thomas Bach <extra_id_1>
332,3807,2017,<extra_id_0> is the chair of HSBC.,<extra_id_0> Mark Tucker <extra_id_1>
333,3816,2017,<extra_id_0> is the chair of World Bank.,<extra_id_0> Jim Yong Kim <extra_id_1>
334,3824,2017,<extra_id_0> is the chair of Alternative for Germany.,<extra_id_0> Jörg Meuthen <extra_id_1>
335,3835,2017,<extra_id_0> is the chair of Scottish Parliament.,<extra_id_0> Ken Macintosh <extra_id_1>
336,3846,2017,<extra_id_0> is the chair of Aston Villa F.C..,<extra_id_0> Xia Jiantong <extra_id_1>
337,3857,2017,<extra_id_0> is the chair of International Shooting Sport Federation.,<extra_id_0> Olegario Vázquez Raña <extra_id_1>
338,3868,2017,<extra_id_0> is the chair of Finns Party.,<extra_id_0> Timo Soini <extra_id_1>
339,3879,2017,<extra_id_0> is the chair of Unilever.,<extra_id_0> Marijn Dekkers <extra_id_1>
340,3889,2017,<extra_id_0> is the chair of Organisation of Islamic Cooperation.,<extra_id_0> Yousef Al-Othaimeen <extra_id_1>
341,3900,2017,<extra_id_0> is the chair of NatWest Group.,<extra_id_0> Sir Howard Davies <extra_id_1>
342,3910,2017,<extra_id_0> is the chair of Conseil national du numérique.,<extra_id_0> Gilles Babinet <extra_id_1>
343,3921,2017,<extra_id_0> is the chair of Lloyds Banking Group.,<extra_id_0> Lord Blackwell <extra_id_1>
344,3927,2017,<extra_id_0> is the chair of Women's Equality Party.,<extra_id_0> Catherine Mayer <extra_id_1>
345,3938,2017,<extra_id_0> is the chair of Democratic Progressive Party.,<extra_id_0> Tsai Ing-wen <extra_id_1>
346,3952,2017,<extra_id_0> is the chair of Stortinget.,<extra_id_0> Olemic Thommessen <extra_id_1>
347,3962,2017,<extra_id_0> is the chair of Association for Computing Machinery.,<extra_id_0> Vicki Lynne Hanson <extra_id_1>
348,3973,2017,<extra_id_0> is the chair of French National Assembly.,<extra_id_0> Claude Bartolone <extra_id_1>
349,3984,2017,<extra_id_0> is the chair of Knesset.,<extra_id_0> Yuli Edelstein <extra_id_1>
350,3988,2017,<extra_id_0> is the chair of United States Department of Energy.,<extra_id_0> Rick Perry <extra_id_1>
351,3999,2017,<extra_id_0> is the chair of Estonian Centre Party.,<extra_id_0> Jüri Ratas <extra_id_1>
352,4010,2017,<extra_id_0> is the chair of Folketing.,<extra_id_0> Pia Kjærsgaard <extra_id_1>
353,4021,2017,<extra_id_0> is the chair of Danish People's Party.,<extra_id_0> Kristian Thulesen Dahl <extra_id_1>
354,4030,2017,<extra_id_0> is the chair of Club of Rome.,<extra_id_0> Anders Wijkman <extra_id_1>
355,4039,2017,<extra_id_0> is the chair of Green Party.,<extra_id_0> Gustav Fridolin <extra_id_1>
356,4048,2017,<extra_id_0> is the chair of International Bank for Reconstruction and Development.,<extra_id_0> Jim Yong Kim <extra_id_1>
357,4059,2017,<extra_id_0> is the chair of Federation of Expellees.,<extra_id_0> Bernd Fabritius <extra_id_1>
358,4070,2017,<extra_id_0> is the chair of European Bank for Reconstruction and Development.,<extra_id_0> Suma Chakrabarti <extra_id_1>
359,4079,2017,<extra_id_0> is the chair of Assembly of Experts for Leadership.,<extra_id_0> Ahmad Jannati <extra_id_1>
360,4085,2017,<extra_id_0> is the chair of Save Romania Union.,<extra_id_0> Nicușor Dan <extra_id_1>
361,4095,2017,<extra_id_0> is the chair of RCD Mallorca.,<extra_id_0> Andy Kohlberg <extra_id_1>
362,4104,2017,<extra_id_0> is the chair of Brothers of Italy.,<extra_id_0> Giorgia Meloni <extra_id_1>
363,4111,2017,<extra_id_0> is the chair of Financial Reporting Council.,<extra_id_0> Winfried Bischoff <extra_id_1>
364,4127,2017,<extra_id_0> is the chair of Supreme Court of Spain.,<extra_id_0> Carlos Lesmes <extra_id_1>
365,4138,2017,<extra_id_0> is the chair of Y Combinator.,<extra_id_0> Sam Altman <extra_id_1>
366,4144,2017,<extra_id_0> is the chair of Group Centrist Union.,<extra_id_0> Hervé Marseille <extra_id_1>
367,4155,2017,<extra_id_0> is the chair of Kyoto University.,<extra_id_0> Juichi Yamagiwa <extra_id_1>
368,4166,2017,<extra_id_0> is the chair of Economic Community of West African States.,<extra_id_0> Ellen Johnson Sirleaf <extra_id_1>
369,4177,2017,<extra_id_0> is the chair of Christian Social People's Party.,<extra_id_0> Marc Spautz <extra_id_1>
370,4183,2017,<extra_id_0> is the chair of Feminist Initiative.,<extra_id_0> Gudrun Schyman <extra_id_1>
371,4194,2017,<extra_id_0> is the chair of Chamber of Deputies.,<extra_id_0> Mars Di Bartolomeo <extra_id_1>
372,4199,2017,<extra_id_0> is the chair of Democratic National Committee.,<extra_id_0> Donna Brazile <extra_id_1>
373,4210,2017,<extra_id_0> is the chair of Financial Stability Board.,<extra_id_0> Mark Carney <extra_id_1>
374,4221,2017,<extra_id_0> is the chair of Landtag of Bavaria.,<extra_id_0> Barbara Stamm <extra_id_1>
375,4227,2017,<extra_id_0> is the chair of DENK.,<extra_id_0> Tunahan Kuzu <extra_id_1>
376,4234,2017,<extra_id_0> is the chair of German Parliamentary Committee investigation of the NSA spying scandal.,<extra_id_0> Patrick Sensburg <extra_id_1>
377,4240,2017,<extra_id_0> is the chair of Assemblea Nacional Catalana.,<extra_id_0> Jordi Sànchez i Picanyol <extra_id_1>
378,4251,2017,<extra_id_0> is the chair of Ministry of Economy and Finance.,<extra_id_0> Kim Dong-yeon <extra_id_1>
379,4262,2017,<extra_id_0> is the chair of Toulouse FC.,<extra_id_0> Olivier Sadran <extra_id_1>
380,4273,2017,<extra_id_0> is the chair of Associated British Foods.,<extra_id_0> Charles Sinclair <extra_id_1>
381,4284,2017,<extra_id_0> is the chair of Lega Lombarda.,<extra_id_0> Giancarlo Giorgetti <extra_id_1>
382,4294,2017,<extra_id_0> is the chair of Protezione Civile.,<extra_id_0> Angelo Borrelli <extra_id_1>
383,4311,2017,<extra_id_0> is the chair of European Movement International.,<extra_id_0> Jo Leinen <extra_id_1>
384,4322,2017,<extra_id_0> is the chair of Roman Catholic Archdiocese of Kingston.,<extra_id_0> Brendan O'Brien <extra_id_1>
385,4333,2017,<extra_id_0> is the chair of Alliance of Liberals and Democrats for Europe Party.,<extra_id_0> Hans van Baalen <extra_id_1>
386,4343,2017,"<extra_id_0> is the chair of Ministry of Culture, Sports and Tourism.",<extra_id_0> Do Jong-hwan <extra_id_1>
387,4354,2017,<extra_id_0> is the chair of Òmnium Cultural.,<extra_id_0> Jordi Cuixart i Navarro <extra_id_1>
388,4365,2017,<extra_id_0> is the chair of National Society of Film Critics.,<extra_id_0> Justin Chang <extra_id_1>
389,4371,2017,<extra_id_0> is the chair of Committee for the Defence of Democracy.,<extra_id_0> Krzysztof Łoziński <extra_id_1>
390,4382,2017,<extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.,<extra_id_0> Arsen Avakov <extra_id_1>
391,4390,2017,<extra_id_0> is the chair of The Physiological Society.,<extra_id_0> David A. Eisner <extra_id_1>
392,4401,2017,<extra_id_0> is the chair of Atlantik-Brücke.,<extra_id_0> Friedrich Merz <extra_id_1>
393,4409,2017,<extra_id_0> is the chair of Ministry of Health and Welfare.,<extra_id_0> Park Neung-hoo <extra_id_1>
394,4419,2017,<extra_id_0> is the chair of Barcelona metropolitan area.,<extra_id_0> Ada Colau <extra_id_1>
395,4437,2017,<extra_id_0> is the chair of Progressive Party of Maldives.,<extra_id_0> Abdulla Yameen <extra_id_1>
396,4448,2017,<extra_id_0> is the chair of Saxon academy of arts.,<extra_id_0> Wilfried Krätzschmar <extra_id_1>
397,4459,2017,<extra_id_0> is the chair of Drasi.,<extra_id_0> Theodoros Skylakakis <extra_id_1>
398,4477,2017,<extra_id_0> is the chair of Andrew W. Mellon Foundation.,<extra_id_0> Earl Lewis <extra_id_1>
399,4492,2017,<extra_id_0> is the chair of CDU Baden-Württemberg.,<extra_id_0> Thomas Strobl <extra_id_1>
400,4503,2017,"<extra_id_0> is the chair of Embassy of Ukraine, London.",<extra_id_0> Natalia Galibarenko <extra_id_1>
401,4514,2017,<extra_id_0> is the chair of Russian Olympic Committee.,<extra_id_0> Alexander Zhukov <extra_id_1>
402,4523,2017,"<extra_id_0> is the chair of Embassy of Ukraine, Ottawa.",<extra_id_0> Andriy Shevchenko <extra_id_1>
403,4529,2017,<extra_id_0> is the chair of Network of the Presidents of the Supreme Judicial Courts of the European Union.,<extra_id_0> Susan Denham <extra_id_1>
404,4542,2017,<extra_id_0> is the chair of Verband der Reservisten der Deutschen Bundeswehr.,<extra_id_0> Oswin Veith <extra_id_1>
405,4553,2017,<extra_id_0> is the chair of Société des amis du Louvre.,<extra_id_0> Louis-Antoine Prat <extra_id_1>
406,4564,2017,<extra_id_0> is the chair of Bordeaux Montaigne University.,<extra_id_0> Hélène Velasco-Graciet <extra_id_1>
407,4575,2017,<extra_id_0> is the chair of Likud Central Committee.,<extra_id_0> Haim Katz <extra_id_1>
408,4583,2017,Alexei Navalny is a member of the <extra_id_0>.,<extra_id_0> Progress Party <extra_id_1>
409,4594,2017,Muhammadu Buhari is a member of the <extra_id_0>.,<extra_id_0> All Progressives Congress <extra_id_1>
410,4605,2017,Rocky Anderson is a member of the <extra_id_0>.,<extra_id_0> Justice Party <extra_id_1>
411,4616,2017,Kim Davis is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
412,4627,2017,Moshe Feiglin is a member of the <extra_id_0>.,<extra_id_0> Zehut <extra_id_1>
413,4638,2017,Sarath Fonseka is a member of the <extra_id_0>.,<extra_id_0> United National Front for Good Governance <extra_id_1>
414,4649,2017,Bill Weld is a member of the <extra_id_0>.,<extra_id_0> Libertarian Party <extra_id_1>
415,4667,2017,Cory Bernardi is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
416,4683,2017,Omarosa Manigault Newman is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
417,4694,2017,Dennis Hood is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
418,4704,2017,Marina Silva is a member of the <extra_id_0>.,<extra_id_0> Sustainability Network <extra_id_1>
419,4715,2017,Richard Painter is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
420,4726,2017,Per Sandberg is a member of the <extra_id_0>.,<extra_id_0> Progress Party <extra_id_1>
421,4737,2017,Svitlana Zalishchuk is a member of the <extra_id_0>.,<extra_id_0> Democratic Alliance <extra_id_1>
422,4748,2017,Jim Justice is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
423,4759,2017,Adonis Georgiades is a member of the <extra_id_0>.,<extra_id_0> New Democracy <extra_id_1>
424,4770,2017,Jacques Boutault is a member of the <extra_id_0>.,<extra_id_0> Europe Ecology – The Greens <extra_id_1>
425,4781,2017,Sam Gyimah is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
426,4792,2017,Roberts Zīle is a member of the <extra_id_0>.,<extra_id_0> National Alliance <extra_id_1>
427,4803,2017,Benoît Hamon is a member of the <extra_id_0>.,<extra_id_0> Génération.s <extra_id_1>
428,4814,2017,Sylvie Goulard is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
429,4825,2017,Craig Mackinlay is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
430,4839,2017,Tendai Biti is a member of the <extra_id_0>.,<extra_id_0> People's Democratic Party <extra_id_1>
431,4847,2017,Édouard Philippe is a member of the <extra_id_0>.,<extra_id_0> The Republicans <extra_id_1>
432,4856,2017,Mark Reckless is a member of the <extra_id_0>.,<extra_id_0> UK Independence Party <extra_id_1>
433,4875,2017,Carlo Giovanardi is a member of the <extra_id_0>.,<extra_id_0> Identity and Action <extra_id_1>
434,4883,2017,Frauke Petry is a member of the <extra_id_0>.,<extra_id_0> The Blue Party <extra_id_1>
435,4894,2017,Kushboo is a member of the <extra_id_0>.,<extra_id_0> Indian National Congress <extra_id_1>
436,4905,2017,Heidi Allen is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
437,4916,2017,Y. S. Jaganmohan Reddy is a member of the <extra_id_0>.,<extra_id_0> YSR Congress Party <extra_id_1>
438,4925,2017,Abdalá Bucaram Ortiz is a member of the <extra_id_0>.,<extra_id_0> Fuerza Ecuador <extra_id_1>
439,4942,2017,Laurențiu Rebega is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
440,4953,2017,Steve Dickson is a member of the <extra_id_0>.,<extra_id_0> Liberal National Party of Queensland <extra_id_1>
441,4964,2017,Ákos Hadházy is a member of the <extra_id_0>.,<extra_id_0> Politics Can Be Different <extra_id_1>
442,4973,2017,Gianni Alemanno is a member of the <extra_id_0>.,<extra_id_0> National Action <extra_id_1>
443,4991,2017,Tom O'Halleran is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
444,5002,2017,Gabriela Rivadeneira is a member of the <extra_id_0>.,<extra_id_0> PAIS Alliance <extra_id_1>
445,5013,2017,Andrew Leung is a member of the <extra_id_0>.,<extra_id_0> Business and Professionals Alliance for Hong Kong <extra_id_1>
446,5029,2017,Teodor Meleșcanu is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
447,5039,2017,James Marape is a member of the <extra_id_0>.,<extra_id_0> People's National Congress Party <extra_id_1>
448,5050,2017,Kristin Michelsen is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party of the Faroe Islands <extra_id_1>
449,5061,2017,Marta Andreasen is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
450,5072,2017,Aleksa Bečić is a member of the <extra_id_0>.,<extra_id_0> Democratic Montenegro <extra_id_1>
451,5086,2017,Banri Kaieda is a member of the <extra_id_0>.,<extra_id_0> Democratic Party of Japan <extra_id_1>
452,5091,2017,Maszlee Malik is a member of the <extra_id_0>.,<extra_id_0> Malaysian United Indigenous Party <extra_id_1>
453,5102,2017,Uffe Elbæk is a member of the <extra_id_0>.,<extra_id_0> The Alternative <extra_id_1>
454,5113,2017,Karen Casey is a member of the <extra_id_0>.,<extra_id_0> Nova Scotia Liberal Party <extra_id_1>
455,5124,2017,Roberta Anastase is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
456,5135,2017,Linda Collins-Smith is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
457,5146,2017,Marios Matsakis is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
458,5156,2017,Yvan Benedetti is a member of the <extra_id_0>.,<extra_id_0> French nationalist party <extra_id_1>
459,5167,2017,Gergely Karácsony is a member of the <extra_id_0>.,<extra_id_0> Dialogue for Hungary <extra_id_1>
460,5178,2017,Miloud Chaabi is a member of the <extra_id_0>.,<extra_id_0> Environment and Sustainable Development Party <extra_id_1>
461,5183,2017,Václav Klaus Jr. is a member of the <extra_id_0>.,<extra_id_0> Civic Democratic Party <extra_id_1>
462,5194,2017,Antonio Razzi is a member of the <extra_id_0>.,<extra_id_0> Forza Italia (2013) <extra_id_1>
463,5205,2017,Duncan McFetridge is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
464,5220,2017,Lluís Puig i Gordi is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
465,5231,2017,Joachim Starbatty is a member of the <extra_id_0>.,<extra_id_0> Liberal Conservative Reformers <extra_id_1>
466,5243,2017,John Finnie is a member of the <extra_id_0>.,<extra_id_0> Scottish Green Party <extra_id_1>
467,5254,2017,Jaume Bartumeu is a member of the <extra_id_0>.,<extra_id_0> Social Democracy and Progress <extra_id_1>
468,5261,2017,Kim Han-gil is a member of the <extra_id_0>.,<extra_id_0> People's Party <extra_id_1>
469,5272,2017,Akram Hasson is a member of the <extra_id_0>.,<extra_id_0> Kulanu <extra_id_1>
470,5283,2017,Park Byeong-seug is a member of the <extra_id_0>.,<extra_id_0> Democratic Party of Korea <extra_id_1>
471,5294,2017,Aurore Bergé is a member of the <extra_id_0>.,<extra_id_0> The Republicans <extra_id_1>
472,5305,2017,Kamel Morjane is a member of the <extra_id_0>.,<extra_id_0> National Destourian Initiative <extra_id_1>
473,5316,2017,Sunil Babu Pant is a member of the <extra_id_0>.,<extra_id_0> Communist Party of Nepal (Unified Marxist–Leninist) <extra_id_1>
474,5327,2017,Scott Andrews is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
475,5338,2017,Fabrizio Cicchitto is a member of the <extra_id_0>.,<extra_id_0> Popular Alternative <extra_id_1>
476,5345,2017,Omar Balafrej is a member of the <extra_id_0>.,<extra_id_0> Unified Socialist Party <extra_id_1>
477,5356,2017,Peter Pilz is a member of the <extra_id_0>.,<extra_id_0> NOW – Pilz List <extra_id_1>
478,5367,2017,Troy Bell is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
479,5375,2017,John Longworth is a member of the <extra_id_0>.,<extra_id_0> Brexit Party <extra_id_1>
480,5393,2017,Hanna Jensen is a member of the <extra_id_0>.,<extra_id_0> Progress <extra_id_1>
481,5404,2017,Viron Polydoras is a member of the <extra_id_0>.,<extra_id_0> Union for the Homeland and the People <extra_id_1>
482,5415,2017,Hsu Hsin-ying is a member of the <extra_id_0>.,<extra_id_0> Minkuotang <extra_id_1>
483,5426,2017,Ichita Yamamoto is a member of the <extra_id_0>.,<extra_id_0> Liberal Democratic Party <extra_id_1>
484,5437,2017,John Darley is a member of the <extra_id_0>.,<extra_id_0> Advance SA <extra_id_1>
485,5443,2017,Kawlo Iyun Pacidal is a member of the <extra_id_0>.,<extra_id_0> New Power Party <extra_id_1>
486,5461,2017,Ovidiu Silaghi is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
487,5477,2017,Daniel Salaverry is a member of the <extra_id_0>.,<extra_id_0> Popular Force <extra_id_1>
488,5488,2017,Ichirō Matsui is a member of the <extra_id_0>.,<extra_id_0> Osaka Restoration Association <extra_id_1>
489,5499,2017,Dan Satterberg is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
490,5510,2017,Sonja Jógvansdóttir is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
491,5521,2017,José Rafael Abinader Wasaf is a member of the <extra_id_0>.,<extra_id_0> Modern Revolutionary Party <extra_id_1>
492,5530,2017,Jaume Alonso-Cuevillas is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
