index,original,date,input,output
249,2986,2018,Olav Fykse Tveit holds the position of <extra_id_0>.,<extra_id_0> general secretary <extra_id_1>
250,2997,2018,Volodymyr Lytvyn holds the position of <extra_id_0>.,<extra_id_0> People's Deputy of Ukraine <extra_id_1>
251,3005,2018,Caroline Spelman holds the position of <extra_id_0>.,<extra_id_0> Church Estates Commissioners <extra_id_1>
252,3013,2018,"Thomas A. Shannon, Jr. holds the position of <extra_id_0>.",<extra_id_0> Under Secretary of State for Political Affairs <extra_id_1>
253,3032,2018,Clare Daly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
254,3037,2018,Clotilde Armand holds the position of <extra_id_0>.,<extra_id_0> councillor <extra_id_1>
255,3048,2018,Maimunah Mohd Sharif holds the position of <extra_id_0>.,<extra_id_0> executive director <extra_id_1>
256,3059,2018,Miguel Díaz-Canel holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Cuba <extra_id_1>
257,3070,2018,Seán Barrett holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
258,3075,2018,Vickie Chapman holds the position of <extra_id_0>.,<extra_id_0> Attorney-General of South Australia <extra_id_1>
259,3106,2018,Xavier Bettel holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Luxembourg <extra_id_1>
260,3117,2018,John L. Hennessy holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
261,3127,2018,Dražen Kutleša holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
262,3143,2018,Paul Butler holds the position of <extra_id_0>.,<extra_id_0> Bishop of Durham <extra_id_1>
263,3152,2018,Trent Kelly holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
264,3157,2018,Mercedes Aráoz holds the position of <extra_id_0>.,<extra_id_0> President of the Council of Ministers of Peru <extra_id_1>
265,3168,2018,Dalo Bucaram holds the position of <extra_id_0>.,<extra_id_0> Supreme director <extra_id_1>
266,3176,2018,Nick Houghton holds the position of <extra_id_0>.,<extra_id_0> Constable of the Tower <extra_id_1>
267,3186,2018,Antonino Raspanti holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
268,3203,2018,"Leonor, Princess of Asturias holds the position of <extra_id_0>.",<extra_id_0> Prince of Girona <extra_id_1>
269,3227,2018,Taur Matan Ruak holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of East Timor <extra_id_1>
270,3233,2018,Mauricio Vila Dosal holds the position of <extra_id_0>.,<extra_id_0> municipal presidente <extra_id_1>
271,3251,2018,Soraya Sáenz de Santamaría holds the position of <extra_id_0>.,<extra_id_0> Deputy Prime Minister of Spain <extra_id_1>
272,3254,2018,Karen Bradley holds the position of <extra_id_0>.,"<extra_id_0> Secretary of State for Culture, Media and Sport <extra_id_1>"
273,3262,2018,Raimonds Vējonis holds the position of <extra_id_0>.,<extra_id_0> President of Latvia <extra_id_1>
274,3270,2018,Tim Davie holds the position of <extra_id_0>.,<extra_id_0> chief executive officer <extra_id_1>
275,3280,2018,Stephen Donnelly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
276,3295,2018,Sampathawaduge Maxwell Grenville Silva holds the position of <extra_id_0>.,<extra_id_0> auxiliary bishop <extra_id_1>
277,3300,2018,Michel Spiro holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
278,3311,2018,Brendan Smith holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
279,3322,2018,David Dabede Mabuza holds the position of <extra_id_0>.,<extra_id_0> Premier of Mpumalanga <extra_id_1>
280,3327,2018,Chung Sye-kyun holds the position of <extra_id_0>.,<extra_id_0> Speaker of the National Assembly of South Korea <extra_id_1>
281,3342,2018,Mary Mitchell O'Connor holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
282,3359,2018,Malala Yousafzai attended <extra_id_0>.,<extra_id_0> Lady Margaret Hall <extra_id_1>
283,3375,2018,Katie Ledecky attended <extra_id_0>.,<extra_id_0> Stanford University <extra_id_1>
284,3386,2018,Baker Mayfield attended <extra_id_0>.,<extra_id_0> University of Oklahoma <extra_id_1>
285,3412,2018,Johnathan Williams attended <extra_id_0>.,<extra_id_0> Gonzaga University <extra_id_1>
286,3421,2018,Paige Bueckers attended <extra_id_0>.,<extra_id_0> Hopkins High School <extra_id_1>
287,3443,2018,Jevon Carter attended <extra_id_0>.,<extra_id_0> West Virginia University <extra_id_1>
288,3454,2018,Jeffrey Mark Deskovic attended <extra_id_0>.,<extra_id_0> Pace University School of Law <extra_id_1>
289,3475,2018,Killian Tillie attended <extra_id_0>.,<extra_id_0> Gonzaga University <extra_id_1>
290,3480,2018,Tai Wynyard attended <extra_id_0>.,<extra_id_0> University of Kentucky <extra_id_1>
291,3491,2018,Luke Falk attended <extra_id_0>.,<extra_id_0> Washington State University <extra_id_1>
292,3511,2018,Tiffany Trump attended <extra_id_0>.,<extra_id_0> Georgetown University <extra_id_1>
293,3519,2018,Leticia Romero attended <extra_id_0>.,<extra_id_0> Florida State University <extra_id_1>
294,3530,2018,Fletcher Magee attended <extra_id_0>.,<extra_id_0> Wofford College <extra_id_1>
295,3541,2018,Grant Williams attended <extra_id_0>.,"<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
296,3571,2018,Ayman Rashdan Wong attended <extra_id_0>.,<extra_id_0> University of Malaya <extra_id_1>
297,3582,2018,Felix Finkbeiner attended <extra_id_0>.,"<extra_id_0> School of Oriental and African Studies, University of London <extra_id_1>"
298,3598,2018,Clayton Custer attended <extra_id_0>.,<extra_id_0> Loyola University Chicago <extra_id_1>
299,3603,2018,Kiya Johnson attended <extra_id_0>.,<extra_id_0> Coppell High School <extra_id_1>
300,3616,2018,Katalin Cseh attended <extra_id_0>.,<extra_id_0> Eötvös Loránd University <extra_id_1>
301,3635,2018,Megan Walker attended <extra_id_0>.,<extra_id_0> University of Connecticut <extra_id_1>
302,3654,2018,Jessica Shepard attended <extra_id_0>.,<extra_id_0> University of Notre Dame <extra_id_1>
303,3660,2018,Lee Hyun-joo attended <extra_id_0>.,<extra_id_0> Sungshin Women's University <extra_id_1>
304,3678,2018,Louise Coldefy attended <extra_id_0>.,<extra_id_0> Conservatoire national supérieur d'art dramatique <extra_id_1>
305,3694,2018,Brielle Biermann attended <extra_id_0>.,<extra_id_0> Georgia State University <extra_id_1>
306,3705,2018,<extra_id_0> is the chair of bp.,<extra_id_0> Helge Lund <extra_id_1>
307,3716,2018,<extra_id_0> is the chair of Republican Party.,<extra_id_0> Ronna Romney McDaniel <extra_id_1>
308,3724,2018,<extra_id_0> is the chair of Islamic State of Iraq and the Levant.,<extra_id_0> Abu Bakr al-Baghdadi <extra_id_1>
309,3735,2018,<extra_id_0> is the chair of Democratic Party.,<extra_id_0> Matteo Orfini <extra_id_1>
310,3753,2018,<extra_id_0> is the chair of National Rally.,<extra_id_0> Marine Le Pen <extra_id_1>
311,3764,2018,<extra_id_0> is the chair of Swansea City A.F.C..,<extra_id_0> Huw Jenkins <extra_id_1>
312,3775,2018,<extra_id_0> is the chair of Libertarian Party.,<extra_id_0> Nicholas Sarwark <extra_id_1>
313,3786,2018,<extra_id_0> is the chair of Anti-Defamation League.,<extra_id_0> Jonathan Greenblatt <extra_id_1>
314,3797,2018,<extra_id_0> is the chair of International Olympic Committee.,<extra_id_0> Thomas Bach <extra_id_1>
315,3808,2018,<extra_id_0> is the chair of HSBC.,<extra_id_0> Mark Tucker <extra_id_1>
316,3817,2018,<extra_id_0> is the chair of World Bank.,<extra_id_0> Jim Yong Kim <extra_id_1>
317,3825,2018,<extra_id_0> is the chair of Alternative for Germany.,<extra_id_0> Jörg Meuthen <extra_id_1>
318,3836,2018,<extra_id_0> is the chair of Scottish Parliament.,<extra_id_0> Ken Macintosh <extra_id_1>
319,3847,2018,<extra_id_0> is the chair of Aston Villa F.C..,<extra_id_0> Xia Jiantong <extra_id_1>
320,3858,2018,<extra_id_0> is the chair of International Shooting Sport Federation.,<extra_id_0> Vladimir Lisin <extra_id_1>
321,3869,2018,<extra_id_0> is the chair of Finns Party.,<extra_id_0> Jussi Halla-aho <extra_id_1>
322,3880,2018,<extra_id_0> is the chair of Unilever.,<extra_id_0> Marijn Dekkers <extra_id_1>
323,3890,2018,<extra_id_0> is the chair of Organisation of Islamic Cooperation.,<extra_id_0> Yousef Al-Othaimeen <extra_id_1>
324,3901,2018,<extra_id_0> is the chair of NatWest Group.,<extra_id_0> Sir Howard Davies <extra_id_1>
325,3911,2018,<extra_id_0> is the chair of Conseil national du numérique.,<extra_id_0> Gilles Babinet <extra_id_1>
326,3922,2018,<extra_id_0> is the chair of Lloyds Banking Group.,<extra_id_0> Lord Blackwell <extra_id_1>
327,3928,2018,<extra_id_0> is the chair of Women's Equality Party.,<extra_id_0> Catherine Mayer <extra_id_1>
328,3939,2018,<extra_id_0> is the chair of Democratic Progressive Party.,<extra_id_0> Lin Yu-chang <extra_id_1>
329,3945,2018,<extra_id_0> is the chair of Belgian Senate.,<extra_id_0> Jacques Brotchi <extra_id_1>
330,3953,2018,<extra_id_0> is the chair of Stortinget.,<extra_id_0> Tone Wilhelmsen Trøen <extra_id_1>
331,3963,2018,<extra_id_0> is the chair of Association for Computing Machinery.,<extra_id_0> Vicki Lynne Hanson <extra_id_1>
332,3974,2018,<extra_id_0> is the chair of French National Assembly.,<extra_id_0> François de Rugy <extra_id_1>
333,3985,2018,<extra_id_0> is the chair of Knesset.,<extra_id_0> Yuli Edelstein <extra_id_1>
334,3989,2018,<extra_id_0> is the chair of United States Department of Energy.,<extra_id_0> Rick Perry <extra_id_1>
335,4000,2018,<extra_id_0> is the chair of Estonian Centre Party.,<extra_id_0> Jüri Ratas <extra_id_1>
336,4011,2018,<extra_id_0> is the chair of Folketing.,<extra_id_0> Pia Kjærsgaard <extra_id_1>
337,4022,2018,<extra_id_0> is the chair of Danish People's Party.,<extra_id_0> Kristian Thulesen Dahl <extra_id_1>
338,4031,2018,<extra_id_0> is the chair of Club of Rome.,<extra_id_0> Anders Wijkman <extra_id_1>
339,4040,2018,<extra_id_0> is the chair of Green Party.,<extra_id_0> Gustav Fridolin <extra_id_1>
340,4049,2018,<extra_id_0> is the chair of International Bank for Reconstruction and Development.,<extra_id_0> Jim Yong Kim <extra_id_1>
341,4060,2018,<extra_id_0> is the chair of Federation of Expellees.,<extra_id_0> Bernd Fabritius <extra_id_1>
342,4071,2018,<extra_id_0> is the chair of European Bank for Reconstruction and Development.,<extra_id_0> Suma Chakrabarti <extra_id_1>
343,4080,2018,<extra_id_0> is the chair of Assembly of Experts for Leadership.,<extra_id_0> Ahmad Jannati <extra_id_1>
344,4086,2018,<extra_id_0> is the chair of Save Romania Union.,<extra_id_0> Ilie-Dan Barna <extra_id_1>
345,4096,2018,<extra_id_0> is the chair of RCD Mallorca.,<extra_id_0> Andy Kohlberg <extra_id_1>
346,4105,2018,<extra_id_0> is the chair of Brothers of Italy.,<extra_id_0> Giorgia Meloni <extra_id_1>
347,4112,2018,<extra_id_0> is the chair of Financial Reporting Council.,<extra_id_0> Winfried Bischoff <extra_id_1>
348,4128,2018,<extra_id_0> is the chair of Supreme Court of Spain.,<extra_id_0> Carlos Lesmes <extra_id_1>
349,4139,2018,<extra_id_0> is the chair of Y Combinator.,<extra_id_0> Sam Altman <extra_id_1>
350,4145,2018,<extra_id_0> is the chair of Group Centrist Union.,<extra_id_0> Hervé Marseille <extra_id_1>
351,4156,2018,<extra_id_0> is the chair of Kyoto University.,<extra_id_0> Juichi Yamagiwa <extra_id_1>
352,4167,2018,<extra_id_0> is the chair of Economic Community of West African States.,<extra_id_0> Faure Essozimna Gnassingbé Eyadéma <extra_id_1>
353,4178,2018,<extra_id_0> is the chair of Christian Social People's Party.,<extra_id_0> Marc Spautz <extra_id_1>
354,4184,2018,<extra_id_0> is the chair of Feminist Initiative.,<extra_id_0> Gudrun Schyman <extra_id_1>
355,4195,2018,<extra_id_0> is the chair of Chamber of Deputies.,<extra_id_0> Fernand Etgen <extra_id_1>
356,4200,2018,<extra_id_0> is the chair of Democratic National Committee.,<extra_id_0> Thomas Perez <extra_id_1>
357,4211,2018,<extra_id_0> is the chair of Financial Stability Board.,<extra_id_0> Mark Carney <extra_id_1>
358,4222,2018,<extra_id_0> is the chair of Landtag of Bavaria.,<extra_id_0> Barbara Stamm <extra_id_1>
359,4228,2018,<extra_id_0> is the chair of DENK.,<extra_id_0> Tunahan Kuzu <extra_id_1>
360,4241,2018,<extra_id_0> is the chair of Assemblea Nacional Catalana.,<extra_id_0> Elisenda Paluzie <extra_id_1>
361,4252,2018,<extra_id_0> is the chair of Ministry of Economy and Finance.,<extra_id_0> Kim Dong-yeon <extra_id_1>
362,4263,2018,<extra_id_0> is the chair of Toulouse FC.,<extra_id_0> Olivier Sadran <extra_id_1>
363,4274,2018,<extra_id_0> is the chair of Associated British Foods.,<extra_id_0> Charles Sinclair <extra_id_1>
364,4285,2018,<extra_id_0> is the chair of Lega Lombarda.,<extra_id_0> Giancarlo Giorgetti <extra_id_1>
365,4295,2018,<extra_id_0> is the chair of Protezione Civile.,<extra_id_0> Angelo Borrelli <extra_id_1>
366,4312,2018,<extra_id_0> is the chair of European Movement International.,<extra_id_0> Jo Leinen <extra_id_1>
367,4323,2018,<extra_id_0> is the chair of Roman Catholic Archdiocese of Kingston.,<extra_id_0> Brendan O'Brien <extra_id_1>
368,4334,2018,<extra_id_0> is the chair of Alliance of Liberals and Democrats for Europe Party.,<extra_id_0> Hans van Baalen <extra_id_1>
369,4344,2018,"<extra_id_0> is the chair of Ministry of Culture, Sports and Tourism.",<extra_id_0> Do Jong-hwan <extra_id_1>
370,4355,2018,<extra_id_0> is the chair of Òmnium Cultural.,<extra_id_0> Jordi Cuixart i Navarro <extra_id_1>
371,4366,2018,<extra_id_0> is the chair of National Society of Film Critics.,<extra_id_0> Justin Chang <extra_id_1>
372,4372,2018,<extra_id_0> is the chair of Committee for the Defence of Democracy.,<extra_id_0> Krzysztof Łoziński <extra_id_1>
373,4383,2018,<extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.,<extra_id_0> Arsen Avakov <extra_id_1>
374,4391,2018,<extra_id_0> is the chair of The Physiological Society.,<extra_id_0> David A. Eisner <extra_id_1>
375,4402,2018,<extra_id_0> is the chair of Atlantik-Brücke.,<extra_id_0> Friedrich Merz <extra_id_1>
376,4405,2018,<extra_id_0> is the chair of Democratic Party for the People.,<extra_id_0> Yūichirō Tamaki <extra_id_1>
377,4410,2018,<extra_id_0> is the chair of Ministry of Health and Welfare.,<extra_id_0> Park Neung-hoo <extra_id_1>
378,4420,2018,<extra_id_0> is the chair of Barcelona metropolitan area.,<extra_id_0> Ada Colau <extra_id_1>
379,4423,2018,<extra_id_0> is the chair of Ministry of Ecology and Environment.,<extra_id_0> Li Ganjie <extra_id_1>
380,4438,2018,<extra_id_0> is the chair of Progressive Party of Maldives.,<extra_id_0> Abdulla Yameen <extra_id_1>
381,4449,2018,<extra_id_0> is the chair of Saxon academy of arts.,<extra_id_0> Wilfried Krätzschmar <extra_id_1>
382,4460,2018,<extra_id_0> is the chair of Drasi.,<extra_id_0> Theodoros Skylakakis <extra_id_1>
383,4478,2018,<extra_id_0> is the chair of Andrew W. Mellon Foundation.,<extra_id_0> Elizabeth Alexander <extra_id_1>
384,4493,2018,<extra_id_0> is the chair of CDU Baden-Württemberg.,<extra_id_0> Thomas Strobl <extra_id_1>
385,4504,2018,"<extra_id_0> is the chair of Embassy of Ukraine, London.",<extra_id_0> Natalia Galibarenko <extra_id_1>
386,4515,2018,<extra_id_0> is the chair of Russian Olympic Committee.,<extra_id_0> Alexander Zhukov <extra_id_1>
387,4524,2018,"<extra_id_0> is the chair of Embassy of Ukraine, Ottawa.",<extra_id_0> Andriy Shevchenko <extra_id_1>
388,4530,2018,<extra_id_0> is the chair of Network of the Presidents of the Supreme Judicial Courts of the European Union.,<extra_id_0> Priit Pikamäe <extra_id_1>
389,4533,2018,<extra_id_0> is the chair of Ministry of Culture and Tourism of the People's Republic of China.,<extra_id_0> Luo Shugang <extra_id_1>
390,4543,2018,<extra_id_0> is the chair of Verband der Reservisten der Deutschen Bundeswehr.,<extra_id_0> Oswin Veith <extra_id_1>
391,4554,2018,<extra_id_0> is the chair of Société des amis du Louvre.,<extra_id_0> Louis-Antoine Prat <extra_id_1>
392,4557,2018,<extra_id_0> is the chair of Libertés and Territories Group.,<extra_id_0> Philippe Vigier <extra_id_1>
393,4565,2018,<extra_id_0> is the chair of Bordeaux Montaigne University.,<extra_id_0> Hélène Velasco-Graciet <extra_id_1>
394,4576,2018,<extra_id_0> is the chair of Likud Central Committee.,<extra_id_0> Haim Katz <extra_id_1>
395,4584,2018,Alexei Navalny is a member of the <extra_id_0>.,<extra_id_0> Russia of the Future <extra_id_1>
396,4595,2018,Muhammadu Buhari is a member of the <extra_id_0>.,<extra_id_0> All Progressives Congress <extra_id_1>
397,4606,2018,Rocky Anderson is a member of the <extra_id_0>.,<extra_id_0> Justice Party <extra_id_1>
398,4617,2018,Kim Davis is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
399,4628,2018,Moshe Feiglin is a member of the <extra_id_0>.,<extra_id_0> Zehut <extra_id_1>
400,4639,2018,Sarath Fonseka is a member of the <extra_id_0>.,<extra_id_0> United National Front for Good Governance <extra_id_1>
401,4650,2018,Bill Weld is a member of the <extra_id_0>.,<extra_id_0> Libertarian Party <extra_id_1>
402,4668,2018,Cory Bernardi is a member of the <extra_id_0>.,<extra_id_0> Australian Conservatives <extra_id_1>
403,4684,2018,Omarosa Manigault Newman is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
404,4695,2018,Dennis Hood is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
405,4705,2018,Marina Silva is a member of the <extra_id_0>.,<extra_id_0> Sustainability Network <extra_id_1>
406,4716,2018,Richard Painter is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
407,4727,2018,Per Sandberg is a member of the <extra_id_0>.,<extra_id_0> Progress Party <extra_id_1>
408,4738,2018,Svitlana Zalishchuk is a member of the <extra_id_0>.,<extra_id_0> Democratic Alliance <extra_id_1>
409,4749,2018,Jim Justice is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
410,4760,2018,Adonis Georgiades is a member of the <extra_id_0>.,<extra_id_0> New Democracy <extra_id_1>
411,4771,2018,Jacques Boutault is a member of the <extra_id_0>.,<extra_id_0> Europe Ecology – The Greens <extra_id_1>
412,4782,2018,Sam Gyimah is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
413,4793,2018,Roberts Zīle is a member of the <extra_id_0>.,<extra_id_0> National Alliance <extra_id_1>
414,4804,2018,Benoît Hamon is a member of the <extra_id_0>.,<extra_id_0> Génération.s <extra_id_1>
415,4815,2018,Sylvie Goulard is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
416,4826,2018,Craig Mackinlay is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
417,4848,2018,Édouard Philippe is a member of the <extra_id_0>.,<extra_id_0> The Republicans <extra_id_1>
418,4876,2018,Carlo Giovanardi is a member of the <extra_id_0>.,<extra_id_0> Identity and Action <extra_id_1>
419,4884,2018,Frauke Petry is a member of the <extra_id_0>.,<extra_id_0> The Blue Party <extra_id_1>
420,4895,2018,Kushboo is a member of the <extra_id_0>.,<extra_id_0> Indian National Congress <extra_id_1>
421,4906,2018,Heidi Allen is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
422,4917,2018,Y. S. Jaganmohan Reddy is a member of the <extra_id_0>.,<extra_id_0> YSR Congress Party <extra_id_1>
423,4926,2018,Abdalá Bucaram Ortiz is a member of the <extra_id_0>.,<extra_id_0> Fuerza Ecuador <extra_id_1>
424,4932,2018,Carlo Calenda is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
425,4943,2018,Laurențiu Rebega is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
426,4954,2018,Steve Dickson is a member of the <extra_id_0>.,<extra_id_0> One Nation <extra_id_1>
427,4965,2018,Ákos Hadházy is a member of the <extra_id_0>.,<extra_id_0> Politics Can Be Different <extra_id_1>
428,4974,2018,Gianni Alemanno is a member of the <extra_id_0>.,<extra_id_0> National Movement for Sovereignty <extra_id_1>
429,4981,2018,Zury Ríos is a member of the <extra_id_0>.,<extra_id_0> Valor (political party) <extra_id_1>
430,4992,2018,Tom O'Halleran is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
431,5003,2018,Gabriela Rivadeneira is a member of the <extra_id_0>.,<extra_id_0> PAIS Alliance <extra_id_1>
432,5014,2018,Andrew Leung is a member of the <extra_id_0>.,<extra_id_0> Business and Professionals Alliance for Hong Kong <extra_id_1>
433,5030,2018,Teodor Meleșcanu is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
434,5040,2018,James Marape is a member of the <extra_id_0>.,<extra_id_0> People's National Congress Party <extra_id_1>
435,5051,2018,Kristin Michelsen is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party of the Faroe Islands <extra_id_1>
436,5062,2018,Marta Andreasen is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
437,5073,2018,Aleksa Bečić is a member of the <extra_id_0>.,<extra_id_0> Democratic Montenegro <extra_id_1>
438,5087,2018,Banri Kaieda is a member of the <extra_id_0>.,<extra_id_0> Constitutional Democratic Party of Japan <extra_id_1>
439,5092,2018,Maszlee Malik is a member of the <extra_id_0>.,<extra_id_0> Malaysian United Indigenous Party <extra_id_1>
440,5103,2018,Uffe Elbæk is a member of the <extra_id_0>.,<extra_id_0> The Alternative <extra_id_1>
441,5114,2018,Karen Casey is a member of the <extra_id_0>.,<extra_id_0> Nova Scotia Liberal Party <extra_id_1>
442,5125,2018,Roberta Anastase is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
443,5136,2018,Linda Collins-Smith is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
444,5147,2018,Marios Matsakis is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
445,5157,2018,Yvan Benedetti is a member of the <extra_id_0>.,<extra_id_0> French nationalist party <extra_id_1>
446,5168,2018,Gergely Karácsony is a member of the <extra_id_0>.,<extra_id_0> Dialogue for Hungary <extra_id_1>
447,5179,2018,Miloud Chaabi is a member of the <extra_id_0>.,<extra_id_0> Environment and Sustainable Development Party <extra_id_1>
448,5184,2018,Václav Klaus Jr. is a member of the <extra_id_0>.,<extra_id_0> Civic Democratic Party <extra_id_1>
449,5195,2018,Antonio Razzi is a member of the <extra_id_0>.,<extra_id_0> Forza Italia (2013) <extra_id_1>
450,5221,2018,Lluís Puig i Gordi is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
451,5232,2018,Joachim Starbatty is a member of the <extra_id_0>.,<extra_id_0> Liberal Conservative Reformers <extra_id_1>
452,5244,2018,John Finnie is a member of the <extra_id_0>.,<extra_id_0> Scottish Green Party <extra_id_1>
453,5255,2018,Jaume Bartumeu is a member of the <extra_id_0>.,<extra_id_0> Social Democracy and Progress <extra_id_1>
454,5262,2018,Kim Han-gil is a member of the <extra_id_0>.,<extra_id_0> People's Party <extra_id_1>
455,5273,2018,Akram Hasson is a member of the <extra_id_0>.,<extra_id_0> Kulanu <extra_id_1>
456,5284,2018,Park Byeong-seug is a member of the <extra_id_0>.,<extra_id_0> Democratic Party of Korea <extra_id_1>
457,5295,2018,Aurore Bergé is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
458,5306,2018,Kamel Morjane is a member of the <extra_id_0>.,<extra_id_0> National Destourian Initiative <extra_id_1>
459,5317,2018,Sunil Babu Pant is a member of the <extra_id_0>.,<extra_id_0> Communist Party of Nepal (Unified Marxist–Leninist) <extra_id_1>
460,5328,2018,Scott Andrews is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
461,5339,2018,Fabrizio Cicchitto is a member of the <extra_id_0>.,<extra_id_0> Popular Alternative <extra_id_1>
462,5346,2018,Omar Balafrej is a member of the <extra_id_0>.,<extra_id_0> Unified Socialist Party <extra_id_1>
463,5357,2018,Peter Pilz is a member of the <extra_id_0>.,<extra_id_0> NOW – Pilz List <extra_id_1>
464,5376,2018,John Longworth is a member of the <extra_id_0>.,<extra_id_0> Brexit Party <extra_id_1>
465,5383,2018,Janice Lee is a member of the <extra_id_0>.,<extra_id_0> Parti Rakyat Malaysia <extra_id_1>
466,5394,2018,Hanna Jensen is a member of the <extra_id_0>.,<extra_id_0> Progress <extra_id_1>
467,5405,2018,Viron Polydoras is a member of the <extra_id_0>.,<extra_id_0> Union for the Homeland and the People <extra_id_1>
468,5416,2018,Hsu Hsin-ying is a member of the <extra_id_0>.,<extra_id_0> Minkuotang <extra_id_1>
469,5427,2018,Ichita Yamamoto is a member of the <extra_id_0>.,<extra_id_0> Liberal Democratic Party <extra_id_1>
470,5438,2018,John Darley is a member of the <extra_id_0>.,<extra_id_0> Advance SA <extra_id_1>
471,5444,2018,Kawlo Iyun Pacidal is a member of the <extra_id_0>.,<extra_id_0> New Power Party <extra_id_1>
472,5451,2018,Guillaume Rose is a member of the <extra_id_0>.,<extra_id_0> Horizon Monaco <extra_id_1>
473,5462,2018,Ovidiu Silaghi is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
474,5478,2018,Daniel Salaverry is a member of the <extra_id_0>.,<extra_id_0> Popular Force <extra_id_1>
475,5489,2018,Ichirō Matsui is a member of the <extra_id_0>.,<extra_id_0> Osaka Restoration Association <extra_id_1>
476,5500,2018,Dan Satterberg is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
477,5511,2018,Sonja Jógvansdóttir is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
478,5522,2018,José Rafael Abinader Wasaf is a member of the <extra_id_0>.,<extra_id_0> Modern Revolutionary Party <extra_id_1>
479,5531,2018,Jaume Alonso-Cuevillas is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
480,5545,2018,Olivia Grégoire is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
481,5556,2018,Rahşan Ecevit is a member of the <extra_id_0>.,<extra_id_0> Republican People's Party <extra_id_1>
482,5567,2018,Àngels Martínez Castells is a member of the <extra_id_0>.,<extra_id_0> Som Alternativa <extra_id_1>
483,5578,2018,Irene Rigau Oliver is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
484,5589,2018,Gheorghe Flutur is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
485,5600,2018,Josep Ramon Bosch i Codina is a member of the <extra_id_0>.,<extra_id_0> People's Party <extra_id_1>
486,5611,2018,Saleem Shahzad is a member of the <extra_id_0>.,<extra_id_0> Pakistan Tehreek-e-Insaf <extra_id_1>
487,5620,2018,Darius Bogdan Vâlcov is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party <extra_id_1>
488,5631,2018,Shpend Ahmeti is a member of the <extra_id_0>.,<extra_id_0> Vetëvendosje! <extra_id_1>
489,5641,2018,Dimitar Stoyanov is a member of the <extra_id_0>.,<extra_id_0> National-Democratic Party <extra_id_1>
490,5652,2018,Eskil Brøndbo is a member of the <extra_id_0>.,<extra_id_0> Conservative Party of Norway <extra_id_1>
491,5662,2018,Chen Fu-hai is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
