index,original,date,input,output
249,3205,2020,"Leonor, Princess of Asturias holds the position of <extra_id_0>.",<extra_id_0> Prince of Girona <extra_id_1>
250,3229,2020,Taur Matan Ruak holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of East Timor <extra_id_1>
251,3235,2020,Mauricio Vila Dosal holds the position of <extra_id_0>.,<extra_id_0> Governor of Yucatán <extra_id_1>
252,3272,2020,Tim Davie holds the position of <extra_id_0>.,<extra_id_0> Director-General of the BBC <extra_id_1>
253,3282,2020,Stephen Donnelly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
254,3297,2020,Sampathawaduge Maxwell Grenville Silva holds the position of <extra_id_0>.,<extra_id_0> auxiliary bishop <extra_id_1>
255,3302,2020,Michel Spiro holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
256,3313,2020,Brendan Smith holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
257,3324,2020,David Dabede Mabuza holds the position of <extra_id_0>.,<extra_id_0> vice president <extra_id_1>
258,3328,2020,Chung Sye-kyun holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of South Korea <extra_id_1>
259,3344,2020,Mary Mitchell O'Connor holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
260,3353,2020,Arayik Harutyunyan holds the position of <extra_id_0>.,<extra_id_0> President of Artsakh <extra_id_1>
261,3361,2020,Malala Yousafzai attended <extra_id_0>.,<extra_id_0> Lady Margaret Hall <extra_id_1>
262,3377,2020,Katie Ledecky attended <extra_id_0>.,<extra_id_0> Stanford University <extra_id_1>
263,3388,2020,Baker Mayfield attended <extra_id_0>.,<extra_id_0> University of Oklahoma <extra_id_1>
264,3423,2020,Paige Bueckers attended <extra_id_0>.,<extra_id_0> University of Connecticut <extra_id_1>
265,3445,2020,Jevon Carter attended <extra_id_0>.,<extra_id_0> West Virginia University <extra_id_1>
266,3477,2020,Killian Tillie attended <extra_id_0>.,<extra_id_0> Gonzaga University <extra_id_1>
267,3482,2020,Tai Wynyard attended <extra_id_0>.,<extra_id_0> Santa Clara University <extra_id_1>
268,3493,2020,Luke Falk attended <extra_id_0>.,<extra_id_0> Washington State University <extra_id_1>
269,3513,2020,Tiffany Trump attended <extra_id_0>.,<extra_id_0> Georgetown University <extra_id_1>
270,3521,2020,Leticia Romero attended <extra_id_0>.,<extra_id_0> Florida State University <extra_id_1>
271,3532,2020,Fletcher Magee attended <extra_id_0>.,<extra_id_0> Wofford College <extra_id_1>
272,3543,2020,Grant Williams attended <extra_id_0>.,"<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
273,3573,2020,Ayman Rashdan Wong attended <extra_id_0>.,<extra_id_0> University of Malaya <extra_id_1>
274,3584,2020,Felix Finkbeiner attended <extra_id_0>.,<extra_id_0> ETH Zurich <extra_id_1>
275,3600,2020,Clayton Custer attended <extra_id_0>.,<extra_id_0> Loyola University Chicago <extra_id_1>
276,3605,2020,Kiya Johnson attended <extra_id_0>.,<extra_id_0> Louisiana State University <extra_id_1>
277,3618,2020,Katalin Cseh attended <extra_id_0>.,<extra_id_0> Eötvös Loránd University <extra_id_1>
278,3637,2020,Megan Walker attended <extra_id_0>.,<extra_id_0> University of Connecticut <extra_id_1>
279,3662,2020,Lee Hyun-joo attended <extra_id_0>.,<extra_id_0> Sungshin Women's University <extra_id_1>
280,3680,2020,Louise Coldefy attended <extra_id_0>.,<extra_id_0> Conservatoire national supérieur d'art dramatique <extra_id_1>
281,3696,2020,Brielle Biermann attended <extra_id_0>.,<extra_id_0> Georgia State University <extra_id_1>
282,3707,2020,<extra_id_0> is the chair of bp.,<extra_id_0> Helge Lund <extra_id_1>
283,3718,2020,<extra_id_0> is the chair of Republican Party.,<extra_id_0> Ronna Romney McDaniel <extra_id_1>
284,3726,2020,<extra_id_0> is the chair of Islamic State of Iraq and the Levant.,<extra_id_0> Abu Ibrahim al-Hashimi al-Qurashi <extra_id_1>
285,3737,2020,<extra_id_0> is the chair of Democratic Party.,<extra_id_0> Paolo Gentiloni <extra_id_1>
286,3744,2020,<extra_id_0> is the chair of Sainsbury's.,<extra_id_0> Martin Scicluna <extra_id_1>
287,3755,2020,<extra_id_0> is the chair of National Rally.,<extra_id_0> Marine Le Pen <extra_id_1>
288,3766,2020,<extra_id_0> is the chair of Swansea City A.F.C..,<extra_id_0> Trevor Birch <extra_id_1>
289,3777,2020,<extra_id_0> is the chair of Libertarian Party.,<extra_id_0> Nicholas Sarwark <extra_id_1>
290,3788,2020,<extra_id_0> is the chair of Anti-Defamation League.,<extra_id_0> Jonathan Greenblatt <extra_id_1>
291,3799,2020,<extra_id_0> is the chair of International Olympic Committee.,<extra_id_0> Thomas Bach <extra_id_1>
292,3810,2020,<extra_id_0> is the chair of HSBC.,<extra_id_0> Mark Tucker <extra_id_1>
293,3819,2020,<extra_id_0> is the chair of World Bank.,<extra_id_0> David Malpass <extra_id_1>
294,3827,2020,<extra_id_0> is the chair of Alternative for Germany.,<extra_id_0> Jörg Meuthen <extra_id_1>
295,3838,2020,<extra_id_0> is the chair of Scottish Parliament.,<extra_id_0> Ken Macintosh <extra_id_1>
296,3849,2020,<extra_id_0> is the chair of Aston Villa F.C..,<extra_id_0> Nassef Sawiris <extra_id_1>
297,3860,2020,<extra_id_0> is the chair of International Shooting Sport Federation.,<extra_id_0> Vladimir Lisin <extra_id_1>
298,3871,2020,<extra_id_0> is the chair of Finns Party.,<extra_id_0> Jussi Halla-aho <extra_id_1>
299,3892,2020,<extra_id_0> is the chair of Organisation of Islamic Cooperation.,<extra_id_0> Yousef Al-Othaimeen <extra_id_1>
300,3903,2020,<extra_id_0> is the chair of NatWest Group.,<extra_id_0> Sir Howard Davies <extra_id_1>
301,3913,2020,<extra_id_0> is the chair of Conseil national du numérique.,<extra_id_0> Gilles Babinet <extra_id_1>
302,3924,2020,<extra_id_0> is the chair of Lloyds Banking Group.,<extra_id_0> Lord Blackwell <extra_id_1>
303,3930,2020,<extra_id_0> is the chair of Women's Equality Party.,<extra_id_0> Catherine Mayer <extra_id_1>
304,3941,2020,<extra_id_0> is the chair of Democratic Progressive Party.,<extra_id_0> Cho Jung-tai <extra_id_1>
305,3947,2020,<extra_id_0> is the chair of Belgian Senate.,<extra_id_0> Sabine Laruelle <extra_id_1>
306,3955,2020,<extra_id_0> is the chair of Stortinget.,<extra_id_0> Tone Wilhelmsen Trøen <extra_id_1>
307,3965,2020,<extra_id_0> is the chair of Association for Computing Machinery.,<extra_id_0> Gabriele Kotsis <extra_id_1>
308,3976,2020,<extra_id_0> is the chair of French National Assembly.,<extra_id_0> Richard Ferrand <extra_id_1>
309,3987,2020,<extra_id_0> is the chair of Knesset.,<extra_id_0> Yariv Levin <extra_id_1>
310,3991,2020,<extra_id_0> is the chair of United States Department of Energy.,<extra_id_0> Dan R. Brouillette <extra_id_1>
311,4002,2020,<extra_id_0> is the chair of Estonian Centre Party.,<extra_id_0> Jüri Ratas <extra_id_1>
312,4013,2020,<extra_id_0> is the chair of Folketing.,<extra_id_0> Henrik Dam Kristensen <extra_id_1>
313,4024,2020,<extra_id_0> is the chair of Danish People's Party.,<extra_id_0> Kristian Thulesen Dahl <extra_id_1>
314,4033,2020,<extra_id_0> is the chair of Club of Rome.,<extra_id_0> Mamphela Ramphele <extra_id_1>
315,4042,2020,<extra_id_0> is the chair of Green Party.,<extra_id_0> Gustav Fridolin <extra_id_1>
316,4051,2020,<extra_id_0> is the chair of International Bank for Reconstruction and Development.,<extra_id_0> David Malpass <extra_id_1>
317,4062,2020,<extra_id_0> is the chair of Federation of Expellees.,<extra_id_0> Bernd Fabritius <extra_id_1>
318,4073,2020,<extra_id_0> is the chair of European Bank for Reconstruction and Development.,<extra_id_0> Suma Chakrabarti <extra_id_1>
319,4082,2020,<extra_id_0> is the chair of Assembly of Experts for Leadership.,<extra_id_0> Ahmad Jannati <extra_id_1>
320,4088,2020,<extra_id_0> is the chair of Save Romania Union.,<extra_id_0> Ilie-Dan Barna <extra_id_1>
321,4098,2020,<extra_id_0> is the chair of RCD Mallorca.,<extra_id_0> Andy Kohlberg <extra_id_1>
322,4107,2020,<extra_id_0> is the chair of Brothers of Italy.,<extra_id_0> Giorgia Meloni <extra_id_1>
323,4114,2020,<extra_id_0> is the chair of Financial Reporting Council.,<extra_id_0> Simon Dingemans <extra_id_1>
324,4130,2020,<extra_id_0> is the chair of Supreme Court of Spain.,<extra_id_0> Carlos Lesmes <extra_id_1>
325,4141,2020,<extra_id_0> is the chair of Y Combinator.,<extra_id_0> Geoff Ralston <extra_id_1>
326,4147,2020,<extra_id_0> is the chair of Group Centrist Union.,<extra_id_0> Hervé Marseille <extra_id_1>
327,4158,2020,<extra_id_0> is the chair of Kyoto University.,<extra_id_0> Juichi Yamagiwa <extra_id_1>
328,4169,2020,<extra_id_0> is the chair of Economic Community of West African States.,<extra_id_0> Mahamadou Issoufou <extra_id_1>
329,4180,2020,<extra_id_0> is the chair of Christian Social People's Party.,<extra_id_0> Frank Engel <extra_id_1>
330,4186,2020,<extra_id_0> is the chair of Feminist Initiative.,<extra_id_0> Farida al-Abani <extra_id_1>
331,4197,2020,<extra_id_0> is the chair of Chamber of Deputies.,<extra_id_0> Fernand Etgen <extra_id_1>
332,4202,2020,<extra_id_0> is the chair of Democratic National Committee.,<extra_id_0> Thomas Perez <extra_id_1>
333,4213,2020,<extra_id_0> is the chair of Financial Stability Board.,<extra_id_0> Mark Carney <extra_id_1>
334,4224,2020,<extra_id_0> is the chair of Landtag of Bavaria.,<extra_id_0> Ilse Aigner <extra_id_1>
335,4230,2020,<extra_id_0> is the chair of DENK.,<extra_id_0> Tunahan Kuzu <extra_id_1>
336,4243,2020,<extra_id_0> is the chair of Assemblea Nacional Catalana.,<extra_id_0> Elisenda Paluzie <extra_id_1>
337,4245,2020,<extra_id_0> is the chair of Yamina.,<extra_id_0> Naftali Bennett <extra_id_1>
338,4254,2020,<extra_id_0> is the chair of Ministry of Economy and Finance.,<extra_id_0> Kim Dong-yeon <extra_id_1>
339,4265,2020,<extra_id_0> is the chair of Toulouse FC.,<extra_id_0> Damien Comolli <extra_id_1>
340,4276,2020,<extra_id_0> is the chair of Associated British Foods.,<extra_id_0> Michael McLintock <extra_id_1>
341,4287,2020,<extra_id_0> is the chair of Lega Lombarda.,<extra_id_0> Giancarlo Giorgetti <extra_id_1>
342,4297,2020,<extra_id_0> is the chair of Protezione Civile.,<extra_id_0> Angelo Borrelli <extra_id_1>
343,4298,2020,<extra_id_0> is the chair of Global Travel Taskforce.,<extra_id_0> Grant Shapps <extra_id_1>
344,4314,2020,<extra_id_0> is the chair of European Movement International.,<extra_id_0> Jo Leinen <extra_id_1>
345,4325,2020,<extra_id_0> is the chair of Roman Catholic Archdiocese of Kingston.,<extra_id_0> Michael Mulhall <extra_id_1>
346,4336,2020,<extra_id_0> is the chair of Alliance of Liberals and Democrats for Europe Party.,<extra_id_0> Hans van Baalen <extra_id_1>
347,4346,2020,"<extra_id_0> is the chair of Ministry of Culture, Sports and Tourism.",<extra_id_0> Do Jong-hwan <extra_id_1>
348,4357,2020,<extra_id_0> is the chair of Òmnium Cultural.,<extra_id_0> Jordi Cuixart i Navarro <extra_id_1>
349,4368,2020,<extra_id_0> is the chair of National Society of Film Critics.,<extra_id_0> Justin Chang <extra_id_1>
350,4374,2020,<extra_id_0> is the chair of Committee for the Defence of Democracy.,<extra_id_0> Krzysztof Łoziński <extra_id_1>
351,4385,2020,<extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.,<extra_id_0> Arsen Avakov <extra_id_1>
352,4393,2020,<extra_id_0> is the chair of The Physiological Society.,<extra_id_0> David A. Eisner <extra_id_1>
353,4404,2020,<extra_id_0> is the chair of Atlantik-Brücke.,<extra_id_0> Sigmar Gabriel <extra_id_1>
354,4407,2020,<extra_id_0> is the chair of Democratic Party for the People.,<extra_id_0> Yūichirō Tamaki <extra_id_1>
355,4412,2020,<extra_id_0> is the chair of Ministry of Health and Welfare.,<extra_id_0> Park Neung-hoo <extra_id_1>
356,4422,2020,<extra_id_0> is the chair of Barcelona metropolitan area.,<extra_id_0> Ada Colau <extra_id_1>
357,4425,2020,<extra_id_0> is the chair of Ministry of Ecology and Environment.,<extra_id_0> Huang Runqiu <extra_id_1>
358,4440,2020,<extra_id_0> is the chair of Progressive Party of Maldives.,<extra_id_0> Abdulla Yameen <extra_id_1>
359,4451,2020,<extra_id_0> is the chair of Saxon academy of arts.,<extra_id_0> Wilfried Krätzschmar <extra_id_1>
360,4462,2020,<extra_id_0> is the chair of Drasi.,<extra_id_0> Theodoros Skylakakis <extra_id_1>
361,4480,2020,<extra_id_0> is the chair of Andrew W. Mellon Foundation.,<extra_id_0> Elizabeth Alexander <extra_id_1>
362,4495,2020,<extra_id_0> is the chair of CDU Baden-Württemberg.,<extra_id_0> Thomas Strobl <extra_id_1>
363,4506,2020,"<extra_id_0> is the chair of Embassy of Ukraine, London.",<extra_id_0> Natalia Galibarenko <extra_id_1>
364,4526,2020,"<extra_id_0> is the chair of Embassy of Ukraine, Ottawa.",<extra_id_0> Andriy Shevchenko <extra_id_1>
365,4532,2020,<extra_id_0> is the chair of Network of the Presidents of the Supreme Judicial Courts of the European Union.,<extra_id_0> Priit Pikamäe <extra_id_1>
366,4535,2020,<extra_id_0> is the chair of Ministry of Culture and Tourism of the People's Republic of China.,<extra_id_0> Luo Shugang <extra_id_1>
367,4545,2020,<extra_id_0> is the chair of Verband der Reservisten der Deutschen Bundeswehr.,<extra_id_0> Patrick Sensburg <extra_id_1>
368,4556,2020,<extra_id_0> is the chair of Société des amis du Louvre.,<extra_id_0> Louis-Antoine Prat <extra_id_1>
369,4559,2020,<extra_id_0> is the chair of Libertés and Territories Group.,<extra_id_0> Philippe Vigier <extra_id_1>
370,4567,2020,<extra_id_0> is the chair of Bordeaux Montaigne University.,<extra_id_0> Hélène Velasco-Graciet <extra_id_1>
371,4578,2020,<extra_id_0> is the chair of Likud Central Committee.,<extra_id_0> Haim Katz <extra_id_1>
372,4586,2020,Alexei Navalny is a member of the <extra_id_0>.,<extra_id_0> Russia of the Future <extra_id_1>
373,4597,2020,Muhammadu Buhari is a member of the <extra_id_0>.,<extra_id_0> All Progressives Congress <extra_id_1>
374,4608,2020,Rocky Anderson is a member of the <extra_id_0>.,<extra_id_0> Justice Party <extra_id_1>
375,4619,2020,Kim Davis is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
376,4630,2020,Moshe Feiglin is a member of the <extra_id_0>.,<extra_id_0> Zehut <extra_id_1>
377,4641,2020,Sarath Fonseka is a member of the <extra_id_0>.,<extra_id_0> United National Front for Good Governance <extra_id_1>
378,4652,2020,Bill Weld is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
379,4686,2020,Omarosa Manigault Newman is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
380,4697,2020,Dennis Hood is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
381,4707,2020,Marina Silva is a member of the <extra_id_0>.,<extra_id_0> Sustainability Network <extra_id_1>
382,4718,2020,Richard Painter is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
383,4729,2020,Per Sandberg is a member of the <extra_id_0>.,<extra_id_0> Progress Party <extra_id_1>
384,4740,2020,Svitlana Zalishchuk is a member of the <extra_id_0>.,<extra_id_0> Democratic Alliance <extra_id_1>
385,4751,2020,Jim Justice is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
386,4762,2020,Adonis Georgiades is a member of the <extra_id_0>.,<extra_id_0> New Democracy <extra_id_1>
387,4773,2020,Jacques Boutault is a member of the <extra_id_0>.,<extra_id_0> Europe Ecology – The Greens <extra_id_1>
388,4784,2020,Sam Gyimah is a member of the <extra_id_0>.,<extra_id_0> Liberal Democrats <extra_id_1>
389,4795,2020,Roberts Zīle is a member of the <extra_id_0>.,<extra_id_0> National Alliance <extra_id_1>
390,4806,2020,Benoît Hamon is a member of the <extra_id_0>.,<extra_id_0> Génération.s <extra_id_1>
391,4817,2020,Sylvie Goulard is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
392,4828,2020,Craig Mackinlay is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
393,4858,2020,Mark Reckless is a member of the <extra_id_0>.,<extra_id_0> Abolish the Welsh Assembly Party <extra_id_1>
394,4867,2020,Terry Mills is a member of the <extra_id_0>.,<extra_id_0> Territory Alliance <extra_id_1>
395,4878,2020,Carlo Giovanardi is a member of the <extra_id_0>.,<extra_id_0> Identity and Action <extra_id_1>
396,4886,2020,Frauke Petry is a member of the <extra_id_0>.,<extra_id_0> The Blue Party <extra_id_1>
397,4897,2020,Kushboo is a member of the <extra_id_0>.,<extra_id_0> Bharatiya Janata Party <extra_id_1>
398,4908,2020,Heidi Allen is a member of the <extra_id_0>.,<extra_id_0> Liberal Democrats <extra_id_1>
399,4919,2020,Y. S. Jaganmohan Reddy is a member of the <extra_id_0>.,<extra_id_0> YSR Congress Party <extra_id_1>
400,4928,2020,Abdalá Bucaram Ortiz is a member of the <extra_id_0>.,<extra_id_0> Fuerza Ecuador <extra_id_1>
401,4934,2020,Carlo Calenda is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
402,4945,2020,Laurențiu Rebega is a member of the <extra_id_0>.,<extra_id_0> PRO Romania Social Liberal <extra_id_1>
403,4956,2020,Steve Dickson is a member of the <extra_id_0>.,<extra_id_0> One Nation <extra_id_1>
404,4976,2020,Gianni Alemanno is a member of the <extra_id_0>.,<extra_id_0> National Movement for Sovereignty <extra_id_1>
405,4983,2020,Zury Ríos is a member of the <extra_id_0>.,<extra_id_0> Valor (political party) <extra_id_1>
406,4994,2020,Tom O'Halleran is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
407,5005,2020,Gabriela Rivadeneira is a member of the <extra_id_0>.,<extra_id_0> Citizen Revolution <extra_id_1>
408,5016,2020,Andrew Leung is a member of the <extra_id_0>.,<extra_id_0> Business and Professionals Alliance for Hong Kong <extra_id_1>
409,5024,2020,Hazel Poa is a member of the <extra_id_0>.,<extra_id_0> Progress Singapore Party <extra_id_1>
410,5042,2020,James Marape is a member of the <extra_id_0>.,<extra_id_0> Pangu Party <extra_id_1>
411,5053,2020,Kristin Michelsen is a member of the <extra_id_0>.,<extra_id_0> New Self-Government <extra_id_1>
412,5064,2020,Marta Andreasen is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
413,5075,2020,Aleksa Bečić is a member of the <extra_id_0>.,<extra_id_0> Democratic Montenegro <extra_id_1>
414,5089,2020,Banri Kaieda is a member of the <extra_id_0>.,<extra_id_0> Constitutional Democratic Party of Japan <extra_id_1>
415,5094,2020,Maszlee Malik is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
416,5105,2020,Uffe Elbæk is a member of the <extra_id_0>.,<extra_id_0> The Alternative <extra_id_1>
417,5116,2020,Karen Casey is a member of the <extra_id_0>.,<extra_id_0> Nova Scotia Liberal Party <extra_id_1>
418,5127,2020,Roberta Anastase is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
419,5138,2020,Linda Collins-Smith is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
420,5149,2020,Marios Matsakis is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
421,5159,2020,Yvan Benedetti is a member of the <extra_id_0>.,<extra_id_0> French nationalist party <extra_id_1>
422,5170,2020,Gergely Karácsony is a member of the <extra_id_0>.,<extra_id_0> Dialogue for Hungary <extra_id_1>
423,5181,2020,Miloud Chaabi is a member of the <extra_id_0>.,<extra_id_0> Environment and Sustainable Development Party <extra_id_1>
424,5186,2020,Václav Klaus Jr. is a member of the <extra_id_0>.,<extra_id_0> Tricolour Citizens' Movement <extra_id_1>
425,5197,2020,Antonio Razzi is a member of the <extra_id_0>.,<extra_id_0> Forza Italia (2013) <extra_id_1>
426,5223,2020,Lluís Puig i Gordi is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
427,5234,2020,Joachim Starbatty is a member of the <extra_id_0>.,<extra_id_0> Liberal Conservative Reformers <extra_id_1>
428,5246,2020,John Finnie is a member of the <extra_id_0>.,<extra_id_0> Scottish Green Party <extra_id_1>
429,5257,2020,Jaume Bartumeu is a member of the <extra_id_0>.,<extra_id_0> Social Democracy and Progress <extra_id_1>
430,5264,2020,Kim Han-gil is a member of the <extra_id_0>.,<extra_id_0> People's Party <extra_id_1>
431,5275,2020,Akram Hasson is a member of the <extra_id_0>.,<extra_id_0> Kulanu <extra_id_1>
432,5286,2020,Park Byeong-seug is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
433,5297,2020,Aurore Bergé is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
434,5308,2020,Kamel Morjane is a member of the <extra_id_0>.,<extra_id_0> Tahya Tounes <extra_id_1>
435,5319,2020,Sunil Babu Pant is a member of the <extra_id_0>.,<extra_id_0> Communist Party of Nepal (Unified Marxist–Leninist) <extra_id_1>
436,5330,2020,Scott Andrews is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
437,5341,2020,Fabrizio Cicchitto is a member of the <extra_id_0>.,<extra_id_0> Popular Alternative <extra_id_1>
438,5348,2020,Omar Balafrej is a member of the <extra_id_0>.,<extra_id_0> Unified Socialist Party <extra_id_1>
439,5359,2020,Peter Pilz is a member of the <extra_id_0>.,<extra_id_0> NOW – Pilz List <extra_id_1>
440,5378,2020,John Longworth is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
441,5385,2020,Janice Lee is a member of the <extra_id_0>.,<extra_id_0> Parti Rakyat Malaysia <extra_id_1>
442,5396,2020,Hanna Jensen is a member of the <extra_id_0>.,<extra_id_0> Progress <extra_id_1>
443,5407,2020,Viron Polydoras is a member of the <extra_id_0>.,<extra_id_0> Union for the Homeland and the People <extra_id_1>
444,5418,2020,Hsu Hsin-ying is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
445,5429,2020,Ichita Yamamoto is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
446,5440,2020,John Darley is a member of the <extra_id_0>.,<extra_id_0> Advance SA <extra_id_1>
447,5446,2020,Kawlo Iyun Pacidal is a member of the <extra_id_0>.,<extra_id_0> Taiwan Renewal Party <extra_id_1>
448,5453,2020,Guillaume Rose is a member of the <extra_id_0>.,<extra_id_0> Horizon Monaco <extra_id_1>
449,5464,2020,Ovidiu Silaghi is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
450,5480,2020,Daniel Salaverry is a member of the <extra_id_0>.,<extra_id_0> Popular Force <extra_id_1>
451,5491,2020,Ichirō Matsui is a member of the <extra_id_0>.,<extra_id_0> Osaka Restoration Association <extra_id_1>
452,5502,2020,Dan Satterberg is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
453,5513,2020,Sonja Jógvansdóttir is a member of the <extra_id_0>.,<extra_id_0> Republic <extra_id_1>
454,5533,2020,Jaume Alonso-Cuevillas is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
455,5547,2020,Olivia Grégoire is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
456,5558,2020,Rahşan Ecevit is a member of the <extra_id_0>.,<extra_id_0> Republican People's Party <extra_id_1>
457,5569,2020,Àngels Martínez Castells is a member of the <extra_id_0>.,<extra_id_0> Som Alternativa <extra_id_1>
458,5580,2020,Irene Rigau Oliver is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
459,5591,2020,Gheorghe Flutur is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
460,5602,2020,Josep Ramon Bosch i Codina is a member of the <extra_id_0>.,<extra_id_0> Democratic League <extra_id_1>
461,5622,2020,Darius Bogdan Vâlcov is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party <extra_id_1>
462,5643,2020,Dimitar Stoyanov is a member of the <extra_id_0>.,<extra_id_0> National-Democratic Party <extra_id_1>
463,5654,2020,Eskil Brøndbo is a member of the <extra_id_0>.,<extra_id_0> Conservative Party of Norway <extra_id_1>
464,5664,2020,Chen Fu-hai is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
465,5674,2020,Pierre Nantel is a member of the <extra_id_0>.,<extra_id_0> Green Party of Canada <extra_id_1>
466,5685,2020,Miquel Sàmper Rodríguez is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
467,5701,2020,Jiří Pospíšil is a member of the <extra_id_0>.,<extra_id_0> TOP 09 <extra_id_1>
468,5712,2020,Luzmila Nicolalde is a member of the <extra_id_0>.,<extra_id_0> Social Christian Party <extra_id_1>
469,5715,2020,Huang Jie is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
470,5726,2020,Abdul Hakeem Baloch is a member of the <extra_id_0>.,<extra_id_0> Pakistan Peoples Party <extra_id_1>
471,5737,2020,Alexandra Arce is a member of the <extra_id_0>.,<extra_id_0> Citizen Revolution <extra_id_1>
472,5748,2020,Pavlos Polakis is a member of the <extra_id_0>.,<extra_id_0> SYRIZA <extra_id_1>
473,5759,2020,Chen Hsueh-sheng is a member of the <extra_id_0>.,<extra_id_0> Kuomintang <extra_id_1>
474,5770,2020,Marius Nicoară is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
475,5781,2020,Veera Ruoho is a member of the <extra_id_0>.,<extra_id_0> National Coalition Party <extra_id_1>
476,5791,2020,Wilhelm von Gottberg is a member of the <extra_id_0>.,<extra_id_0> Alternative for Germany <extra_id_1>
477,5802,2020,Dimitris Kremastinos is a member of the <extra_id_0>.,<extra_id_0> Democratic Alignment <extra_id_1>
478,5823,2020,Giulio Gallera is a member of the <extra_id_0>.,<extra_id_0> Forza Italia (2013) <extra_id_1>
479,5831,2020,Ivan David is a member of the <extra_id_0>.,<extra_id_0> Freedom and Direct Democracy <extra_id_1>
480,5842,2020,María Teresa Sosa is a member of the <extra_id_0>.,<extra_id_0> Valor (political party) <extra_id_1>
481,5853,2020,Catherine Osson is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
482,5869,2020,Zoran Stojković is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
483,5880,2020,Mircea Hava is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
484,5891,2020,Nikolaos Michos is a member of the <extra_id_0>.,<extra_id_0> Popular Orthodox Rally <extra_id_1>
485,5895,2020,Massimiliano Smeriglio is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
486,5904,2020,Yannick Kerlogot is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
487,5913,2020,Junya Ogawa is a member of the <extra_id_0>.,<extra_id_0> Constitutional Democratic Party of Japan <extra_id_1>
488,5924,2020,Gerardo Buganza is a member of the <extra_id_0>.,<extra_id_0> Ecologist Green Party of Mexico <extra_id_1>
489,5935,2020,Gheorghe Falcă is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
490,5946,2020,Raffaele Baldassarre is a member of the <extra_id_0>.,<extra_id_0> Forza Italia (2013) <extra_id_1>
491,5950,2020,Aurore Lalucq is a member of the <extra_id_0>.,<extra_id_0> Place publique <extra_id_1>
492,5961,2020,Hitoshi Goto is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
