index,original,date,input,output
250,3006,2019,Caroline Spelman holds the position of <extra_id_0>.,<extra_id_0> Church Estates Commissioners <extra_id_1>
251,3023,2019,Hwang Kyo-ahn holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
252,3033,2019,Clare Daly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
253,3038,2019,Clotilde Armand holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
254,3049,2019,Maimunah Mohd Sharif holds the position of <extra_id_0>.,<extra_id_0> executive director <extra_id_1>
255,3060,2019,Miguel Díaz-Canel holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Cuba <extra_id_1>
256,3071,2019,Seán Barrett holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
257,3076,2019,Vickie Chapman holds the position of <extra_id_0>.,<extra_id_0> Attorney-General of South Australia <extra_id_1>
258,3097,2019,Susanna Ceccardi holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
259,3107,2019,Xavier Bettel holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Luxembourg <extra_id_1>
260,3118,2019,John L. Hennessy holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
261,3128,2019,Dražen Kutleša holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
262,3144,2019,Paul Butler holds the position of <extra_id_0>.,<extra_id_0> Bishop of Durham <extra_id_1>
263,3153,2019,Trent Kelly holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
264,3158,2019,Mercedes Aráoz holds the position of <extra_id_0>.,<extra_id_0> Vice President of Peru <extra_id_1>
265,3169,2019,Dalo Bucaram holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
266,3177,2019,Nick Houghton holds the position of <extra_id_0>.,<extra_id_0> Constable of the Tower <extra_id_1>
267,3187,2019,Antonino Raspanti holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
268,3204,2019,"Leonor, Princess of Asturias holds the position of <extra_id_0>.",<extra_id_0> Prince of Girona <extra_id_1>
269,3228,2019,Taur Matan Ruak holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of East Timor <extra_id_1>
270,3234,2019,Mauricio Vila Dosal holds the position of <extra_id_0>.,<extra_id_0> Governor of Yucatán <extra_id_1>
271,3255,2019,Karen Bradley holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Northern Ireland <extra_id_1>
272,3263,2019,Raimonds Vējonis holds the position of <extra_id_0>.,<extra_id_0> President of Latvia <extra_id_1>
273,3271,2019,Tim Davie holds the position of <extra_id_0>.,<extra_id_0> chief executive officer <extra_id_1>
274,3281,2019,Stephen Donnelly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
275,3296,2019,Sampathawaduge Maxwell Grenville Silva holds the position of <extra_id_0>.,<extra_id_0> auxiliary bishop <extra_id_1>
276,3301,2019,Michel Spiro holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
277,3312,2019,Brendan Smith holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
278,3323,2019,David Dabede Mabuza holds the position of <extra_id_0>.,<extra_id_0> vice president <extra_id_1>
279,3343,2019,Mary Mitchell O'Connor holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
280,3360,2019,Malala Yousafzai attended <extra_id_0>.,<extra_id_0> Lady Margaret Hall <extra_id_1>
281,3376,2019,Katie Ledecky attended <extra_id_0>.,<extra_id_0> Stanford University <extra_id_1>
282,3387,2019,Baker Mayfield attended <extra_id_0>.,<extra_id_0> University of Oklahoma <extra_id_1>
283,3422,2019,Paige Bueckers attended <extra_id_0>.,<extra_id_0> Hopkins High School <extra_id_1>
284,3444,2019,Jevon Carter attended <extra_id_0>.,<extra_id_0> West Virginia University <extra_id_1>
285,3455,2019,Jeffrey Mark Deskovic attended <extra_id_0>.,<extra_id_0> Pace University School of Law <extra_id_1>
286,3476,2019,Killian Tillie attended <extra_id_0>.,<extra_id_0> Gonzaga University <extra_id_1>
287,3481,2019,Tai Wynyard attended <extra_id_0>.,<extra_id_0> Santa Clara University <extra_id_1>
288,3492,2019,Luke Falk attended <extra_id_0>.,<extra_id_0> Washington State University <extra_id_1>
289,3512,2019,Tiffany Trump attended <extra_id_0>.,<extra_id_0> Georgetown University <extra_id_1>
290,3520,2019,Leticia Romero attended <extra_id_0>.,<extra_id_0> Florida State University <extra_id_1>
291,3531,2019,Fletcher Magee attended <extra_id_0>.,<extra_id_0> Wofford College <extra_id_1>
292,3542,2019,Grant Williams attended <extra_id_0>.,"<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
293,3572,2019,Ayman Rashdan Wong attended <extra_id_0>.,<extra_id_0> University of Malaya <extra_id_1>
294,3583,2019,Felix Finkbeiner attended <extra_id_0>.,<extra_id_0> ETH Zurich <extra_id_1>
295,3599,2019,Clayton Custer attended <extra_id_0>.,<extra_id_0> Loyola University Chicago <extra_id_1>
296,3604,2019,Kiya Johnson attended <extra_id_0>.,<extra_id_0> Louisiana State University <extra_id_1>
297,3617,2019,Katalin Cseh attended <extra_id_0>.,<extra_id_0> Eötvös Loránd University <extra_id_1>
298,3636,2019,Megan Walker attended <extra_id_0>.,<extra_id_0> University of Connecticut <extra_id_1>
299,3655,2019,Jessica Shepard attended <extra_id_0>.,<extra_id_0> University of Notre Dame <extra_id_1>
300,3661,2019,Lee Hyun-joo attended <extra_id_0>.,<extra_id_0> Sungshin Women's University <extra_id_1>
301,3679,2019,Louise Coldefy attended <extra_id_0>.,<extra_id_0> Conservatoire national supérieur d'art dramatique <extra_id_1>
302,3695,2019,Brielle Biermann attended <extra_id_0>.,<extra_id_0> Georgia State University <extra_id_1>
303,3706,2019,<extra_id_0> is the chair of bp.,<extra_id_0> Helge Lund <extra_id_1>
304,3717,2019,<extra_id_0> is the chair of Republican Party.,<extra_id_0> Ronna Romney McDaniel <extra_id_1>
305,3725,2019,<extra_id_0> is the chair of Islamic State of Iraq and the Levant.,<extra_id_0> Abu Ibrahim al-Hashimi al-Qurashi <extra_id_1>
306,3736,2019,<extra_id_0> is the chair of Democratic Party.,<extra_id_0> Paolo Gentiloni <extra_id_1>
307,3743,2019,<extra_id_0> is the chair of Sainsbury's.,<extra_id_0> Martin Scicluna <extra_id_1>
308,3754,2019,<extra_id_0> is the chair of National Rally.,<extra_id_0> Marine Le Pen <extra_id_1>
309,3765,2019,<extra_id_0> is the chair of Swansea City A.F.C..,<extra_id_0> Huw Jenkins <extra_id_1>
310,3776,2019,<extra_id_0> is the chair of Libertarian Party.,<extra_id_0> Nicholas Sarwark <extra_id_1>
311,3787,2019,<extra_id_0> is the chair of Anti-Defamation League.,<extra_id_0> Jonathan Greenblatt <extra_id_1>
312,3798,2019,<extra_id_0> is the chair of International Olympic Committee.,<extra_id_0> Thomas Bach <extra_id_1>
313,3809,2019,<extra_id_0> is the chair of HSBC.,<extra_id_0> Mark Tucker <extra_id_1>
314,3818,2019,<extra_id_0> is the chair of World Bank.,<extra_id_0> Jim Yong Kim <extra_id_1>
315,3826,2019,<extra_id_0> is the chair of Alternative for Germany.,<extra_id_0> Jörg Meuthen <extra_id_1>
316,3837,2019,<extra_id_0> is the chair of Scottish Parliament.,<extra_id_0> Ken Macintosh <extra_id_1>
317,3848,2019,<extra_id_0> is the chair of Aston Villa F.C..,<extra_id_0> Nassef Sawiris <extra_id_1>
318,3859,2019,<extra_id_0> is the chair of International Shooting Sport Federation.,<extra_id_0> Vladimir Lisin <extra_id_1>
319,3870,2019,<extra_id_0> is the chair of Finns Party.,<extra_id_0> Jussi Halla-aho <extra_id_1>
320,3881,2019,<extra_id_0> is the chair of Unilever.,<extra_id_0> Marijn Dekkers <extra_id_1>
321,3891,2019,<extra_id_0> is the chair of Organisation of Islamic Cooperation.,<extra_id_0> Yousef Al-Othaimeen <extra_id_1>
322,3902,2019,<extra_id_0> is the chair of NatWest Group.,<extra_id_0> Sir Howard Davies <extra_id_1>
323,3912,2019,<extra_id_0> is the chair of Conseil national du numérique.,<extra_id_0> Gilles Babinet <extra_id_1>
324,3923,2019,<extra_id_0> is the chair of Lloyds Banking Group.,<extra_id_0> Lord Blackwell <extra_id_1>
325,3929,2019,<extra_id_0> is the chair of Women's Equality Party.,<extra_id_0> Catherine Mayer <extra_id_1>
326,3940,2019,<extra_id_0> is the chair of Democratic Progressive Party.,<extra_id_0> Cho Jung-tai <extra_id_1>
327,3946,2019,<extra_id_0> is the chair of Belgian Senate.,<extra_id_0> Jacques Brotchi <extra_id_1>
328,3954,2019,<extra_id_0> is the chair of Stortinget.,<extra_id_0> Tone Wilhelmsen Trøen <extra_id_1>
329,3964,2019,<extra_id_0> is the chair of Association for Computing Machinery.,<extra_id_0> Cherri M. Pancake <extra_id_1>
330,3975,2019,<extra_id_0> is the chair of French National Assembly.,<extra_id_0> Richard Ferrand <extra_id_1>
331,3986,2019,<extra_id_0> is the chair of Knesset.,<extra_id_0> Yuli Edelstein <extra_id_1>
332,3990,2019,<extra_id_0> is the chair of United States Department of Energy.,<extra_id_0> Dan R. Brouillette <extra_id_1>
333,4001,2019,<extra_id_0> is the chair of Estonian Centre Party.,<extra_id_0> Jüri Ratas <extra_id_1>
334,4012,2019,<extra_id_0> is the chair of Folketing.,<extra_id_0> Pia Kjærsgaard <extra_id_1>
335,4023,2019,<extra_id_0> is the chair of Danish People's Party.,<extra_id_0> Kristian Thulesen Dahl <extra_id_1>
336,4032,2019,<extra_id_0> is the chair of Club of Rome.,<extra_id_0> Mamphela Ramphele <extra_id_1>
337,4041,2019,<extra_id_0> is the chair of Green Party.,<extra_id_0> Gustav Fridolin <extra_id_1>
338,4050,2019,<extra_id_0> is the chair of International Bank for Reconstruction and Development.,<extra_id_0> Jim Yong Kim <extra_id_1>
339,4061,2019,<extra_id_0> is the chair of Federation of Expellees.,<extra_id_0> Bernd Fabritius <extra_id_1>
340,4072,2019,<extra_id_0> is the chair of European Bank for Reconstruction and Development.,<extra_id_0> Suma Chakrabarti <extra_id_1>
341,4081,2019,<extra_id_0> is the chair of Assembly of Experts for Leadership.,<extra_id_0> Ahmad Jannati <extra_id_1>
342,4087,2019,<extra_id_0> is the chair of Save Romania Union.,<extra_id_0> Ilie-Dan Barna <extra_id_1>
343,4097,2019,<extra_id_0> is the chair of RCD Mallorca.,<extra_id_0> Andy Kohlberg <extra_id_1>
344,4106,2019,<extra_id_0> is the chair of Brothers of Italy.,<extra_id_0> Giorgia Meloni <extra_id_1>
345,4113,2019,<extra_id_0> is the chair of Financial Reporting Council.,<extra_id_0> Winfried Bischoff <extra_id_1>
346,4129,2019,<extra_id_0> is the chair of Supreme Court of Spain.,<extra_id_0> Carlos Lesmes <extra_id_1>
347,4140,2019,<extra_id_0> is the chair of Y Combinator.,<extra_id_0> Sam Altman <extra_id_1>
348,4146,2019,<extra_id_0> is the chair of Group Centrist Union.,<extra_id_0> Hervé Marseille <extra_id_1>
349,4157,2019,<extra_id_0> is the chair of Kyoto University.,<extra_id_0> Juichi Yamagiwa <extra_id_1>
350,4168,2019,<extra_id_0> is the chair of Economic Community of West African States.,<extra_id_0> Muhammadu Buhari <extra_id_1>
351,4179,2019,<extra_id_0> is the chair of Christian Social People's Party.,<extra_id_0> Frank Engel <extra_id_1>
352,4185,2019,<extra_id_0> is the chair of Feminist Initiative.,<extra_id_0> Farida al-Abani <extra_id_1>
353,4196,2019,<extra_id_0> is the chair of Chamber of Deputies.,<extra_id_0> Fernand Etgen <extra_id_1>
354,4201,2019,<extra_id_0> is the chair of Democratic National Committee.,<extra_id_0> Thomas Perez <extra_id_1>
355,4212,2019,<extra_id_0> is the chair of Financial Stability Board.,<extra_id_0> Mark Carney <extra_id_1>
356,4223,2019,<extra_id_0> is the chair of Landtag of Bavaria.,<extra_id_0> Ilse Aigner <extra_id_1>
357,4229,2019,<extra_id_0> is the chair of DENK.,<extra_id_0> Tunahan Kuzu <extra_id_1>
358,4242,2019,<extra_id_0> is the chair of Assemblea Nacional Catalana.,<extra_id_0> Elisenda Paluzie <extra_id_1>
359,4244,2019,<extra_id_0> is the chair of Yamina.,<extra_id_0> Ayelet Shaked <extra_id_1>
360,4253,2019,<extra_id_0> is the chair of Ministry of Economy and Finance.,<extra_id_0> Kim Dong-yeon <extra_id_1>
361,4264,2019,<extra_id_0> is the chair of Toulouse FC.,<extra_id_0> Olivier Sadran <extra_id_1>
362,4275,2019,<extra_id_0> is the chair of Associated British Foods.,<extra_id_0> Michael McLintock <extra_id_1>
363,4286,2019,<extra_id_0> is the chair of Lega Lombarda.,<extra_id_0> Giancarlo Giorgetti <extra_id_1>
364,4296,2019,<extra_id_0> is the chair of Protezione Civile.,<extra_id_0> Angelo Borrelli <extra_id_1>
365,4313,2019,<extra_id_0> is the chair of European Movement International.,<extra_id_0> Jo Leinen <extra_id_1>
366,4324,2019,<extra_id_0> is the chair of Roman Catholic Archdiocese of Kingston.,<extra_id_0> Michael Mulhall <extra_id_1>
367,4335,2019,<extra_id_0> is the chair of Alliance of Liberals and Democrats for Europe Party.,<extra_id_0> Hans van Baalen <extra_id_1>
368,4345,2019,"<extra_id_0> is the chair of Ministry of Culture, Sports and Tourism.",<extra_id_0> Do Jong-hwan <extra_id_1>
369,4356,2019,<extra_id_0> is the chair of Òmnium Cultural.,<extra_id_0> Jordi Cuixart i Navarro <extra_id_1>
370,4367,2019,<extra_id_0> is the chair of National Society of Film Critics.,<extra_id_0> Justin Chang <extra_id_1>
371,4373,2019,<extra_id_0> is the chair of Committee for the Defence of Democracy.,<extra_id_0> Krzysztof Łoziński <extra_id_1>
372,4384,2019,<extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.,<extra_id_0> Arsen Avakov <extra_id_1>
373,4392,2019,<extra_id_0> is the chair of The Physiological Society.,<extra_id_0> David A. Eisner <extra_id_1>
374,4403,2019,<extra_id_0> is the chair of Atlantik-Brücke.,<extra_id_0> Sigmar Gabriel <extra_id_1>
375,4406,2019,<extra_id_0> is the chair of Democratic Party for the People.,<extra_id_0> Yūichirō Tamaki <extra_id_1>
376,4411,2019,<extra_id_0> is the chair of Ministry of Health and Welfare.,<extra_id_0> Park Neung-hoo <extra_id_1>
377,4421,2019,<extra_id_0> is the chair of Barcelona metropolitan area.,<extra_id_0> Ada Colau <extra_id_1>
378,4424,2019,<extra_id_0> is the chair of Ministry of Ecology and Environment.,<extra_id_0> Li Ganjie <extra_id_1>
379,4439,2019,<extra_id_0> is the chair of Progressive Party of Maldives.,<extra_id_0> Abdulla Yameen <extra_id_1>
380,4450,2019,<extra_id_0> is the chair of Saxon academy of arts.,<extra_id_0> Wilfried Krätzschmar <extra_id_1>
381,4461,2019,<extra_id_0> is the chair of Drasi.,<extra_id_0> Theodoros Skylakakis <extra_id_1>
382,4479,2019,<extra_id_0> is the chair of Andrew W. Mellon Foundation.,<extra_id_0> Elizabeth Alexander <extra_id_1>
383,4494,2019,<extra_id_0> is the chair of CDU Baden-Württemberg.,<extra_id_0> Thomas Strobl <extra_id_1>
384,4505,2019,"<extra_id_0> is the chair of Embassy of Ukraine, London.",<extra_id_0> Natalia Galibarenko <extra_id_1>
385,4525,2019,"<extra_id_0> is the chair of Embassy of Ukraine, Ottawa.",<extra_id_0> Andriy Shevchenko <extra_id_1>
386,4531,2019,<extra_id_0> is the chair of Network of the Presidents of the Supreme Judicial Courts of the European Union.,<extra_id_0> Priit Pikamäe <extra_id_1>
387,4534,2019,<extra_id_0> is the chair of Ministry of Culture and Tourism of the People's Republic of China.,<extra_id_0> Luo Shugang <extra_id_1>
388,4544,2019,<extra_id_0> is the chair of Verband der Reservisten der Deutschen Bundeswehr.,<extra_id_0> Patrick Sensburg <extra_id_1>
389,4555,2019,<extra_id_0> is the chair of Société des amis du Louvre.,<extra_id_0> Louis-Antoine Prat <extra_id_1>
390,4558,2019,<extra_id_0> is the chair of Libertés and Territories Group.,<extra_id_0> Philippe Vigier <extra_id_1>
391,4566,2019,<extra_id_0> is the chair of Bordeaux Montaigne University.,<extra_id_0> Hélène Velasco-Graciet <extra_id_1>
392,4577,2019,<extra_id_0> is the chair of Likud Central Committee.,<extra_id_0> Haim Katz <extra_id_1>
393,4585,2019,Alexei Navalny is a member of the <extra_id_0>.,<extra_id_0> Russia of the Future <extra_id_1>
394,4596,2019,Muhammadu Buhari is a member of the <extra_id_0>.,<extra_id_0> All Progressives Congress <extra_id_1>
395,4607,2019,Rocky Anderson is a member of the <extra_id_0>.,<extra_id_0> Justice Party <extra_id_1>
396,4618,2019,Kim Davis is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
397,4629,2019,Moshe Feiglin is a member of the <extra_id_0>.,<extra_id_0> Zehut <extra_id_1>
398,4640,2019,Sarath Fonseka is a member of the <extra_id_0>.,<extra_id_0> United National Front for Good Governance <extra_id_1>
399,4651,2019,Bill Weld is a member of the <extra_id_0>.,<extra_id_0> Libertarian Party <extra_id_1>
400,4669,2019,Cory Bernardi is a member of the <extra_id_0>.,<extra_id_0> Australian Conservatives <extra_id_1>
401,4685,2019,Omarosa Manigault Newman is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
402,4696,2019,Dennis Hood is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
403,4706,2019,Marina Silva is a member of the <extra_id_0>.,<extra_id_0> Sustainability Network <extra_id_1>
404,4717,2019,Richard Painter is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
405,4728,2019,Per Sandberg is a member of the <extra_id_0>.,<extra_id_0> Progress Party <extra_id_1>
406,4739,2019,Svitlana Zalishchuk is a member of the <extra_id_0>.,<extra_id_0> Democratic Alliance <extra_id_1>
407,4750,2019,Jim Justice is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
408,4761,2019,Adonis Georgiades is a member of the <extra_id_0>.,<extra_id_0> New Democracy <extra_id_1>
409,4772,2019,Jacques Boutault is a member of the <extra_id_0>.,<extra_id_0> Europe Ecology – The Greens <extra_id_1>
410,4783,2019,Sam Gyimah is a member of the <extra_id_0>.,<extra_id_0> Liberal Democrats <extra_id_1>
411,4794,2019,Roberts Zīle is a member of the <extra_id_0>.,<extra_id_0> National Alliance <extra_id_1>
412,4805,2019,Benoît Hamon is a member of the <extra_id_0>.,<extra_id_0> Génération.s <extra_id_1>
413,4816,2019,Sylvie Goulard is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
414,4827,2019,Craig Mackinlay is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
415,4857,2019,Mark Reckless is a member of the <extra_id_0>.,<extra_id_0> Brexit Party <extra_id_1>
416,4866,2019,Terry Mills is a member of the <extra_id_0>.,<extra_id_0> Territory Alliance <extra_id_1>
417,4877,2019,Carlo Giovanardi is a member of the <extra_id_0>.,<extra_id_0> Identity and Action <extra_id_1>
418,4885,2019,Frauke Petry is a member of the <extra_id_0>.,<extra_id_0> The Blue Party <extra_id_1>
419,4896,2019,Kushboo is a member of the <extra_id_0>.,<extra_id_0> Indian National Congress <extra_id_1>
420,4907,2019,Heidi Allen is a member of the <extra_id_0>.,<extra_id_0> Liberal Democrats <extra_id_1>
421,4918,2019,Y. S. Jaganmohan Reddy is a member of the <extra_id_0>.,<extra_id_0> YSR Congress Party <extra_id_1>
422,4927,2019,Abdalá Bucaram Ortiz is a member of the <extra_id_0>.,<extra_id_0> Fuerza Ecuador <extra_id_1>
423,4933,2019,Carlo Calenda is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
424,4944,2019,Laurențiu Rebega is a member of the <extra_id_0>.,<extra_id_0> PRO Romania Social Liberal <extra_id_1>
425,4955,2019,Steve Dickson is a member of the <extra_id_0>.,<extra_id_0> One Nation <extra_id_1>
426,4975,2019,Gianni Alemanno is a member of the <extra_id_0>.,<extra_id_0> National Movement for Sovereignty <extra_id_1>
427,4982,2019,Zury Ríos is a member of the <extra_id_0>.,<extra_id_0> Valor (political party) <extra_id_1>
428,4993,2019,Tom O'Halleran is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
429,5004,2019,Gabriela Rivadeneira is a member of the <extra_id_0>.,<extra_id_0> Citizen Revolution <extra_id_1>
430,5015,2019,Andrew Leung is a member of the <extra_id_0>.,<extra_id_0> Business and Professionals Alliance for Hong Kong <extra_id_1>
431,5023,2019,Hazel Poa is a member of the <extra_id_0>.,<extra_id_0> Progress Singapore Party <extra_id_1>
432,5031,2019,Teodor Meleșcanu is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
433,5041,2019,James Marape is a member of the <extra_id_0>.,<extra_id_0> People's National Congress Party <extra_id_1>
434,5052,2019,Kristin Michelsen is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party of the Faroe Islands <extra_id_1>
435,5063,2019,Marta Andreasen is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
436,5074,2019,Aleksa Bečić is a member of the <extra_id_0>.,<extra_id_0> Democratic Montenegro <extra_id_1>
437,5088,2019,Banri Kaieda is a member of the <extra_id_0>.,<extra_id_0> Constitutional Democratic Party of Japan <extra_id_1>
438,5093,2019,Maszlee Malik is a member of the <extra_id_0>.,<extra_id_0> Malaysian United Indigenous Party <extra_id_1>
439,5104,2019,Uffe Elbæk is a member of the <extra_id_0>.,<extra_id_0> The Alternative <extra_id_1>
440,5115,2019,Karen Casey is a member of the <extra_id_0>.,<extra_id_0> Nova Scotia Liberal Party <extra_id_1>
441,5126,2019,Roberta Anastase is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
442,5137,2019,Linda Collins-Smith is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
443,5148,2019,Marios Matsakis is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
444,5158,2019,Yvan Benedetti is a member of the <extra_id_0>.,<extra_id_0> French nationalist party <extra_id_1>
445,5169,2019,Gergely Karácsony is a member of the <extra_id_0>.,<extra_id_0> Dialogue for Hungary <extra_id_1>
446,5180,2019,Miloud Chaabi is a member of the <extra_id_0>.,<extra_id_0> Environment and Sustainable Development Party <extra_id_1>
447,5185,2019,Václav Klaus Jr. is a member of the <extra_id_0>.,<extra_id_0> Tricolour Citizens' Movement <extra_id_1>
448,5196,2019,Antonio Razzi is a member of the <extra_id_0>.,<extra_id_0> Forza Italia (2013) <extra_id_1>
449,5222,2019,Lluís Puig i Gordi is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
450,5233,2019,Joachim Starbatty is a member of the <extra_id_0>.,<extra_id_0> Liberal Conservative Reformers <extra_id_1>
451,5245,2019,John Finnie is a member of the <extra_id_0>.,<extra_id_0> Scottish Green Party <extra_id_1>
452,5256,2019,Jaume Bartumeu is a member of the <extra_id_0>.,<extra_id_0> Social Democracy and Progress <extra_id_1>
453,5263,2019,Kim Han-gil is a member of the <extra_id_0>.,<extra_id_0> People's Party <extra_id_1>
454,5274,2019,Akram Hasson is a member of the <extra_id_0>.,<extra_id_0> Kulanu <extra_id_1>
455,5285,2019,Park Byeong-seug is a member of the <extra_id_0>.,<extra_id_0> Democratic Party of Korea <extra_id_1>
456,5296,2019,Aurore Bergé is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
457,5307,2019,Kamel Morjane is a member of the <extra_id_0>.,<extra_id_0> Tahya Tounes <extra_id_1>
458,5318,2019,Sunil Babu Pant is a member of the <extra_id_0>.,<extra_id_0> Communist Party of Nepal (Unified Marxist–Leninist) <extra_id_1>
459,5329,2019,Scott Andrews is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
460,5340,2019,Fabrizio Cicchitto is a member of the <extra_id_0>.,<extra_id_0> Popular Alternative <extra_id_1>
461,5347,2019,Omar Balafrej is a member of the <extra_id_0>.,<extra_id_0> Unified Socialist Party <extra_id_1>
462,5358,2019,Peter Pilz is a member of the <extra_id_0>.,<extra_id_0> NOW – Pilz List <extra_id_1>
463,5377,2019,John Longworth is a member of the <extra_id_0>.,<extra_id_0> Brexit Party <extra_id_1>
464,5384,2019,Janice Lee is a member of the <extra_id_0>.,<extra_id_0> Parti Rakyat Malaysia <extra_id_1>
465,5395,2019,Hanna Jensen is a member of the <extra_id_0>.,<extra_id_0> Progress <extra_id_1>
466,5406,2019,Viron Polydoras is a member of the <extra_id_0>.,<extra_id_0> Union for the Homeland and the People <extra_id_1>
467,5417,2019,Hsu Hsin-ying is a member of the <extra_id_0>.,<extra_id_0> Congress Party Alliance <extra_id_1>
468,5428,2019,Ichita Yamamoto is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
469,5439,2019,John Darley is a member of the <extra_id_0>.,<extra_id_0> Advance SA <extra_id_1>
470,5445,2019,Kawlo Iyun Pacidal is a member of the <extra_id_0>.,<extra_id_0> Taiwan Renewal Party <extra_id_1>
471,5452,2019,Guillaume Rose is a member of the <extra_id_0>.,<extra_id_0> Horizon Monaco <extra_id_1>
472,5463,2019,Ovidiu Silaghi is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
473,5479,2019,Daniel Salaverry is a member of the <extra_id_0>.,<extra_id_0> Popular Force <extra_id_1>
474,5490,2019,Ichirō Matsui is a member of the <extra_id_0>.,<extra_id_0> Osaka Restoration Association <extra_id_1>
475,5501,2019,Dan Satterberg is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
476,5512,2019,Sonja Jógvansdóttir is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
477,5532,2019,Jaume Alonso-Cuevillas is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
478,5546,2019,Olivia Grégoire is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
479,5557,2019,Rahşan Ecevit is a member of the <extra_id_0>.,<extra_id_0> Republican People's Party <extra_id_1>
480,5568,2019,Àngels Martínez Castells is a member of the <extra_id_0>.,<extra_id_0> Som Alternativa <extra_id_1>
481,5579,2019,Irene Rigau Oliver is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
482,5590,2019,Gheorghe Flutur is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
483,5601,2019,Josep Ramon Bosch i Codina is a member of the <extra_id_0>.,<extra_id_0> Democratic League <extra_id_1>
484,5621,2019,Darius Bogdan Vâlcov is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party <extra_id_1>
485,5632,2019,Shpend Ahmeti is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party of Kosovo <extra_id_1>
486,5642,2019,Dimitar Stoyanov is a member of the <extra_id_0>.,<extra_id_0> National-Democratic Party <extra_id_1>
487,5653,2019,Eskil Brøndbo is a member of the <extra_id_0>.,<extra_id_0> Conservative Party of Norway <extra_id_1>
488,5663,2019,Chen Fu-hai is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
489,5673,2019,Pierre Nantel is a member of the <extra_id_0>.,<extra_id_0> New Democratic Party <extra_id_1>
490,5684,2019,Miquel Sàmper Rodríguez is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
491,5700,2019,Jiří Pospíšil is a member of the <extra_id_0>.,<extra_id_0> TOP 09 <extra_id_1>
492,5711,2019,Luzmila Nicolalde is a member of the <extra_id_0>.,<extra_id_0> Social Christian Party <extra_id_1>
493,5714,2019,Huang Jie is a member of the <extra_id_0>.,<extra_id_0> New Power Party <extra_id_1>
